dataset,noise_type,seed,bin,score,auc,n_edges,n_bad
PubMed,cross_class_oracle,8,bin_2,shuffled_hybrid,0.12293343622884124,28810,5794
PubMed,cross_class_oracle,8,bin_3,feature_risk,0.6960688693204278,28812,19680
PubMed,cross_class_oracle,8,bin_3,raw_grad,0.47540145169848547,28812,19680
PubMed,cross_class_oracle,8,bin_3,hybrid,0.13163372390129946,28812,19680
PubMed,cross_class_oracle,8,bin_3,shuffled_hybrid,0.13020257986745437,28812,19680
PubMed,cross_class_oracle,9,bin_0,feature_risk,0.694022687609075,28810,160
PubMed,cross_class_oracle,9,bin_0,raw_grad,0.48613198080279235,28810,160
PubMed,cross_class_oracle,9,bin_0,hybrid,0.1300479930191972,28810,160
PubMed,cross_class_oracle,9,bin_0,shuffled_hybrid,0.13203577661431065,28810,160
PubMed,cross_class_oracle,9,bin_1,feature_risk,0.6339998627693152,28810,1050
PubMed,cross_class_oracle,9,bin_1,raw_grad,0.49370624056539036,28810,1050
PubMed,cross_class_oracle,9,bin_1,hybrid,0.10770550295045972,28810,1050
PubMed,cross_class_oracle,9,bin_1,shuffled_hybrid,0.109422876355153,28810,1050
PubMed,cross_class_oracle,9,bin_2,feature_risk,0.6732918042842796,28810,5778
PubMed,cross_class_oracle,9,bin_2,raw_grad,0.48794793879263926,28810,5778
PubMed,cross_class_oracle,9,bin_2,hybrid,0.11904212069808573,28810,5778
PubMed,cross_class_oracle,9,bin_2,shuffled_hybrid,0.11743854562785072,28810,5778
PubMed,cross_class_oracle,9,bin_3,feature_risk,0.6887242106384766,28812,19606
PubMed,cross_class_oracle,9,bin_3,raw_grad,0.4927527123569603,28812,19606
PubMed,cross_class_oracle,9,bin_3,hybrid,0.12695900018990228,28812,19606
PubMed,cross_class_oracle,9,bin_3,shuffled_hybrid,0.1191234204996369,28812,19606
PubMed,low_feature_similarity,0,bin_0,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,0,bin_0,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,0,bin_0,hybrid,0.5,28810,0
PubMed,low_feature_similarity,0,bin_0,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,0,bin_1,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,0,bin_1,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,0,bin_1,hybrid,0.5,28810,0
PubMed,low_feature_similarity,0,bin_1,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,0,bin_2,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,0,bin_2,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,0,bin_2,hybrid,0.5,28810,0
PubMed,low_feature_similarity,0,bin_2,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,0,bin_3,feature_risk,0.9398428684802695,28812,26594
PubMed,low_feature_similarity,0,bin_3,raw_grad,0.5077313672317932,28812,26594
PubMed,low_feature_similarity,0,bin_3,hybrid,0.23609815783175972,28812,26594
PubMed,low_feature_similarity,0,bin_3,shuffled_hybrid,0.24304325545000116,28812,26594
PubMed,low_feature_similarity,1,bin_0,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,1,bin_0,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,1,bin_0,hybrid,0.5,28810,0
PubMed,low_feature_similarity,1,bin_0,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,1,bin_1,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,1,bin_1,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,1,bin_1,hybrid,0.5,28810,0
PubMed,low_feature_similarity,1,bin_1,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,1,bin_2,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,1,bin_2,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,1,bin_2,hybrid,0.5,28810,0
PubMed,low_feature_similarity,1,bin_2,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,1,bin_3,feature_risk,0.9399814788355074,28812,26594
PubMed,low_feature_similarity,1,bin_3,raw_grad,0.47631747311694894,28812,26594
PubMed,low_feature_similarity,1,bin_3,hybrid,0.2595217142547527,28812,26594
PubMed,low_feature_similarity,1,bin_3,shuffled_hybrid,0.24325144223599932,28812,26594
PubMed,low_feature_similarity,2,bin_0,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,2,bin_0,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,2,bin_0,hybrid,0.5,28810,0
PubMed,low_feature_similarity,2,bin_0,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,2,bin_1,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,2,bin_1,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,2,bin_1,hybrid,0.5,28810,0
PubMed,low_feature_similarity,2,bin_1,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,2,bin_2,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,2,bin_2,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,2,bin_2,hybrid,0.5,28810,0
PubMed,low_feature_similarity,2,bin_2,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,2,bin_3,feature_risk,0.9387322224929479,28812,26594
PubMed,low_feature_similarity,2,bin_3,raw_grad,0.499740461603677,28812,26594
PubMed,low_feature_similarity,2,bin_3,hybrid,0.24694801223324542,28812,26594
PubMed,low_feature_similarity,2,bin_3,shuffled_hybrid,0.2192125480618183,28812,26594
PubMed,low_feature_similarity,3,bin_0,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,3,bin_0,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,3,bin_0,hybrid,0.5,28810,0
PubMed,low_feature_similarity,3,bin_0,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,3,bin_1,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,3,bin_1,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,3,bin_1,hybrid,0.5,28810,0
PubMed,low_feature_similarity,3,bin_1,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,3,bin_2,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,3,bin_2,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,3,bin_2,hybrid,0.5,28810,0
PubMed,low_feature_similarity,3,bin_2,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,3,bin_3,feature_risk,0.9396441755542193,28812,26594
PubMed,low_feature_similarity,3,bin_3,raw_grad,0.47540312116070843,28812,26594
PubMed,low_feature_similarity,3,bin_3,hybrid,0.2431701002002323,28812,26594
PubMed,low_feature_similarity,3,bin_3,shuffled_hybrid,0.2513239696296845,28812,26594
PubMed,low_feature_similarity,4,bin_0,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,4,bin_0,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,4,bin_0,hybrid,0.5,28810,0
PubMed,low_feature_similarity,4,bin_0,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,4,bin_1,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,4,bin_1,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,4,bin_1,hybrid,0.5,28810,0
PubMed,low_feature_similarity,4,bin_1,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,4,bin_2,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,4,bin_2,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,4,bin_2,hybrid,0.5,28810,0
PubMed,low_feature_similarity,4,bin_2,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,4,bin_3,feature_risk,0.9389497336056805,28812,26594
PubMed,low_feature_similarity,4,bin_3,raw_grad,0.47913014779973356,28812,26594
PubMed,low_feature_similarity,4,bin_3,hybrid,0.2367359756870384,28812,26594
PubMed,low_feature_similarity,4,bin_3,shuffled_hybrid,0.2345494041144897,28812,26594
PubMed,low_feature_similarity,5,bin_0,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,5,bin_0,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,5,bin_0,hybrid,0.5,28810,0
PubMed,low_feature_similarity,5,bin_0,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,5,bin_1,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,5,bin_1,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,5,bin_1,hybrid,0.5,28810,0
PubMed,low_feature_similarity,5,bin_1,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,5,bin_2,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,5,bin_2,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,5,bin_2,hybrid,0.5,28810,0
PubMed,low_feature_similarity,5,bin_2,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,5,bin_3,feature_risk,0.9395063789584055,28812,26594
PubMed,low_feature_similarity,5,bin_3,raw_grad,0.48499285214065857,28812,26594
PubMed,low_feature_similarity,5,bin_3,hybrid,0.2248004305872366,28812,26594
PubMed,low_feature_similarity,5,bin_3,shuffled_hybrid,0.22755524358430373,28812,26594
PubMed,low_feature_similarity,6,bin_0,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,6,bin_0,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,6,bin_0,hybrid,0.5,28810,0
PubMed,low_feature_similarity,6,bin_0,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,6,bin_1,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,6,bin_1,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,6,bin_1,hybrid,0.5,28810,0
PubMed,low_feature_similarity,6,bin_1,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,6,bin_2,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,6,bin_2,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,6,bin_2,hybrid,0.5,28810,0
PubMed,low_feature_similarity,6,bin_2,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,6,bin_3,feature_risk,0.9395760910157366,28812,26594
PubMed,low_feature_similarity,6,bin_3,raw_grad,0.49894328252784603,28812,26594
PubMed,low_feature_similarity,6,bin_3,hybrid,0.2519189294886275,28812,26594
PubMed,low_feature_similarity,6,bin_3,shuffled_hybrid,0.2350708204654799,28812,26594
PubMed,low_feature_similarity,7,bin_0,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,7,bin_0,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,7,bin_0,hybrid,0.5,28810,0
PubMed,low_feature_similarity,7,bin_0,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,7,bin_1,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,7,bin_1,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,7,bin_1,hybrid,0.5,28810,0
PubMed,low_feature_similarity,7,bin_1,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,7,bin_2,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,7,bin_2,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,7,bin_2,hybrid,0.5,28810,0
PubMed,low_feature_similarity,7,bin_2,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,7,bin_3,feature_risk,0.9388120387297947,28812,26594
PubMed,low_feature_similarity,7,bin_3,raw_grad,0.4927043755098287,28812,26594
PubMed,low_feature_similarity,7,bin_3,hybrid,0.2643242172159893,28812,26594
PubMed,low_feature_similarity,7,bin_3,shuffled_hybrid,0.24338947617831178,28812,26594
PubMed,low_feature_similarity,8,bin_0,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,8,bin_0,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,8,bin_0,hybrid,0.5,28810,0
PubMed,low_feature_similarity,8,bin_0,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,8,bin_1,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,8,bin_1,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,8,bin_1,hybrid,0.5,28810,0
PubMed,low_feature_similarity,8,bin_1,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,8,bin_2,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,8,bin_2,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,8,bin_2,hybrid,0.5,28810,0
PubMed,low_feature_similarity,8,bin_2,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,8,bin_3,feature_risk,0.9396623834213336,28812,26594
PubMed,low_feature_similarity,8,bin_3,raw_grad,0.4711760308789152,28812,26594
PubMed,low_feature_similarity,8,bin_3,hybrid,0.23822864781733108,28812,26594
PubMed,low_feature_similarity,8,bin_3,shuffled_hybrid,0.22806208007894552,28812,26594
PubMed,low_feature_similarity,9,bin_0,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,9,bin_0,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,9,bin_0,hybrid,0.5,28810,0
PubMed,low_feature_similarity,9,bin_0,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,9,bin_1,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,9,bin_1,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,9,bin_1,hybrid,0.5,28810,0
PubMed,low_feature_similarity,9,bin_1,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,9,bin_2,feature_risk,0.5,28810,0
PubMed,low_feature_similarity,9,bin_2,raw_grad,0.5,28810,0
PubMed,low_feature_similarity,9,bin_2,hybrid,0.5,28810,0
PubMed,low_feature_similarity,9,bin_2,shuffled_hybrid,0.5,28810,0
PubMed,low_feature_similarity,9,bin_3,feature_risk,0.939931297004355,28812,26594
PubMed,low_feature_similarity,9,bin_3,raw_grad,0.4953667420456543,28812,26594
PubMed,low_feature_similarity,9,bin_3,hybrid,0.28167695880200505,28812,26594
PubMed,low_feature_similarity,9,bin_3,shuffled_hybrid,0.25939537810416163,28812,26594
