dataset,noise_type,seed,pair,spearman_corr,spearman_p
PubMed,cross_class_oracle,4,feature_vs_raw_grad,-0.010603083278936406,0.00031880032678762945
PubMed,cross_class_oracle,4,feature_vs_pos_grad,-0.011005196605252683,0.000186940168908641
PubMed,cross_class_oracle,4,feature_vs_neg_grad,0.0027559380119692167,0.3495005464001081
PubMed,cross_class_oracle,4,feature_vs_hybrid,0.9383239870034714,0.0
PubMed,cross_class_oracle,5,feature_vs_raw_grad,0.0005543523525008267,0.8507310846667573
PubMed,cross_class_oracle,5,feature_vs_pos_grad,-0.016644423991607715,1.598286153002308e-08
PubMed,cross_class_oracle,5,feature_vs_neg_grad,-0.027277623030959368,2.013110609621694e-20
PubMed,cross_class_oracle,5,feature_vs_hybrid,0.9390536766365858,0.0
PubMed,cross_class_oracle,6,feature_vs_raw_grad,-0.026469122022066634,2.5399567923156197e-19
PubMed,cross_class_oracle,6,feature_vs_pos_grad,-0.0696060798405745,9.803643293764787e-124
PubMed,cross_class_oracle,6,feature_vs_neg_grad,-0.050358005919804105,1.3421333725197408e-65
PubMed,cross_class_oracle,6,feature_vs_hybrid,0.9389181271366968,0.0
PubMed,cross_class_oracle,7,feature_vs_raw_grad,-0.011923932978020583,5.1667136250537354e-05
PubMed,cross_class_oracle,7,feature_vs_pos_grad,-0.04241603266818129,4.78335025122647e-47
PubMed,cross_class_oracle,7,feature_vs_neg_grad,-0.0460364893622064,4.1216764161622156e-55
PubMed,cross_class_oracle,7,feature_vs_hybrid,0.93820758541841,0.0
PubMed,cross_class_oracle,8,feature_vs_raw_grad,0.0017364780943334042,0.5555381921005896
PubMed,cross_class_oracle,8,feature_vs_pos_grad,-0.0044904100470932766,0.12741764209699885
PubMed,cross_class_oracle,8,feature_vs_neg_grad,-0.011150257251854062,0.0001535299093622237
PubMed,cross_class_oracle,8,feature_vs_hybrid,0.9375466674734806,0.0
PubMed,cross_class_oracle,9,feature_vs_raw_grad,-0.010748563399605804,0.00026335105238885464
PubMed,cross_class_oracle,9,feature_vs_pos_grad,-0.014399555361799968,1.01626603535462e-06
PubMed,cross_class_oracle,9,feature_vs_neg_grad,-0.002979312923464548,0.3118307953101146
PubMed,cross_class_oracle,9,feature_vs_hybrid,0.9378888812382107,0.0
PubMed,low_feature_similarity,0,feature_vs_raw_grad,-0.03594977503480625,2.8243760812416294e-34
PubMed,low_feature_similarity,0,feature_vs_pos_grad,-0.07256331687009585,2.506675141013521e-134
PubMed,low_feature_similarity,0,feature_vs_neg_grad,-0.045056565300833275,7.290192633350674e-53
PubMed,low_feature_similarity,0,feature_vs_hybrid,0.9378094623201625,0.0
PubMed,low_feature_similarity,1,feature_vs_raw_grad,-0.020703116003316518,2.082748694778075e-12
PubMed,low_feature_similarity,1,feature_vs_pos_grad,-0.0448845945807217,1.787406274767458e-52
PubMed,low_feature_similarity,1,feature_vs_neg_grad,-0.03226146763094586,6.313334693592117e-28
PubMed,low_feature_similarity,1,feature_vs_hybrid,0.9352010116908539,0.0
PubMed,low_feature_similarity,2,feature_vs_raw_grad,0.0025300967966498974,0.390400150593885
PubMed,low_feature_similarity,2,feature_vs_pos_grad,0.003095189656962037,0.2933849964602588
PubMed,low_feature_similarity,2,feature_vs_neg_grad,-9.951011164663438e-05,0.9730520726949593
PubMed,low_feature_similarity,2,feature_vs_hybrid,0.9402132972269195,0.0
PubMed,low_feature_similarity,3,feature_vs_raw_grad,-0.02880864180241015,1.3494694747541347e-22
PubMed,low_feature_similarity,3,feature_vs_pos_grad,-0.057735141396579065,1.136109264215939e-85
PubMed,low_feature_similarity,3,feature_vs_neg_grad,-0.03529483466194753,4.24553043633945e-33
PubMed,low_feature_similarity,3,feature_vs_hybrid,0.9357154068566782,0.0
PubMed,low_feature_similarity,4,feature_vs_raw_grad,-0.010225091430229007,0.0005181441359153564
PubMed,low_feature_similarity,4,feature_vs_pos_grad,-0.025957962552714566,1.2138481254314887e-18
PubMed,low_feature_similarity,4,feature_vs_neg_grad,-0.023512792237037998,1.4284446690532943e-15
PubMed,low_feature_similarity,4,feature_vs_hybrid,0.937145439777462,0.0
PubMed,low_feature_similarity,5,feature_vs_raw_grad,-0.0056755716382467245,0.054017197982563915
PubMed,low_feature_similarity,5,feature_vs_pos_grad,-0.019501460093413168,3.573101799138267e-11
PubMed,low_feature_similarity,5,feature_vs_neg_grad,-0.022402158001172293,2.8314160974582353e-14
PubMed,low_feature_similarity,5,feature_vs_hybrid,0.937528611402095,0.0
PubMed,low_feature_similarity,6,feature_vs_raw_grad,-0.03824534178577772,1.433501554436166e-38
PubMed,low_feature_similarity,6,feature_vs_pos_grad,-0.06854767867048994,4.7274963569209406e-120
PubMed,low_feature_similarity,6,feature_vs_neg_grad,-0.03314598784186239,2.1847326103734177e-29
PubMed,low_feature_similarity,6,feature_vs_hybrid,0.937856025773041,0.0
PubMed,low_feature_similarity,7,feature_vs_raw_grad,-0.02733775745593913,1.662208173616922e-20
PubMed,low_feature_similarity,7,feature_vs_pos_grad,-0.053768551367377626,1.5437844882407373e-74
PubMed,low_feature_similarity,7,feature_vs_neg_grad,-0.030502617975232984,3.884981013252785e-25
PubMed,low_feature_similarity,7,feature_vs_hybrid,0.937483158273554,0.0
PubMed,low_feature_similarity,8,feature_vs_raw_grad,-0.007908690152569694,0.007257309107268074
PubMed,low_feature_similarity,8,feature_vs_pos_grad,-0.021704307508131394,1.7214873187136857e-13
PubMed,low_feature_similarity,8,feature_vs_neg_grad,-0.021808311540841945,1.3200732166644252e-13
PubMed,low_feature_similarity,8,feature_vs_hybrid,0.9355554088489227,0.0
PubMed,low_feature_similarity,9,feature_vs_raw_grad,-0.013796640257993773,2.8165891993793045e-06
PubMed,low_feature_similarity,9,feature_vs_pos_grad,-0.0379432662058718,5.452057060105898e-38
PubMed,low_feature_similarity,9,feature_vs_neg_grad,-0.025642467190459893,3.140510045621242e-18
PubMed,low_feature_similarity,9,feature_vs_hybrid,0.9394313336427104,0.0
