dataset,noise_type,seed,score,auc
PubMed,cross_class_oracle,0,hybrid,0.7655253004198194
PubMed,cross_class_oracle,0,shuffled_hybrid,0.7661339583244948
PubMed,cross_class_oracle,1,feature_risk,0.9144085371899322
PubMed,cross_class_oracle,1,raw_grad,0.481618422392496
PubMed,cross_class_oracle,1,pos_grad,0.46775704024492826
PubMed,cross_class_oracle,1,neg_grad,0.48619696470859364
PubMed,cross_class_oracle,1,hybrid,0.7677816019753005
PubMed,cross_class_oracle,1,shuffled_hybrid,0.7668115899985026
PubMed,cross_class_oracle,2,feature_risk,0.9149058765566636
PubMed,cross_class_oracle,2,raw_grad,0.5004880278272777
PubMed,cross_class_oracle,2,pos_grad,0.4933550365387319
PubMed,cross_class_oracle,2,neg_grad,0.49269070303425944
PubMed,cross_class_oracle,2,hybrid,0.765995774094913
PubMed,cross_class_oracle,2,shuffled_hybrid,0.7636568224465272
PubMed,cross_class_oracle,3,feature_risk,0.9141502556496052
PubMed,cross_class_oracle,3,raw_grad,0.48390437924143764
PubMed,cross_class_oracle,3,pos_grad,0.4647619934630279
PubMed,cross_class_oracle,3,neg_grad,0.4806863445890458
PubMed,cross_class_oracle,3,hybrid,0.7707113468784155
PubMed,cross_class_oracle,3,shuffled_hybrid,0.7690808484729045
PubMed,cross_class_oracle,4,feature_risk,0.9125845138429981
PubMed,cross_class_oracle,4,raw_grad,0.48562147386100535
PubMed,cross_class_oracle,4,pos_grad,0.47635424375310903
PubMed,cross_class_oracle,4,neg_grad,0.4907278630094324
PubMed,cross_class_oracle,4,hybrid,0.7615772467158278
PubMed,cross_class_oracle,4,shuffled_hybrid,0.7603066830852906
PubMed,cross_class_oracle,5,feature_risk,0.9156497715072418
PubMed,cross_class_oracle,5,raw_grad,0.4938699595379677
PubMed,cross_class_oracle,5,pos_grad,0.48426976024048257
PubMed,cross_class_oracle,5,neg_grad,0.4901924291303449
PubMed,cross_class_oracle,5,hybrid,0.7649897800085685
PubMed,cross_class_oracle,5,shuffled_hybrid,0.7635681846672648
PubMed,cross_class_oracle,6,feature_risk,0.9141006566013042
PubMed,cross_class_oracle,6,raw_grad,0.4934230196420477
PubMed,cross_class_oracle,6,pos_grad,0.47653033055483196
PubMed,cross_class_oracle,6,neg_grad,0.48267278286799176
PubMed,cross_class_oracle,6,hybrid,0.7710022451058206
PubMed,cross_class_oracle,6,shuffled_hybrid,0.7689916431444535
PubMed,cross_class_oracle,7,feature_risk,0.9141815438134706
PubMed,cross_class_oracle,7,raw_grad,0.4885334686420369
PubMed,cross_class_oracle,7,pos_grad,0.47889461428193203
PubMed,cross_class_oracle,7,neg_grad,0.49026341859006906
PubMed,cross_class_oracle,7,hybrid,0.7633972861898325
PubMed,cross_class_oracle,7,shuffled_hybrid,0.7636025082436816
PubMed,cross_class_oracle,8,feature_risk,0.9147583061324286
PubMed,cross_class_oracle,8,raw_grad,0.48545935521681743
PubMed,cross_class_oracle,8,pos_grad,0.47279072668163336
PubMed,cross_class_oracle,8,neg_grad,0.4870656275858483
PubMed,cross_class_oracle,8,hybrid,0.7651081780651663
PubMed,cross_class_oracle,8,shuffled_hybrid,0.7634082791679885
PubMed,cross_class_oracle,9,feature_risk,0.9116126397279803
PubMed,cross_class_oracle,9,raw_grad,0.49117818868832963
PubMed,cross_class_oracle,9,pos_grad,0.4836631735934215
PubMed,cross_class_oracle,9,neg_grad,0.4923167362630717
PubMed,cross_class_oracle,9,hybrid,0.7592357864830612
PubMed,cross_class_oracle,9,shuffled_hybrid,0.7578143989886201
PubMed,low_feature_similarity,0,feature_risk,0.9984948502198498
PubMed,low_feature_similarity,0,raw_grad,0.4933238378762707
PubMed,low_feature_similarity,0,pos_grad,0.4873037976092242
PubMed,low_feature_similarity,0,neg_grad,0.4939466520611008
PubMed,low_feature_similarity,0,hybrid,0.8813342849993604
PubMed,low_feature_similarity,0,shuffled_hybrid,0.881764679860824
PubMed,low_feature_similarity,1,feature_risk,0.9984983182932177
PubMed,low_feature_similarity,1,raw_grad,0.4770585875665823
PubMed,low_feature_similarity,1,pos_grad,0.46567723991236365
PubMed,low_feature_similarity,1,neg_grad,0.4890239096138096
PubMed,low_feature_similarity,1,hybrid,0.8826585197800004
PubMed,low_feature_similarity,1,shuffled_hybrid,0.8820150106223829
PubMed,low_feature_similarity,2,feature_risk,0.9984670615184703
PubMed,low_feature_similarity,2,raw_grad,0.49938578431263103
PubMed,low_feature_similarity,2,pos_grad,0.4945373507242984
PubMed,low_feature_similarity,2,neg_grad,0.4950635640499569
PubMed,low_feature_similarity,2,hybrid,0.8829374655402625
PubMed,low_feature_similarity,2,shuffled_hybrid,0.880162260293946
PubMed,low_feature_similarity,3,feature_risk,0.9984898788622334
PubMed,low_feature_similarity,3,raw_grad,0.47620236114273684
PubMed,low_feature_similarity,3,pos_grad,0.4676248727578473
PubMed,low_feature_similarity,3,neg_grad,0.49222165756403735
PubMed,low_feature_similarity,3,hybrid,0.8823175050080234
PubMed,low_feature_similarity,3,shuffled_hybrid,0.8832664905174968
PubMed,low_feature_similarity,4,feature_risk,0.9984725037128575
PubMed,low_feature_similarity,4,raw_grad,0.4837588109339218
PubMed,low_feature_similarity,4,pos_grad,0.47358292821236764
PubMed,low_feature_similarity,4,neg_grad,0.4897907724910819
PubMed,low_feature_similarity,4,hybrid,0.8792581340759471
PubMed,low_feature_similarity,4,shuffled_hybrid,0.8787382547773881
PubMed,low_feature_similarity,5,feature_risk,0.9984864311493744
PubMed,low_feature_similarity,5,raw_grad,0.4881108678258398
PubMed,low_feature_similarity,5,pos_grad,0.4838601350070061
PubMed,low_feature_similarity,5,neg_grad,0.4958649492306975
PubMed,low_feature_similarity,5,hybrid,0.8769262246186149
PubMed,low_feature_similarity,5,shuffled_hybrid,0.8777520332903552
PubMed,low_feature_similarity,6,feature_risk,0.998488175366313
PubMed,low_feature_similarity,6,raw_grad,0.48747020086802684
PubMed,low_feature_similarity,6,pos_grad,0.47976430769786654
PubMed,low_feature_similarity,6,neg_grad,0.49245469589078844
PubMed,low_feature_similarity,6,hybrid,0.8841080819771373
PubMed,low_feature_similarity,6,shuffled_hybrid,0.882315327281914
PubMed,low_feature_similarity,7,feature_risk,0.9984690585450623
PubMed,low_feature_similarity,7,raw_grad,0.4849466597845205
PubMed,low_feature_similarity,7,pos_grad,0.47676908212524655
PubMed,low_feature_similarity,7,neg_grad,0.4921357567886161
PubMed,low_feature_similarity,7,hybrid,0.8843068760486213
PubMed,low_feature_similarity,7,shuffled_hybrid,0.8838390254857718
PubMed,low_feature_similarity,8,feature_risk,0.9984903344286225
PubMed,low_feature_similarity,8,raw_grad,0.479611777156713
PubMed,low_feature_similarity,8,pos_grad,0.4714557481269842
PubMed,low_feature_similarity,8,neg_grad,0.49206522628869925
PubMed,low_feature_similarity,8,hybrid,0.8783013920608961
PubMed,low_feature_similarity,8,shuffled_hybrid,0.8789755386944449
PubMed,low_feature_similarity,9,feature_risk,0.9984970627284954
PubMed,low_feature_similarity,9,raw_grad,0.49057839736115033
PubMed,low_feature_similarity,9,pos_grad,0.48141785419957595
PubMed,low_feature_similarity,9,neg_grad,0.49110320814466246
PubMed,low_feature_similarity,9,hybrid,0.8901900052541651
PubMed,low_feature_similarity,9,shuffled_hybrid,0.8883137716236496
