dataset,noise_type,seed,score,residual_auc,residual_direction,residual_spearman,residual_spearman_p
CiteSeer,cross_class_oracle,2,hybrid,0.8791226494653559,negative,-0.5532688801814108,0.0
CiteSeer,cross_class_oracle,3,raw_grad,0.7327355604266852,negative,-0.3396932303915689,0.0
CiteSeer,cross_class_oracle,3,pos_grad,0.7886340464602767,negative,-0.42130250081221066,0.0
CiteSeer,cross_class_oracle,3,hybrid,0.8576014568325641,negative,-0.5218621411018185,0.0
CiteSeer,cross_class_oracle,4,raw_grad,0.7413429953906667,negative,-0.3522643084051268,0.0
CiteSeer,cross_class_oracle,4,pos_grad,0.7956824919368857,negative,-0.43159885072268656,0.0
CiteSeer,cross_class_oracle,4,hybrid,0.8622445071039095,negative,-0.5286379304970561,0.0
CiteSeer,cross_class_oracle,5,raw_grad,0.7347990176197557,negative,-0.3427059881205803,0.0
CiteSeer,cross_class_oracle,5,pos_grad,0.7795399679406709,negative,-0.4080230502891777,0.0
CiteSeer,cross_class_oracle,5,hybrid,0.8693129293085357,negative,-0.5389531623552252,0.0
CiteSeer,cross_class_oracle,6,raw_grad,0.7480368891506852,negative,-0.3620517255373534,0.0
CiteSeer,cross_class_oracle,6,pos_grad,0.8017816505404379,negative,-0.4405279995600525,0.0
CiteSeer,cross_class_oracle,6,hybrid,0.8639669718096784,negative,-0.5311515924059335,0.0
CiteSeer,cross_class_oracle,7,raw_grad,0.737271766385343,negative,-0.34633769394339087,0.0
CiteSeer,cross_class_oracle,7,pos_grad,0.7845684906042991,negative,-0.4153945453595272,0.0
CiteSeer,cross_class_oracle,7,hybrid,0.8667585636390558,negative,-0.5352254743221718,0.0
CiteSeer,cross_class_oracle,8,raw_grad,0.7372694931020941,negative,-0.34631515680394415,0.0
CiteSeer,cross_class_oracle,8,pos_grad,0.7997875787803292,negative,-0.43759026982812876,0.0
CiteSeer,cross_class_oracle,8,hybrid,0.8508714118336261,negative,-0.5120407167369799,0.0
CiteSeer,cross_class_oracle,9,raw_grad,0.6994839445849991,negative,-0.2911655335032899,6.210487770003512e-230
