dataset,noise_type,seed,score,precision,recall,f1
Cora,cross_class_oracle,0,shuffled_hybrid,0.369533527696793,0.3202779532533165,0.34314720812182736
Cora,cross_class_oracle,1,feature_risk,0.5065597667638484,0.4390397978521794,0.4703891708967851
Cora,cross_class_oracle,1,raw_grad,0.24271137026239067,0.21036007580543273,0.22538071065989848
Cora,cross_class_oracle,1,pos_grad,0.24271137026239067,0.21036007580543273,0.22538071065989848
Cora,cross_class_oracle,1,neg_grad,0.1457725947521866,0.12634238787113075,0.1353637901861252
Cora,cross_class_oracle,1,hybrid,0.3965014577259475,0.34365129500947567,0.3681895093062605
Cora,cross_class_oracle,1,shuffled_hybrid,0.3782798833819242,0.32785849652558435,0.35126903553299493
Cora,cross_class_oracle,2,feature_risk,0.5145772594752187,0.4459886291850916,0.477834179357022
Cora,cross_class_oracle,2,raw_grad,0.25801749271137026,0.22362602653190145,0.2395939086294416
Cora,cross_class_oracle,2,pos_grad,0.25801749271137026,0.22362602653190145,0.2395939086294416
Cora,cross_class_oracle,2,neg_grad,0.12682215743440234,0.10991787744788377,0.11776649746192892
Cora,cross_class_oracle,2,hybrid,0.3979591836734694,0.344914718888187,0.36954314720812176
Cora,cross_class_oracle,2,shuffled_hybrid,0.3819241982507289,0.3310170562223626,0.35465313028764806
Cora,cross_class_oracle,3,feature_risk,0.5225947521865889,0.45293746051800376,0.4852791878172588
Cora,cross_class_oracle,3,raw_grad,0.23760932944606414,0.20593809222994314,0.22064297800338412
Cora,cross_class_oracle,3,pos_grad,0.23760932944606414,0.20593809222994314,0.22064297800338412
Cora,cross_class_oracle,3,neg_grad,0.18731778425655976,0.16234996841440302,0.1739424703891709
Cora,cross_class_oracle,3,hybrid,0.42128279883381925,0.3651295009475679,0.39120135363790187
Cora,cross_class_oracle,3,shuffled_hybrid,0.4037900874635568,0.3499684144030322,0.3749576988155668
Cora,cross_class_oracle,4,feature_risk,0.4978134110787172,0.4314592545799116,0.4622673434856176
Cora,cross_class_oracle,4,raw_grad,0.24927113702623907,0.2160454832596336,0.23147208121827412
Cora,cross_class_oracle,4,pos_grad,0.24927113702623907,0.2160454832596336,0.23147208121827412
Cora,cross_class_oracle,4,neg_grad,0.15123906705539358,0.13108022741629816,0.1404399323181049
Cora,cross_class_oracle,4,hybrid,0.3877551020408163,0.33607075173720785,0.3600676818950931
Cora,cross_class_oracle,4,shuffled_hybrid,0.3753644314868805,0.32533164876816173,0.34856175972927245
Cora,cross_class_oracle,5,feature_risk,0.5123906705539358,0.44409349336702464,0.4758037225042301
Cora,cross_class_oracle,5,raw_grad,0.2598396501457726,0.2252053063802906,0.24128595600676822
Cora,cross_class_oracle,5,pos_grad,0.2598396501457726,0.2252053063802906,0.24128595600676822
Cora,cross_class_oracle,5,neg_grad,0.15123906705539358,0.13108022741629816,0.1404399323181049
Cora,cross_class_oracle,5,hybrid,0.3965014577259475,0.34365129500947567,0.3681895093062605
Cora,cross_class_oracle,5,shuffled_hybrid,0.3746355685131195,0.32469993682880605,0.3478849407783418
Cora,cross_class_oracle,6,feature_risk,0.5262390670553936,0.45609602021478207,0.488663282571912
Cora,cross_class_oracle,6,raw_grad,0.26494169096209913,0.22962728995578016,0.24602368866328259
Cora,cross_class_oracle,6,pos_grad,0.26494169096209913,0.22962728995578016,0.24602368866328259
Cora,cross_class_oracle,6,neg_grad,0.16690962099125364,0.14466203411244472,0.1549915397631134
Cora,cross_class_oracle,6,hybrid,0.40816326530612246,0.35375868603916616,0.37901861252115066
Cora,cross_class_oracle,6,shuffled_hybrid,0.39723032069970843,0.34428300694883135,0.36886632825719123
Cora,cross_class_oracle,7,feature_risk,0.5262390670553936,0.45609602021478207,0.488663282571912
Cora,cross_class_oracle,7,raw_grad,0.2594752186588921,0.22488945041061276,0.24094754653130288
Cora,cross_class_oracle,7,pos_grad,0.2594752186588921,0.22488945041061276,0.24094754653130288
Cora,cross_class_oracle,7,neg_grad,0.1716472303206997,0.14876816171825646,0.1593908629441624
Cora,cross_class_oracle,7,hybrid,0.41690962099125367,0.361339229311434,0.3871404399323181
Cora,cross_class_oracle,7,shuffled_hybrid,0.4096209912536443,0.35502210991787747,0.3803722504230118
Cora,cross_class_oracle,8,feature_risk,0.5196793002915452,0.4504106127605812,0.48257191201353644
Cora,cross_class_oracle,8,raw_grad,0.24307580174927113,0.21067593177511054,0.22571912013536377
Cora,cross_class_oracle,8,pos_grad,0.24307580174927113,0.21067593177511054,0.22571912013536377
Cora,cross_class_oracle,8,neg_grad,0.1457725947521866,0.12634238787113075,0.1353637901861252
Cora,cross_class_oracle,8,hybrid,0.4096209912536443,0.35502210991787747,0.3803722504230118
Cora,cross_class_oracle,8,shuffled_hybrid,0.4001457725947522,0.346809854706254,0.3715736040609137
Cora,cross_class_oracle,9,feature_risk,0.5102040816326531,0.4421983575489577,0.47377326565143824
Cora,cross_class_oracle,9,raw_grad,0.2602040816326531,0.2255211623499684,0.24162436548223348
Cora,cross_class_oracle,9,pos_grad,0.2602040816326531,0.2255211623499684,0.24162436548223348
Cora,cross_class_oracle,9,neg_grad,0.1727405247813411,0.14971572962728996,0.1604060913705584
Cora,cross_class_oracle,9,hybrid,0.3965014577259475,0.34365129500947567,0.3681895093062605
Cora,cross_class_oracle,9,shuffled_hybrid,0.38556851311953355,0.33417561591914086,0.35803722504230123
Cora,low_feature_similarity,0,feature_risk,0.5830903790087464,0.505369551484523,0.5414551607445008
Cora,low_feature_similarity,0,raw_grad,0.22959183673469388,0.19898926089703095,0.2131979695431472
Cora,low_feature_similarity,0,pos_grad,0.22959183673469388,0.19898926089703095,0.2131979695431472
Cora,low_feature_similarity,0,neg_grad,0.16727405247813412,0.14497789008212256,0.1553299492385787
Cora,low_feature_similarity,0,hybrid,0.6450437317784257,0.5590650663297536,0.5989847715736041
Cora,low_feature_similarity,0,shuffled_hybrid,0.6107871720116618,0.5293746051800379,0.5671742808798645
Cora,low_feature_similarity,1,feature_risk,0.5830903790087464,0.505369551484523,0.5414551607445008
Cora,low_feature_similarity,1,raw_grad,0.20954810495626822,0.18161718256475048,0.19458544839255498
Cora,low_feature_similarity,1,pos_grad,0.20954810495626822,0.18161718256475048,0.19458544839255498
Cora,low_feature_similarity,1,neg_grad,0.14941690962099125,0.12950094756790903,0.13874788494077833
Cora,low_feature_similarity,1,hybrid,0.6370262390670554,0.5521162349968415,0.5915397631133671
Cora,low_feature_similarity,1,shuffled_hybrid,0.6275510204081632,0.543903979785218,0.582741116751269
Cora,low_feature_similarity,2,feature_risk,0.5830903790087464,0.505369551484523,0.5414551607445008
Cora,low_feature_similarity,2,raw_grad,0.21064139941690962,0.18256475047378395,0.19560067681895094
Cora,low_feature_similarity,2,pos_grad,0.21064139941690962,0.18256475047378395,0.19560067681895094
Cora,low_feature_similarity,2,neg_grad,0.1217201166180758,0.10549589387239419,0.11302876480541456
Cora,low_feature_similarity,2,hybrid,0.6224489795918368,0.5394819962097284,0.5780033840947546
Cora,low_feature_similarity,2,shuffled_hybrid,0.6122448979591837,0.5306380290587492,0.5685279187817259
Cora,low_feature_similarity,3,feature_risk,0.5830903790087464,0.505369551484523,0.5414551607445008
Cora,low_feature_similarity,3,raw_grad,0.2131924198250729,0.18477574226152874,0.19796954314720813
Cora,low_feature_similarity,3,pos_grad,0.2131924198250729,0.18477574226152874,0.19796954314720813
Cora,low_feature_similarity,3,neg_grad,0.1683673469387755,0.14592545799115603,0.15634517766497463
Cora,low_feature_similarity,3,hybrid,0.6348396501457726,0.5502210991787745,0.5895093062605753
Cora,low_feature_similarity,3,shuffled_hybrid,0.619533527696793,0.5369551484523057,0.5752961082910321
Cora,low_feature_similarity,4,feature_risk,0.5830903790087464,0.505369551484523,0.5414551607445008
Cora,low_feature_similarity,4,raw_grad,0.20408163265306123,0.17687934301958308,0.18950930626057533
Cora,low_feature_similarity,4,pos_grad,0.20408163265306123,0.17687934301958308,0.18950930626057533
Cora,low_feature_similarity,4,neg_grad,0.1217201166180758,0.10549589387239419,0.11302876480541456
Cora,low_feature_similarity,4,hybrid,0.5932944606413995,0.5142135186355022,0.5509306260575295
Cora,low_feature_similarity,4,shuffled_hybrid,0.6034985422740525,0.5230574857864814,0.5604060913705584
Cora,low_feature_similarity,5,feature_risk,0.5830903790087464,0.505369551484523,0.5414551607445008
Cora,low_feature_similarity,5,raw_grad,0.20444606413994168,0.1771951989892609,0.18984771573604062
Cora,low_feature_similarity,5,pos_grad,0.20444606413994168,0.1771951989892609,0.18984771573604062
Cora,low_feature_similarity,5,neg_grad,0.130466472303207,0.11307643714466203,0.12115059221658206
Cora,low_feature_similarity,5,hybrid,0.6275510204081632,0.543903979785218,0.582741116751269
Cora,low_feature_similarity,5,shuffled_hybrid,0.6122448979591837,0.5306380290587492,0.5685279187817259
Cora,low_feature_similarity,6,feature_risk,0.5830903790087464,0.505369551484523,0.5414551607445008
Cora,low_feature_similarity,6,raw_grad,0.21173469387755103,0.18351231838281742,0.19661590524534686
Cora,low_feature_similarity,6,pos_grad,0.21173469387755103,0.18351231838281742,0.19661590524534686
Cora,low_feature_similarity,6,neg_grad,0.15415451895043733,0.13360707517372078,0.1431472081218274
Cora,low_feature_similarity,6,hybrid,0.6370262390670554,0.5521162349968415,0.5915397631133671
Cora,low_feature_similarity,6,shuffled_hybrid,0.6268221574344023,0.5432722678458622,0.5820642978003384
Cora,low_feature_similarity,7,feature_risk,0.5830903790087464,0.505369551484523,0.5414551607445008
Cora,low_feature_similarity,7,raw_grad,0.21756559766763847,0.18856601389766267,0.2020304568527919
Cora,low_feature_similarity,7,pos_grad,0.21756559766763847,0.18856601389766267,0.2020304568527919
Cora,low_feature_similarity,7,neg_grad,0.17237609329446063,0.14939987365761212,0.16006768189509304
Cora,low_feature_similarity,7,hybrid,0.6596209912536443,0.5716993051168667,0.6125211505922166
Cora,low_feature_similarity,7,shuffled_hybrid,0.6348396501457726,0.5502210991787745,0.5895093062605753
Cora,low_feature_similarity,8,feature_risk,0.5830903790087464,0.505369551484523,0.5414551607445008
Cora,low_feature_similarity,8,raw_grad,0.20371720116618075,0.17656348704990524,0.18917089678510998
Cora,low_feature_similarity,8,pos_grad,0.20371720116618075,0.17656348704990524,0.18917089678510998
Cora,low_feature_similarity,8,neg_grad,0.14395043731778426,0.12476310802274163,0.13367174280879865
Cora,low_feature_similarity,8,hybrid,0.6100583090379009,0.5287428932406822,0.566497461928934
Cora,low_feature_similarity,8,shuffled_hybrid,0.607871720116618,0.5268477574226152,0.5644670050761421
Cora,low_feature_similarity,9,feature_risk,0.5830903790087464,0.505369551484523,0.5414551607445008
Cora,low_feature_similarity,9,raw_grad,0.21246355685131196,0.18414403032217308,0.19729272419627747
Cora,low_feature_similarity,9,pos_grad,0.21246355685131196,0.18414403032217308,0.19729272419627747
Cora,low_feature_similarity,9,neg_grad,0.14103498542274054,0.12223626026531902,0.13096446700507616
Cora,low_feature_similarity,9,hybrid,0.6202623906705539,0.5375868603916614,0.5759729272419628
Cora,low_feature_similarity,9,shuffled_hybrid,0.6071428571428571,0.5262160454832596,0.5637901861252114
CiteSeer,feature_similar_cross_class,0,feature_risk,0.3474218089602705,0.3010989010989011,0.3226059654631083
CiteSeer,feature_similar_cross_class,0,raw_grad,0.18258664412510567,0.15824175824175823,0.1695447409733124
CiteSeer,feature_similar_cross_class,0,pos_grad,0.18258664412510567,0.15824175824175823,0.1695447409733124
CiteSeer,feature_similar_cross_class,0,neg_grad,0.06128486897717667,0.05311355311355311,0.05690737833594976
CiteSeer,feature_similar_cross_class,0,hybrid,0.10059171597633136,0.08717948717948718,0.09340659340659341
CiteSeer,feature_similar_cross_class,0,shuffled_hybrid,0.10059171597633136,0.08717948717948718,0.09340659340659341
CiteSeer,feature_similar_cross_class,1,feature_risk,0.3423499577345731,0.2967032967032967,0.3178963893249608
CiteSeer,feature_similar_cross_class,1,raw_grad,0.1754015215553677,0.152014652014652,0.16287284144427
CiteSeer,feature_similar_cross_class,1,pos_grad,0.1754015215553677,0.152014652014652,0.16287284144427
CiteSeer,feature_similar_cross_class,1,neg_grad,0.08622147083685545,0.07472527472527472,0.08006279434850863
CiteSeer,feature_similar_cross_class,1,hybrid,0.11496196111580727,0.09963369963369964,0.10675039246467818
CiteSeer,feature_similar_cross_class,1,shuffled_hybrid,0.10650887573964497,0.09230769230769231,0.09890109890109891
CiteSeer,feature_similar_cross_class,2,feature_risk,0.3474218089602705,0.3010989010989011,0.3226059654631083
CiteSeer,feature_similar_cross_class,2,raw_grad,0.17709213863060017,0.1534798534798535,0.1644427001569859
CiteSeer,feature_similar_cross_class,2,pos_grad,0.17709213863060017,0.1534798534798535,0.1644427001569859
CiteSeer,feature_similar_cross_class,2,neg_grad,0.07016060862214708,0.060805860805860805,0.065149136577708
CiteSeer,feature_similar_cross_class,2,hybrid,0.11665257819103973,0.1010989010989011,0.10832025117739404
CiteSeer,feature_similar_cross_class,2,shuffled_hybrid,0.10989010989010989,0.09523809523809523,0.10204081632653061
CiteSeer,feature_similar_cross_class,3,feature_risk,0.3448858833474218,0.2989010989010989,0.3202511773940345
CiteSeer,feature_similar_cross_class,3,raw_grad,0.18469991546914624,0.16007326007326006,0.17150706436420723
CiteSeer,feature_similar_cross_class,3,pos_grad,0.18469991546914624,0.16007326007326006,0.17150706436420723
CiteSeer,feature_similar_cross_class,3,neg_grad,0.04775993237531699,0.04139194139194139,0.04434850863422292
CiteSeer,feature_similar_cross_class,3,hybrid,0.11073541842772612,0.09597069597069598,0.10282574568288855
CiteSeer,feature_similar_cross_class,3,shuffled_hybrid,0.09805579036348266,0.08498168498168499,0.09105180533751962
CiteSeer,feature_similar_cross_class,4,feature_risk,0.34657650042265425,0.30036630036630035,0.3218210361067504
CiteSeer,feature_similar_cross_class,4,raw_grad,0.1808960270498732,0.15677655677655677,0.16797488226059656
CiteSeer,feature_similar_cross_class,4,pos_grad,0.1808960270498732,0.15677655677655677,0.16797488226059656
CiteSeer,feature_similar_cross_class,4,neg_grad,0.05325443786982249,0.046153846153846156,0.049450549450549455
CiteSeer,feature_similar_cross_class,4,hybrid,0.10566356720202874,0.09157509157509157,0.09811616954474096
CiteSeer,feature_similar_cross_class,4,shuffled_hybrid,0.10566356720202874,0.09157509157509157,0.09811616954474096
CiteSeer,feature_similar_cross_class,5,feature_risk,0.3389687235841082,0.2937728937728938,0.314756671899529
CiteSeer,feature_similar_cross_class,5,raw_grad,0.17836010143702452,0.15457875457875458,0.16562009419152277
CiteSeer,feature_similar_cross_class,5,pos_grad,0.17836010143702452,0.15457875457875458,0.16562009419152277
CiteSeer,feature_similar_cross_class,5,neg_grad,0.05325443786982249,0.046153846153846156,0.049450549450549455
CiteSeer,feature_similar_cross_class,5,hybrid,0.09636517328825021,0.08351648351648351,0.08948194662480377
CiteSeer,feature_similar_cross_class,5,shuffled_hybrid,0.09129332206255283,0.07912087912087912,0.0847723704866562
CiteSeer,feature_similar_cross_class,6,feature_risk,0.3448858833474218,0.2989010989010989,0.3202511773940345
CiteSeer,feature_similar_cross_class,6,raw_grad,0.19146238377007607,0.16593406593406593,0.17778649921507067
CiteSeer,feature_similar_cross_class,6,pos_grad,0.19146238377007607,0.16593406593406593,0.17778649921507067
CiteSeer,feature_similar_cross_class,6,neg_grad,0.05114116652578191,0.044322344322344324,0.04748822605965463
CiteSeer,feature_similar_cross_class,6,hybrid,0.08199492814877431,0.07106227106227106,0.076138147566719
CiteSeer,feature_similar_cross_class,6,shuffled_hybrid,0.08199492814877431,0.07106227106227106,0.076138147566719
CiteSeer,feature_similar_cross_class,7,feature_risk,0.33136094674556216,0.28717948717948716,0.30769230769230765
CiteSeer,feature_similar_cross_class,7,raw_grad,0.20118343195266272,0.17435897435897435,0.18681318681318682
CiteSeer,feature_similar_cross_class,7,pos_grad,0.20118343195266272,0.17435897435897435,0.18681318681318682
CiteSeer,feature_similar_cross_class,7,neg_grad,0.06846999154691462,0.05934065934065934,0.06357927786499214
CiteSeer,feature_similar_cross_class,7,hybrid,0.10481825866441251,0.09084249084249084,0.09733124018838303
CiteSeer,feature_similar_cross_class,7,shuffled_hybrid,0.11411665257819104,0.0989010989010989,0.10596546310832025
CiteSeer,feature_similar_cross_class,8,feature_risk,0.3448858833474218,0.2989010989010989,0.3202511773940345
CiteSeer,feature_similar_cross_class,8,raw_grad,0.17328825021132713,0.15018315018315018,0.1609105180533752
CiteSeer,feature_similar_cross_class,8,pos_grad,0.17328825021132713,0.15018315018315018,0.1609105180533752
CiteSeer,feature_similar_cross_class,8,neg_grad,0.08199492814877431,0.07106227106227106,0.076138147566719
CiteSeer,feature_similar_cross_class,8,hybrid,0.11158072696534235,0.0967032967032967,0.10361067503924647
CiteSeer,feature_similar_cross_class,8,shuffled_hybrid,0.10481825866441251,0.09084249084249084,0.09733124018838303
CiteSeer,feature_similar_cross_class,9,feature_risk,0.3448858833474218,0.2989010989010989,0.3202511773940345
CiteSeer,feature_similar_cross_class,9,raw_grad,0.19991546914623837,0.17326007326007326,0.1856357927786499
CiteSeer,feature_similar_cross_class,9,pos_grad,0.19991546914623837,0.17326007326007326,0.1856357927786499
CiteSeer,feature_similar_cross_class,9,neg_grad,0.06973795435333897,0.06043956043956044,0.06475667189952905
CiteSeer,feature_similar_cross_class,9,hybrid,0.11665257819103973,0.1010989010989011,0.10832025117739404
CiteSeer,feature_similar_cross_class,9,shuffled_hybrid,0.10312764158918004,0.08937728937728938,0.09576138147566718
CiteSeer,cross_class_oracle,0,feature_risk,0.6762468300929839,0.5860805860805861,0.6279434850863422
CiteSeer,cross_class_oracle,0,raw_grad,0.1813186813186813,0.15714285714285714,0.16836734693877548
CiteSeer,cross_class_oracle,0,pos_grad,0.1813186813186813,0.15714285714285714,0.16836734693877548
CiteSeer,cross_class_oracle,0,neg_grad,0.06973795435333897,0.06043956043956044,0.06475667189952905
CiteSeer,cross_class_oracle,0,hybrid,0.42011834319526625,0.3641025641025641,0.3901098901098901
CiteSeer,cross_class_oracle,0,shuffled_hybrid,0.41927303465765003,0.36336996336996336,0.3893249607535321
CiteSeer,cross_class_oracle,1,feature_risk,0.6830092983939138,0.591941391941392,0.6342229199372056
CiteSeer,cross_class_oracle,1,raw_grad,0.1893491124260355,0.1641025641025641,0.1758241758241758
CiteSeer,cross_class_oracle,1,pos_grad,0.1893491124260355,0.1641025641025641,0.1758241758241758
CiteSeer,cross_class_oracle,1,neg_grad,0.060016906170752324,0.05201465201465202,0.05572998430141288
CiteSeer,cross_class_oracle,1,hybrid,0.4251901944209637,0.3684981684981685,0.39481946624803765
CiteSeer,cross_class_oracle,1,shuffled_hybrid,0.4175824175824176,0.3619047619047619,0.3877551020408163
CiteSeer,cross_class_oracle,2,feature_risk,0.6754015215553677,0.5853479853479854,0.6271585557299842
CiteSeer,cross_class_oracle,2,raw_grad,0.17836010143702452,0.15457875457875458,0.16562009419152277
CiteSeer,cross_class_oracle,2,pos_grad,0.17836010143702452,0.15457875457875458,0.16562009419152277
CiteSeer,cross_class_oracle,2,neg_grad,0.073541842772612,0.06373626373626373,0.06828885400313972
CiteSeer,cross_class_oracle,2,hybrid,0.4065934065934066,0.3523809523809524,0.3775510204081633
CiteSeer,cross_class_oracle,2,shuffled_hybrid,0.4065934065934066,0.3523809523809524,0.3775510204081633
CiteSeer,cross_class_oracle,3,feature_risk,0.6897717666948436,0.5978021978021978,0.640502354788069
CiteSeer,cross_class_oracle,3,raw_grad,0.18596787827557057,0.16117216117216118,0.1726844583987441
CiteSeer,cross_class_oracle,3,pos_grad,0.18596787827557057,0.16117216117216118,0.1726844583987441
CiteSeer,cross_class_oracle,3,neg_grad,0.08199492814877431,0.07106227106227106,0.076138147566719
CiteSeer,cross_class_oracle,3,hybrid,0.4243448858833474,0.3677655677655678,0.3940345368916797
CiteSeer,cross_class_oracle,3,shuffled_hybrid,0.4260355029585799,0.36923076923076925,0.39560439560439564
CiteSeer,cross_class_oracle,4,feature_risk,0.6754015215553677,0.5853479853479854,0.6271585557299842
CiteSeer,cross_class_oracle,4,raw_grad,0.16906170752324598,0.14652014652014653,0.15698587127158556
CiteSeer,cross_class_oracle,4,pos_grad,0.16906170752324598,0.14652014652014653,0.15698587127158556
CiteSeer,cross_class_oracle,4,neg_grad,0.06846999154691462,0.05934065934065934,0.06357927786499214
CiteSeer,cross_class_oracle,4,hybrid,0.40490278951817416,0.3509157509157509,0.3759811616954474
CiteSeer,cross_class_oracle,4,shuffled_hybrid,0.40236686390532544,0.3487179487179487,0.37362637362637363
CiteSeer,cross_class_oracle,5,feature_risk,0.68385460693153,0.5926739926739927,0.6350078492935636
CiteSeer,cross_class_oracle,5,raw_grad,0.18005071851225699,0.15604395604395604,0.16718995290423863
CiteSeer,cross_class_oracle,5,pos_grad,0.18005071851225699,0.15604395604395604,0.16718995290423863
CiteSeer,cross_class_oracle,5,neg_grad,0.06635672020287404,0.057509157509157506,0.061616954474097325
CiteSeer,cross_class_oracle,5,hybrid,0.41420118343195267,0.358974358974359,0.3846153846153847
CiteSeer,cross_class_oracle,5,shuffled_hybrid,0.42180896027049875,0.36556776556776555,0.39167974882260603
CiteSeer,cross_class_oracle,6,feature_risk,0.6880811496196112,0.5963369963369963,0.6389324960753532
CiteSeer,cross_class_oracle,6,raw_grad,0.17117497886728655,0.14835164835164835,0.1589481946624804
CiteSeer,cross_class_oracle,6,pos_grad,0.17117497886728655,0.14835164835164835,0.1589481946624804
CiteSeer,cross_class_oracle,6,neg_grad,0.06846999154691462,0.05934065934065934,0.06357927786499214
CiteSeer,cross_class_oracle,6,hybrid,0.4327979712595097,0.3750915750915751,0.401883830455259
CiteSeer,cross_class_oracle,6,shuffled_hybrid,0.4361792054099746,0.378021978021978,0.40502354788069067
