dataset,noise_type,noise_ratio,seed,method,method_type,lambda_pos,lambda_neg,score_ratio,degree_norm,inner_steps,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,edge_score_auc,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,notes
CiteSeer,degree_aligned_random,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,feature_pos_neg,0.1,0.5,0.3,False,0,GCN,0.651,0.6269516124953243,0.658,0.6906170752324599,0.5985347985347985,0.6412872841444269,0.0,0.19993239817475073,0.6109514832496643,0.693705141544342,11834,9468,4.3308868408203125,
CiteSeer,degree_aligned_random,0.3,1,GraGE-Hybrid-FO-posneg-lp0.25-ln0.25,feature_pos_neg,0.25,0.25,0.3,False,0,GCN,0.651,0.6274796710654368,0.652,0.6711749788672866,0.5816849816849817,0.6232339089481947,0.0,0.19993239817475073,0.6109514832496643,0.6918039917945862,11834,9468,4.404825448989868,
CiteSeer,degree_aligned_random,0.3,1,GraGE-Hybrid-FO-posneg-lp0.5-ln0.1,feature_pos_neg,0.5,0.1,0.3,False,0,GCN,0.666,0.6426629606839597,0.654,0.6010143702451395,0.5208791208791209,0.5580847723704867,0.0,0.19993239817475073,0.6109514832496643,0.6816645264625549,11834,9468,3.8820598125457764,
CiteSeer,degree_aligned_random,0.3,1,GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,feature_pos_neg,0.25,0.25,0.3,False,1,GCN,0.645,0.6205144196707776,0.65,0.5976331360946746,0.517948717948718,0.5549450549450551,0.0,0.19993239817475073,0.6109514832496643,0.6793409585952759,11834,9468,4.139918327331543,
CiteSeer,degree_aligned_random,0.3,1,GraGE-Hybrid-UnrolledK3-posneg-lp0.25-ln0.25,feature_pos_neg,0.25,0.25,0.3,False,3,GCN,0.658,0.6356815537461004,0.65,0.6069315300084531,0.526007326007326,0.5635792778649922,0.0,0.19993239817475073,0.6109514832496643,0.6793409585952759,11834,9468,5.316054105758667,
CiteSeer,degree_aligned_random,0.3,2,Feature-only,feature_only,0.0,0.0,0.3,False,0,GCN,0.628,0.6036428433705627,0.636,0.6644125105663568,0.5758241758241758,0.6169544740973312,0.0,0.19993239817475073,0.6094304323196411,0.6901140809059143,11834,9468,2.267662286758423,
CiteSeer,degree_aligned_random,0.3,2,GraGE-FO-grad,grad_only,1.0,0.0,0.3,False,0,GCN,0.582,0.5623022859396735,0.584,0.18427726120033813,0.1597069597069597,0.17111459968602824,0.0,0.19993239817475073,0.6094304323196411,0.5897760987281799,11834,9468,5.413573265075684,
CiteSeer,degree_aligned_random,0.3,2,GraGE-FO-neggrad,neg_grad,0.0,1.0,0.3,False,0,GCN,0.522,0.5028156372173609,0.54,0.027895181741335588,0.024175824175824177,0.025902668759811617,0.0,0.19993239817475073,0.6094304323196411,0.5775243043899536,11834,9468,4.836982011795044,
CiteSeer,degree_aligned_random,0.3,2,GraGE-FO-absgrad,abs_grad,1.0,0.0,0.3,False,0,GCN,0.55,0.5317169668556608,0.6,0.2451394759087067,0.21245421245421245,0.22762951334379905,0.0,0.19993239817475073,0.6094304323196411,0.5965356826782227,11834,9468,5.680201292037964,
CiteSeer,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-pos-lam0.25,feature_plus_pos,0.25,0.0,0.3,False,0,GCN,0.636,0.612464294923741,0.644,0.6390532544378699,0.5538461538461539,0.5934065934065935,0.0,0.19993239817475073,0.6094304323196411,0.6837769150733948,11834,9468,6.307716608047485,
CiteSeer,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-pos-lam0.5,feature_plus_pos,0.5,0.0,0.3,False,0,GCN,0.634,0.6102300359238749,0.634,0.5874894336432798,0.5091575091575091,0.5455259026687599,0.0,0.19993239817475073,0.6094304323196411,0.6717363595962524,11834,9468,6.511858224868774,
CiteSeer,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,feature_pos_neg,0.1,0.5,0.3,False,0,GCN,0.632,0.6083418212488055,0.654,0.68385460693153,0.5926739926739927,0.6350078492935636,0.0,0.19993239817475073,0.6094304323196411,0.6903253197669983,11834,9468,5.718011379241943,
CiteSeer,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-posneg-lp0.25-ln0.25,feature_pos_neg,0.25,0.25,0.3,False,0,GCN,0.616,0.5918081666709283,0.636,0.6711749788672866,0.5816849816849817,0.6232339089481947,0.0,0.19993239817475073,0.6094304323196411,0.6888466477394104,11834,9468,5.158286094665527,
CiteSeer,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-posneg-lp0.5-ln0.1,feature_pos_neg,0.5,0.1,0.3,False,0,GCN,0.629,0.6046391985551828,0.626,0.6069315300084531,0.526007326007326,0.5635792778649922,0.0,0.19993239817475073,0.6094304323196411,0.6753274202346802,11834,9468,5.188898086547852,
CiteSeer,degree_aligned_random,0.3,2,GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,feature_pos_neg,0.25,0.25,0.3,False,1,GCN,0.638,0.6118273524463025,0.64,0.5908706677937448,0.512087912087912,0.5486656200941915,0.0,0.19993239817475073,0.6094304323196411,0.6759611368179321,11834,9468,3.5554165840148926,
CiteSeer,degree_aligned_random,0.3,2,GraGE-Hybrid-UnrolledK3-posneg-lp0.25-ln0.25,feature_pos_neg,0.25,0.25,0.3,False,3,GCN,0.64,0.6161449132232254,0.634,0.6069315300084531,0.526007326007326,0.5635792778649922,0.0,0.19993239817475073,0.6094304323196411,0.6795521974563599,11834,9468,4.407397031784058,
CiteSeer,random_inter_community,0.3,0,Feature-only,feature_only,0.0,0.0,0.3,False,0,GCN,0.62,0.5973596899284944,0.642,0.6711749788672866,0.5816849816849817,0.6232339089481947,0.0,0.19993239817475073,0.6050363183021545,0.6856780648231506,11834,9468,2.4175710678100586,
CiteSeer,random_inter_community,0.3,0,GraGE-FO-grad,grad_only,1.0,0.0,0.3,False,0,GCN,0.579,0.5501886709724143,0.554,0.08960270498732037,0.07765567765567766,0.08320251177394035,0.0,0.19993239817475073,0.6050363183021545,0.572877049446106,11834,9468,3.953784942626953,
CiteSeer,random_inter_community,0.3,0,GraGE-FO-neggrad,neg_grad,0.0,1.0,0.3,False,0,GCN,0.52,0.50224300429451,0.536,0.024513947590870666,0.021245421245421246,0.022762951334379906,0.0,0.19993239817475073,0.6050363183021545,0.5790029764175415,11834,9468,4.288843393325806,
CiteSeer,random_inter_community,0.3,0,GraGE-FO-absgrad,abs_grad,1.0,0.0,0.3,False,0,GCN,0.566,0.544527017650606,0.57,0.16737109044801352,0.14505494505494507,0.15541601255886972,0.0,0.19993239817475073,0.6050363183021545,0.5806928873062134,11834,9468,4.675875186920166,
CiteSeer,random_inter_community,0.3,0,GraGE-Hybrid-FO-pos-lam0.25,feature_plus_pos,0.25,0.0,0.3,False,0,GCN,0.627,0.5994489429669797,0.634,0.6221470836855453,0.5391941391941392,0.5777080062794349,0.0,0.19993239817475073,0.6050363183021545,0.677017331123352,11834,9468,4.202181339263916,
CiteSeer,random_inter_community,0.3,0,GraGE-Hybrid-FO-pos-lam0.5,feature_plus_pos,0.5,0.0,0.3,False,0,GCN,0.617,0.5902853344594928,0.622,0.5680473372781065,0.49230769230769234,0.5274725274725275,0.0,0.19993239817475073,0.6050363183021545,0.6637093424797058,11834,9468,3.873241662979126,
CiteSeer,random_inter_community,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,feature_pos_neg,0.1,0.5,0.3,False,0,GCN,0.632,0.6057259546548376,0.642,0.7159763313609467,0.6205128205128205,0.6648351648351649,0.0,0.19993239817475073,0.6050363183021545,0.6867342591285706,11834,9468,4.933494329452515,
CiteSeer,random_inter_community,0.3,0,GraGE-Hybrid-FO-posneg-lp0.25-ln0.25,feature_pos_neg,0.25,0.25,0.3,False,0,GCN,0.621,0.5958339468579862,0.624,0.6644125105663568,0.5758241758241758,0.6169544740973312,0.0,0.19993239817475073,0.6050363183021545,0.6812421083450317,11834,9468,4.6207966804504395,
CiteSeer,random_inter_community,0.3,0,GraGE-Hybrid-FO-posneg-lp0.5-ln0.1,feature_pos_neg,0.5,0.1,0.3,False,0,GCN,0.628,0.6037546317563568,0.614,0.5866441251056635,0.5084249084249084,0.5447409733124019,0.0,0.19993239817475073,0.6050363183021545,0.6670891642570496,11834,9468,4.236073970794678,
