dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_score_ratio,diag_mode,diag_lambda_pos,diag_lambda_neg,diag_degree_norm,diag_feature_risk_mean,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_consistency_weight,diag_num_checkpoints,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,hp_num_views,hp_edge_dropout_rates,hp_use_gradient_confidence,hp_gradient_abstention_threshold,hp_checkpoint_control,diag_num_views,diag_use_gradient_confidence,diag_gradient_abstention_threshold,diag_feature_sim_mean,diag_raw_edge_score_mean,diag_raw_edge_score_std,diag_node_instability_mean,diag_node_entropy_mean,diag_node_jsd_mean,diag_node_confidence_mean,diag_projection_ratio,diag_residual_mean,diag_residual_std,diag_abstention_fraction,diag_edge_score_mean,diag_edge_score_std,diag_gradient_confidence_mean,diag_gradient_confidence_std,diag_projection_beta,diag_alpha,diag_residual_feature_sim_corr,diag_residual_auc
Cora,degree_aligned_random,0.3,1,Feature-only,feature_only,GCN,0.712,0.7101301110382078,0.696,0.5043731778425656,0.43714466203411245,0.4683587140439932,0.19997084973036006,0.660399317741394,0.7161595821380615,13722,10978,0.7387731075286865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.731,0.7200013601178868,0.696,0.4074344023323615,0.3531269740998105,0.37834179357021996,0.19997084973036006,0.660399317741394,0.6993987560272217,13722,10978,1.3018646240234375,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.857255220413208,9.654956301119455e-08,7.152831358325784e-07,6.187334520291188e-07,0.2999999523162842,0.2851318120956421,0.6905728782294449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.736,0.7238528920805926,0.702,0.37317784256559766,0.32343651295009473,0.34653130287648054,0.19997084973036006,0.660399317741394,0.6972125768661499,13722,10978,2.386369228363037,0.1,0.5,0.3,,0.1,0.5,,0.857255220413208,,,,0.32661333680152893,0.35408446192741394,0.6642774199247068,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.261904429838978e-07,0.8938565254211426,0.4921932518482208,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.744,0.733352650183279,0.734,0.5954810495626822,0.5161086544535691,0.5529610829103214,0.19997084973036006,0.660399317741394,0.7422116994857788,13722,10978,2.850712537765503,,,0.3,,,,,0.857255220413208,,,,,,0.8351166608458525,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14274471998214722,0.7333685159683228,0.39650267362594604,0.5,0.7856647372245789,0.03904886916279793,0.7359777688980103,0.004482950083911419,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7257387042045593,0.33535298705101013,0.9999999403953552,0.0,0.06695728003978729,0.5,0.006757990922778845,0.5949603498425029
Cora,degree_aligned_random,0.3,1,Random-Matched,random_matched,GCN,0.711,0.699921053909536,0.724,0.2434402332361516,0.21099178774478838,0.22605752961082912,0.19997084973036006,0.660399317741394,0.663690984249115,13722,10978,0.9979040622711182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,Feature-only,feature_only,GCN,0.72,0.7131794956468107,0.684,0.4912536443148688,0.4257738471257107,0.45617597292724194,0.19997084973036006,0.662877082824707,0.7172526717185974,13722,10978,0.7558658123016357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.717,0.7096507465489851,0.688,0.3782798833819242,0.32785849652558435,0.35126903553299493,0.19997084973036006,0.662877082824707,0.7017671465873718,13722,10978,1.2453303337097168,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8571546077728271,6.843497430963907e-06,2.6981784685631283e-05,2.0138286345172673e-05,0.2999999523162842,0.28026050329208374,0.6611907327212183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.699,0.6912218370923213,0.684,0.36151603498542273,0.3133291219204043,0.33570219966159054,0.19997084973036006,0.662877082824707,0.6984878778457642,13722,10978,1.9325776100158691,0.1,0.5,0.3,,0.1,0.5,,0.8571546077728271,,,,0.3259868025779724,0.3391518294811249,0.6380421645577288,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.344700564231971e-07,0.889921247959137,0.5572836995124817,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.738,0.733854245862,0.716,0.5962099125364432,0.5167403663929249,0.5536379018612521,0.19997084973036006,0.662877082824707,0.7427582144737244,13722,10978,2.764601469039917,,,0.3,,,,,0.8571546077728271,,,,,,0.8319302737474258,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14284536242485046,0.503730297088623,0.14481914043426514,0.5,1.804031491279602,0.01925521343946457,0.3022097051143646,0.00036773690953850746,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7256525158882141,0.3339806795120239,0.9999999403953552,0.0,0.019177166745066643,0.5,0.008783133700489998,0.5877338429318519
Cora,degree_aligned_random,0.3,2,Random-Matched,random_matched,GCN,0.716,0.7099192713619631,0.716,0.22813411078717202,0.19772583701831964,0.21184433164128597,0.19997084973036006,0.662877082824707,0.6649662852287292,13722,10978,0.8071744441986084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,Feature-only,feature_only,GCN,0.747,0.7349701086283716,0.704,0.5116618075801749,0.443461781427669,0.47512690355329945,0.19997084973036006,0.6606908440589905,0.7176170349121094,13722,10978,0.7443945407867432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.715,0.7073026747859602,0.686,0.4205539358600583,0.3644977890082123,0.3905245346869713,0.19997084973036006,0.6606908440589905,0.7030424475669861,13722,10978,1.2705459594726562,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8578327894210815,4.477874426811468e-06,2.984344246215187e-05,2.5365568944835104e-05,0.2999999523162842,0.28563061356544495,0.7063725587589053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.733,0.7224536779196223,0.678,0.3819241982507289,0.3310170562223626,0.35465313028764806,0.19997084973036006,0.6606908440589905,0.6959373354911804,13722,10978,1.948725938796997,0.1,0.5,0.3,,0.1,0.5,,0.8578327894210815,,,,0.3239145278930664,0.35838550329208374,0.689630756112992,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,8.768935089165097e-08,0.8485279083251953,0.3936801850795746,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.732,0.7257870469167712,0.71,0.5881924198250729,0.5097915350600126,0.5461928934010153,0.19997084973036006,0.6606908440589905,0.7341956496238708,13722,10978,2.982808828353882,,,0.3,,,,,0.8578327894210815,,,,,,0.8316841358915553,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14216716587543488,0.6785119771957397,0.31119585037231445,0.5,1.2960484027862549,0.08260799199342728,0.5475031733512878,0.0021066120825707912,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7255985736846924,0.33909326791763306,0.9999999403953552,0.0,0.045899517834186554,0.5,0.0052057914435863495,0.5759566282716347
Cora,degree_aligned_random,0.3,3,Random-Matched,random_matched,GCN,0.726,0.7047438058301269,0.682,0.2259475218658892,0.19583070120025267,0.2098138747884941,0.19997084973036006,0.6606908440589905,0.6616870164871216,13722,10978,0.7326653003692627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,Feature-only,feature_only,GCN,0.759,0.7430970211786547,0.742,0.4963556851311953,0.43019583070120027,0.46091370558375633,0.19997084973036006,0.6608365774154663,0.717070460319519,13722,10978,0.7493829727172852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.746,0.7283049412293504,0.714,0.39285714285714285,0.3404927353126974,0.3648054145516074,0.19997084973036006,0.6608365774154663,0.7023137211799622,13722,10978,1.1821134090423584,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.857537567615509,5.999375389365014e-06,3.2084139093058184e-05,2.6084760975209065e-05,0.2999999523162842,0.2802318036556244,0.6721313300157485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.735,0.7235590718654873,0.728,0.3688046647230321,0.31964624131396085,0.3424703891708968,0.19997084973036006,0.6608365774154663,0.6979413032531738,13722,10978,1.9377529621124268,0.1,0.5,0.3,,0.1,0.5,,0.857537567615509,,,,0.32899045944213867,0.3481351435184479,0.6614746919057809,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,4.920221030602079e-08,0.8617912530899048,0.4497896730899811,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.762,0.74573698073588,0.754,0.5714285714285714,0.4952621604548326,0.5306260575296109,0.19997084973036006,0.6608365774154663,0.7454909682273865,13722,10978,2.7894086837768555,,,0.3,,,,,0.857537567615509,,,,,,0.8268322339215667,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14246241748332977,0.6148335337638855,0.23763234913349152,0.5,1.783083200454712,0.002060848055407405,0.3217350244522095,5.627981590805575e-05,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7272875308990479,0.3351500332355499,0.9999999403953552,0.0,0.00750226154923439,0.5,0.008884817361831665,0.5720007686347243
Cora,degree_aligned_random,0.3,4,Random-Matched,random_matched,GCN,0.734,0.7175578578422926,0.728,0.22157434402332363,0.19204042956411876,0.20575296108291033,0.19997084973036006,0.6608365774154663,0.6620513796806335,13722,10978,0.7489948272705078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,5,Feature-only,feature_only,GCN,0.719,0.712337363443657,0.722,0.4963556851311953,0.43019583070120027,0.46091370558375633,0.19997084973036006,0.6652091145515442,0.7194388508796692,13722,10978,0.7846996784210205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,5,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.704,0.6987821478002065,0.682,0.39941690962099125,0.3461781427668983,0.37089678510998303,0.19997084973036006,0.6652091145515442,0.7048642635345459,13722,10978,1.344813585281372,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8569880127906799,1.0718216003624548e-07,8.230761636696116e-07,7.158939752116567e-07,0.2999999523162842,0.28213125467300415,0.6795851239617985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,5,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.727,0.718960316518027,0.702,0.3564139941690962,0.30890713834491473,0.33096446700507615,0.19997084973036006,0.6652091145515442,0.6977591514587402,13722,10978,2.135849714279175,0.1,0.5,0.3,,0.1,0.5,,0.8569880127906799,,,,0.33142900466918945,0.35021042823791504,0.6642638952090669,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.8159394699068798e-07,0.8802288174629211,0.49398404359817505,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,5,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.744,0.7373787112737683,0.744,0.5867346938775511,0.5085281111813014,0.544839255499154,0.19997084973036006,0.6652091145515442,0.7493168115615845,13722,10978,2.929220676422119,,,0.3,,,,,0.8569880127906799,,,,,,0.8307585306844678,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.1430119276046753,0.7440099120140076,0.40968868136405945,0.5,0.7219265103340149,0.05629882216453552,0.7574017643928528,0.002242462243884802,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7233343124389648,0.3392125964164734,0.9999999403953552,0.0,0.04735637083649635,0.5,0.007336748763918877,0.5945376426348826
Cora,degree_aligned_random,0.3,5,Random-Matched,random_matched,GCN,0.685,0.6760381672233022,0.686,0.22886297376093295,0.1983575489576753,0.2125211505922166,0.19997084973036006,0.6652091145515442,0.6651484370231628,13722,10978,0.7408502101898193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,6,Feature-only,feature_only,GCN,0.751,0.7440143356100631,0.724,0.5080174927113703,0.4403032217308907,0.4717428087986464,0.19997084973036006,0.6669581532478333,0.7227181196212769,13722,10978,0.7583191394805908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,6,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.729,0.7153203092907425,0.7,0.4030612244897959,0.34933670246367654,0.3742808798646362,0.19997084973036006,0.6669581532478333,0.7074148058891296,13722,10978,1.2592785358428955,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8575940728187561,5.163824880582979e-06,2.8549433409352787e-05,2.338560989301186e-05,0.29999998211860657,0.28089168667793274,0.6810836744234702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,6,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.749,0.7362151972217207,0.72,0.4096209912536443,0.35502210991787747,0.3803722504230118,0.19997084973036006,0.6669581532478333,0.7106940746307373,13722,10978,1.9855520725250244,0.1,0.5,0.3,,0.1,0.5,,0.8575940728187561,,,,0.3603534698486328,0.3418358862400055,0.709945716818307,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,3.3989394410127716e-07,0.8202521204948425,0.42302483320236206,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,6,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.773,0.763159123870732,0.76,0.6013119533527697,0.5211623499684144,0.5583756345177664,0.19997084973036006,0.6669581532478333,0.7516851425170898,13722,10978,2.7335474491119385,,,0.3,,,,,0.8575940728187561,,,,,,0.8364968999676123,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14240588247776031,0.6779751777648926,0.29530322551727295,0.5,1.5878980159759521,0.005103712901473045,0.432451069355011,0.0027811815962195396,0.4999999403953552,0.2887066900730133,0.10005829483270645,0.7251453995704651,0.33819547295570374,0.9999999403953552,0.0,0.05273883044719696,0.5,0.008344776928424835,0.5914675920285086
Cora,degree_aligned_random,0.3,6,Random-Matched,random_matched,GCN,0.735,0.7189038016942265,0.73,0.26749271137026237,0.23183828174352494,0.24839255499153975,0.19997084973036006,0.6669581532478333,0.671707034111023,13722,10978,0.806586503982544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,7,Feature-only,feature_only,GCN,0.744,0.7405991384006626,0.724,0.5138483965014577,0.44535691724573595,0.4771573604060914,0.19997084973036006,0.6601078510284424,0.7201675772666931,13722,10978,0.7622811794281006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,7,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.718,0.7037241855277147,0.69,0.4271137026239067,0.37018319646241316,0.39661590524534684,0.19997084973036006,0.6601078510284424,0.70796138048172,13722,10978,1.1893329620361328,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8580130338668823,6.005392606311943e-06,3.151930286549032e-05,2.551390753069427e-05,0.2999999523162842,0.2817871868610382,0.6931691448813021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,7,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.696,0.6841780386874676,0.668,0.3935860058309038,0.34112444725205304,0.36548223350253806,0.19997084973036006,0.6601078510284424,0.6990343928337097,13722,10978,1.9505119323730469,0.1,0.5,0.3,,0.1,0.5,,0.8580130338668823,,,,0.34330981969833374,0.3491900861263275,0.694125509839889,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.9007558194061858e-07,0.8263736963272095,0.42688867449760437,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,7,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.731,0.7158879471423013,0.728,0.5852769679300291,0.50726468730259,0.5434856175972927,0.19997084973036006,0.6601078510284424,0.7422116994857788,13722,10978,2.8258256912231445,,,0.3,,,,,0.8580130338668823,,,,,,0.8305470424319401,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.1419869363307953,0.5688762664794922,0.21557261049747467,0.5000000596046448,1.5719225406646729,0.017271636053919792,0.43217554688453674,0.005311158951371908,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7247354388237,0.3376424312591553,0.9999999403953552,0.0,0.07288035750389099,0.5,0.007560609839856625,0.5669081147575712
Cora,degree_aligned_random,0.3,7,Random-Matched,random_matched,GCN,0.692,0.6849254762981171,0.69,0.21793002915451895,0.18888186986734049,0.20236886632825718,0.19997084973036006,0.6601078510284424,0.6624157428741455,13722,10978,0.7475981712341309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,8,Feature-only,feature_only,GCN,0.735,0.7354236697743771,0.714,0.5080174927113703,0.4403032217308907,0.4717428087986464,0.19997084973036006,0.6620026230812073,0.721260666847229,13722,10978,0.7420945167541504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,8,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.71,0.7071401413034513,0.672,0.40524781341107874,0.35123183828174354,0.3763113367174281,0.19997084973036006,0.6620026230812073,0.7061395645141602,13722,10978,1.1550915241241455,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8573998808860779,4.364599590189755e-06,2.233584200439509e-05,1.797124059521593e-05,0.2999999523162842,0.2805026173591614,0.6754259746831686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,8,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.716,0.7118333049201969,0.672,0.36443148688046645,0.3158559696778269,0.338409475465313,0.19997084973036006,0.6620026230812073,0.6970304250717163,13722,10978,1.923933506011963,0.1,0.5,0.3,,0.1,0.5,,0.8573998808860779,,,,0.337481290102005,0.3491811156272888,0.6694114857630226,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,5.5402043841468185e-08,0.8410216569900513,0.41990116238594055,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,8,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.718,0.7160291047973875,0.712,0.5502915451895044,0.47694251421351863,0.5109983079526228,0.19997084973036006,0.6620026230812073,0.7230824828147888,13722,10978,2.9156458377838135,,,0.3,,,,,0.8573998808860779,,,,,,0.814041383714854,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14260010421276093,0.5134950280189514,0.1509944200515747,0.5000000596046448,1.6530852317810059,0.15623947978019714,0.33183178305625916,3.677812492242083e-05,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7269620299339294,0.33668187260627747,0.9999999403953552,0.0,-0.006064718123525381,0.5,0.006515534594655037,0.5453744036258685
Cora,degree_aligned_random,0.3,8,Random-Matched,random_matched,GCN,0.678,0.6695530917274876,0.662,0.22521865889212828,0.19519898926089704,0.20913705583756348,0.19997084973036006,0.6620026230812073,0.6618691682815552,13722,10978,0.7307121753692627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,9,Feature-only,feature_only,GCN,0.729,0.71893382184712,0.704,0.5080174927113703,0.4403032217308907,0.4717428087986464,0.19997084973036006,0.6634601354598999,0.7201675772666931,13722,10978,0.9890635013580322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,9,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.724,0.7149620768273729,0.674,0.4110787172011662,0.3562855337965888,0.38172588832487314,0.19997084973036006,0.6634601354598999,0.7035889625549316,13722,10978,1.2036092281341553,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8574197292327881,7.081202511471929e-06,3.105962241534144e-05,2.397842035861686e-05,0.2999999523162842,0.28490665555000305,0.6836613894742285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,9,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.733,0.7296766609405665,0.698,0.4395043731778426,0.3809222994314593,0.40812182741116754,0.19997084973036006,0.6634601354598999,0.7105119228363037,13722,10978,2.2237584590911865,0.1,0.5,0.3,,0.1,0.5,,0.8574197292327881,,,,0.35156354308128357,0.35506078600883484,0.7348164720025221,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,4.197569580810523e-07,0.7664334177970886,0.3614727854728699,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,9,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.745,0.7383214203708622,0.716,0.5597667638483965,0.48515476942514213,0.5197969543147208,0.19997084973036006,0.6634601354598999,0.7329203486442566,13722,10978,2.819129467010498,,,0.3,,,,,0.8574197292327881,,,,,,0.8160483078905105,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.1425802856683731,0.5922401547431946,0.2217244803905487,0.4999999403953552,1.5708492994308472,0.1260758638381958,0.40276607871055603,0.0001031696519930847,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7285516262054443,0.3373936116695404,0.9999999403953552,0.0,0.010157616809010506,0.5,0.003330174135044217,0.5564104818221838
Cora,degree_aligned_random,0.3,9,Random-Matched,random_matched,GCN,0.709,0.7086560857291844,0.686,0.23615160349854228,0.20467466835123183,0.21928934010152287,0.19997084973036006,0.6634601354598999,0.6638731956481934,13722,10978,0.8286342620849609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,0.784492015838623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.538,0.5221411018400673,0.542,0.10059171597633136,0.08717948717948718,0.09340659340659341,0.19993239817475073,0.5658272504806519,0.5608364939689636,11834,9468,1.4754810333251953,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8331052660942078,-9.531856193234489e-08,1.0758368489405257e-06,1.1711553042914602e-06,0.30000001192092896,0.2813691794872284,0.601436715013165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.568,0.5469278549251829,0.534,0.2510566356720203,0.2175824175824176,0.23312401883830455,0.19993239817475073,0.5658272504806519,0.5825940370559692,11834,9468,1.99161696434021,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.29289159178733826,0.3565371036529541,0.4287106420234716,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,7.874362495385867e-08,0.9405103921890259,0.7253820300102234,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.577,0.5588525121255843,0.564,0.5232459847844463,0.4534798534798535,0.48587127158555726,0.19993239817475073,0.5658272504806519,0.6373046040534973,11834,9468,3.077671527862549,,,0.3,,,,,0.8331052660942078,,,,,,0.8328355446545254,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.16689474880695343,0.6628691554069519,0.3853663504123688,0.5,0.7898756265640259,0.09071781486272812,0.7133516669273376,0.0025632206816226244,0.5,0.2887117266654968,0.10005070269107819,0.7251832485198975,0.33278441429138184,1.0,0.0,0.05063039809465408,0.5,-0.0020073007326573133,0.6694347209615223
CiteSeer,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.556,0.5375341636822164,0.548,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,0.9461536407470703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
