dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_score_ratio,diag_mode,diag_lambda_pos,diag_lambda_neg,diag_degree_norm,diag_feature_risk_mean,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_consistency_weight,diag_num_checkpoints,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,hp_num_views,hp_edge_dropout_rates,hp_use_gradient_confidence,hp_gradient_abstention_threshold,hp_checkpoint_control,diag_num_views,diag_use_gradient_confidence,diag_gradient_abstention_threshold,diag_feature_sim_mean,diag_raw_edge_score_mean,diag_raw_edge_score_std,diag_node_instability_mean,diag_node_entropy_mean,diag_node_jsd_mean,diag_node_confidence_mean,diag_projection_ratio,diag_residual_mean,diag_residual_std,diag_abstention_fraction,diag_edge_score_mean,diag_edge_score_std,diag_gradient_confidence_mean,diag_gradient_confidence_std,diag_projection_beta,diag_alpha,diag_residual_feature_sim_corr,diag_residual_auc
CiteSeer,low_feature_similarity,0.3,4,Random-Matched,random_matched,GCN,0.574,0.5414918568880212,0.55,0.22231614539306846,0.19267399267399268,0.206436420722135,0.19993239817475073,0.5918539762496948,0.5861850380897522,11834,9468,0.6435184478759766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,5,Feature-only,feature_only,GCN,0.635,0.6124212236051573,0.66,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.593205988407135,0.7015209197998047,11834,9468,0.6632678508758545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,5,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.607,0.5823755878622365,0.592,0.5874894336432798,0.5091575091575091,0.5455259026687599,0.19993239817475073,0.593205988407135,0.658217191696167,11834,9468,1.2115130424499512,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.853343665599823,2.992819858604889e-08,5.117010459798621e-07,4.81772872262809e-07,0.30000001192092896,0.24998655915260315,0.8882045971017853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,5,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.604,0.5824671315641156,0.604,0.4057480980557904,0.3516483516483517,0.3767660910518053,0.19993239817475073,0.593205988407135,0.6301225423812866,11834,9468,2.0281291007995605,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.2889668941497803,0.3078887164592743,0.5866232771329433,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,7.350093511604427e-08,0.9513689279556274,0.7518005967140198,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,5,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.626,0.6015051800237737,0.646,0.8901098901098901,0.7714285714285715,0.8265306122448981,0.19993239817475073,0.593205988407135,0.7040557861328125,11834,9468,2.960559129714966,,,0.3,,,,,0.853343665599823,,,,,,0.980928078950926,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14665630459785461,0.6793609261512756,0.38399308919906616,0.5000000596046448,0.8338046073913574,0.08674458414316177,0.6985445022583008,0.015847237780690193,0.5,0.2887117266654968,0.10005070269107819,0.7241072058677673,0.3372762203216553,1.0,0.0,0.12589113414287567,0.5,-0.0072619253769516945,0.6035414131855257
CiteSeer,low_feature_similarity,0.3,5,Random-Matched,random_matched,GCN,0.566,0.5421653578085497,0.566,0.23245984784446322,0.20146520146520147,0.21585557299843014,0.19993239817475073,0.593205988407135,0.5956907272338867,11834,9468,0.8251910209655762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,6,Feature-only,feature_only,GCN,0.649,0.6097697556498761,0.654,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5916849970817566,0.7025771141052246,11834,9468,0.6685886383056641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,6,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.596,0.5604915516859479,0.596,0.5748098055790364,0.4981684981684982,0.5337519623233908,0.19993239817475073,0.5916849970817566,0.6548373699188232,11834,9468,1.04129958152771,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.853343665599823,3.4341587706876453e-06,1.5927920685498975e-05,1.249376236955868e-05,0.30000001192092896,0.24583905935287476,0.8858573617360963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,6,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.571,0.5387700815993561,0.612,0.3871513102282333,0.3355311355311355,0.3594976452119309,0.19993239817475073,0.5916849970817566,0.6227291822433472,11834,9468,1.807677984237671,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.2810284495353699,0.31041014194488525,0.5734795959752023,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,9.661377475822519e-08,0.9513266682624817,0.7567362189292908,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,6,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.606,0.5842216885770072,0.632,0.7852916314454776,0.6805860805860806,0.729199372056515,0.19993239817475073,0.5916849970817566,0.6825095415115356,11834,9468,3.126648426055908,,,0.3,,,,,0.853343665599823,,,,,,0.9568468877344096,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14665630459785461,0.4715059697628021,0.11898613721132278,0.5000000596046448,1.355586051940918,0.19597706198692322,0.44003453850746155,0.0039908504113554955,0.5,0.2887117266654968,0.10005070269107819,0.7266090512275696,0.33436745405197144,1.0,0.0,-0.06317584961652756,0.5,0.007292795926332474,0.5093955802545433
CiteSeer,low_feature_similarity,0.3,6,Random-Matched,random_matched,GCN,0.571,0.529817866804527,0.578,0.25443786982248523,0.2205128205128205,0.23626373626373628,0.19993239817475073,0.5916849970817566,0.5923109650611877,11834,9468,0.659010648727417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,7,Feature-only,feature_only,GCN,0.649,0.623457716102049,0.656,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5938820242881775,0.7034220695495605,11834,9468,0.8684265613555908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,7,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.624,0.6011445551795289,0.63,0.6069315300084531,0.526007326007326,0.5635792778649922,0.19993239817475073,0.5938820242881775,0.660963237285614,11834,9468,1.3898329734802246,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.853343665599823,5.208838871340049e-08,4.4371932972353534e-07,3.916309481155622e-07,0.30000001192092896,0.24928437173366547,0.8961935179641684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,7,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.624,0.6030510666219647,0.61,0.378698224852071,0.3282051282051282,0.3516483516483516,0.19993239817475073,0.5938820242881775,0.6311787366867065,11834,9468,2.162684679031372,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.2905432879924774,0.3018839955329895,0.5836431436167816,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.7599698765025096e-07,0.9435524344444275,0.7656187415122986,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,7,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.641,0.617946648370647,0.65,0.9036348267117498,0.7831501831501831,0.8390894819466248,0.19993239817475073,0.5938820242881775,0.7049007415771484,11834,9468,3.2815663814544678,,,0.3,,,,,0.853343665599823,,,,,,0.9821529963884973,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14665630459785461,0.6750990748405457,0.3936343491077423,0.5,0.750490128993988,0.09828797727823257,0.728955864906311,0.021749084815382957,0.5,0.2887117266654968,0.10005070269107819,0.7245270013809204,0.3363587558269501,1.0,0.0,0.14748194813728333,0.5,-0.011617839336395264,0.6103856454032202
CiteSeer,low_feature_similarity,0.3,7,Random-Matched,random_matched,GCN,0.572,0.5516206110478672,0.568,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.5938820242881775,0.5927334427833557,11834,9468,0.857001543045044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,8,Feature-only,feature_only,GCN,0.636,0.6129054992423472,0.638,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.593205988407135,0.7032108306884766,11834,9468,0.6758902072906494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,8,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.612,0.5903795897331449,0.612,0.5832628909551987,0.5054945054945055,0.5416012558869702,0.19993239817475073,0.593205988407135,0.6571609973907471,11834,9468,1.5116496086120605,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.853343665599823,4.420168764340815e-08,3.908878625225043e-07,3.466861357992457e-07,0.30000001192092896,0.2506728172302246,0.8892709077682714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,8,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.614,0.5890601014421789,0.596,0.40828402366863903,0.35384615384615387,0.37912087912087916,0.19993239817475073,0.593205988407135,0.6280101537704468,11834,9468,2.326003313064575,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.289051353931427,0.3092963695526123,0.589507812047355,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,-7.013462521854308e-08,0.9411441683769226,0.7117124795913696,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,8,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.63,0.601823375139236,0.652,0.8875739644970414,0.7692307692307693,0.8241758241758241,0.19993239817475073,0.593205988407135,0.7008872032165527,11834,9468,3.279546022415161,,,0.3,,,,,0.853343665599823,,,,,,0.9806679187830329,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14665630459785461,0.6592326760292053,0.36738550662994385,0.5000000596046448,0.7952065467834473,0.13403145968914032,0.7121834754943848,0.012992889620363712,0.5,0.2887117266654968,0.10005070269107819,0.723513662815094,0.3373657763004303,1.0,0.0,0.11399117857217789,0.5,-0.0046440246514976025,0.6018357265171852
CiteSeer,low_feature_similarity,0.3,8,Random-Matched,random_matched,GCN,0.571,0.5463125196880291,0.6,0.24344885883347422,0.210989010989011,0.2260596546310832,0.19993239817475073,0.593205988407135,0.5967469215393066,11834,9468,0.86226487159729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,9,Feature-only,feature_only,GCN,0.634,0.6006607143832333,0.644,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5920229554176331,0.7040557861328125,11834,9468,0.6923086643218994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,9,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.617,0.5785723513587178,0.604,0.6542688081149619,0.567032967032967,0.6075353218210361,0.19993239817475073,0.5920229554176331,0.6664554476737976,11834,9468,1.2123277187347412,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.853343665599823,2.125540277120308e-07,7.412500622194784e-07,5.286960345074476e-07,0.30000001192092896,0.24857832491397858,0.9107450253320201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,9,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.621,0.5949002669385286,0.604,0.4530853761622992,0.39267399267399267,0.4207221350078493,0.19993239817475073,0.5920229554176331,0.6360371708869934,11834,9468,2.1602895259857178,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.29642215371131897,0.30778273940086365,0.6298824491267373,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.6397690671965393e-07,0.9354402422904968,0.7131304144859314,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,9,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.645,0.6128447515984738,0.636,0.8689771766694844,0.7531135531135531,0.8069073783359497,0.19993239817475073,0.5920229554176331,0.6985635757446289,11834,9468,2.7437233924865723,,,0.3,,,,,0.853343665599823,,,,,,0.9775262815684607,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.14665630459785461,0.6891327500343323,0.3857327401638031,0.5,0.7653362154960632,0.10362544655799866,0.7229295372962952,0.02040668949484825,0.5000000596046448,0.2887117266654968,0.10005070269107819,0.7252182364463806,0.3376099169254303,1.0,0.0,0.14285802841186523,0.5,-0.003918126225471497,0.5971827381757082
CiteSeer,low_feature_similarity,0.3,9,Random-Matched,random_matched,GCN,0.582,0.5504564293981921,0.566,0.2502113271344041,0.21684981684981686,0.23233908948194665,0.19993239817475073,0.5920229554176331,0.5925222039222717,11834,9468,0.949451208114624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,0,Feature-only,feature_only,GCN,0.645,0.6244935932171453,0.638,0.6415891800507185,0.5560439560439561,0.5957613814756673,0.19993239817475073,0.6094304323196411,0.6880016922950745,11834,9468,1.0016484260559082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.645,0.6213403945345491,0.606,0.3863060016906171,0.3347985347985348,0.35871271585557296,0.19993239817475073,0.6094304323196411,0.6535699367523193,11834,9468,1.4382855892181396,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8424745202064514,5.674234770935982e-08,6.685045264021028e-07,6.117621182966104e-07,0.30000001192092896,0.26493754982948303,0.7314549978433986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.619,0.5981370808602985,0.606,0.4725274725274725,0.4095238095238095,0.4387755102040816,0.19993239817475073,0.6094304323196411,0.6558935642242432,11834,9468,2.0767667293548584,0.1,0.5,0.3,,0.1,0.5,,0.8424745202064514,,,,0.30704668164253235,0.3468802273273468,0.6472269967876295,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,7.392017664642481e-08,0.9282575249671936,0.6567778587341309,0.5000000596046448,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,0,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.645,0.6181341574530196,0.654,0.6965342349957735,0.6036630036630036,0.6467817896389325,0.19993239817475073,0.6094304323196411,0.7000422477722168,11834,9468,2.9948410987854004,,,0.3,,,,,0.8424745202064514,,,,,,0.8947482731094331,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.15752547979354858,0.6714411973953247,0.3731580972671509,0.5000000596046448,0.7804924249649048,0.09715352207422256,0.7194041013717651,0.004001820459961891,0.5,0.2887117564678192,0.10005070269107819,0.7256052494049072,0.33454039692878723,1.0,0.0,0.06326261907815933,0.5,-0.0007224559085443616,0.5987582642898988
CiteSeer,degree_aligned_random,0.3,0,Random-Matched,random_matched,GCN,0.614,0.5916127943698801,0.604,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.6094304323196411,0.6100549101829529,11834,9468,0.8388822078704834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,1,Feature-only,feature_only,GCN,0.649,0.6234069835863442,0.634,0.6593406593406593,0.5714285714285714,0.6122448979591836,0.19993239817475073,0.6109514832496643,0.693705141544342,11834,9468,1.0306227207183838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.617,0.5942711390870324,0.6,0.4091293322062553,0.3545787545787546,0.37990580847723704,0.19993239817475073,0.6109514832496643,0.661174476146698,11834,9468,1.3954486846923828,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8428372740745544,7.151970748964231e-08,4.0730117234488716e-07,3.357814364335354e-07,0.30000001192092896,0.2660320997238159,0.7443068135730702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.634,0.6110814220917913,0.612,0.4378698224852071,0.37948717948717947,0.4065934065934066,0.19993239817475073,0.6109514832496643,0.6588508486747742,11834,9468,2.22352933883667,0.1,0.5,0.3,,0.1,0.5,,0.8428372740745544,,,,0.310179740190506,0.33414196968078613,0.6330951415309939,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,-1.1559571966301974e-08,0.9241591691970825,0.6853346228599548,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,1,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.64,0.6138313942156386,0.654,0.6923076923076923,0.6,0.6428571428571429,0.19993239817475073,0.6109514832496643,0.6989860534667969,11834,9468,2.9675846099853516,,,0.3,,,,,0.8428372740745544,,,,,,0.8952977236588835,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.15716271102428436,0.6782528758049011,0.37026000022888184,0.5,0.8245773911476135,0.09587717056274414,0.7043483257293701,0.004488855134695768,0.5,0.2887117266654968,0.10005070269107819,0.7251807451248169,0.3333680033683777,1.0,0.0,0.06700175255537033,0.5,-0.0017295250436291099,0.5854468429929766
CiteSeer,degree_aligned_random,0.3,1,Random-Matched,random_matched,GCN,0.604,0.5823545855470854,0.61,0.2256973795435334,0.1956043956043956,0.20957613814756673,0.19993239817475073,0.6109514832496643,0.6094211935997009,11834,9468,0.865248441696167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,2,Feature-only,feature_only,GCN,0.621,0.5988089681639952,0.638,0.6644125105663568,0.5758241758241758,0.6169544740973312,0.19993239817475073,0.6094304323196411,0.6901140809059143,11834,9468,0.8377387523651123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.619,0.6005439722121175,0.612,0.4209636517328825,0.3648351648351648,0.39089481946624804,0.19993239817475073,0.6094304323196411,0.6630756258964539,11834,9468,1.326404094696045,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8425933718681335,1.1945402889068646e-08,5.584975610872789e-07,5.465521439873555e-07,0.30000001192092896,0.27164146304130554,0.7482140443036751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.623,0.6039730289667046,0.642,0.4463229078613694,0.3868131868131868,0.41444270015698587,0.19993239817475073,0.6094304323196411,0.6546261310577393,11834,9468,2.053633213043213,0.1,0.5,0.3,,0.1,0.5,,0.8425933718681335,,,,0.3329090476036072,0.33191314339637756,0.6869773460283126,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,2.0620081642164223e-08,0.8970761895179749,0.5947007536888123,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,2,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.644,0.6220634584427917,0.676,0.6999154691462384,0.6065934065934065,0.6499215070643642,0.19993239817475073,0.6094304323196411,0.6998310089111328,11834,9468,3.209514856338501,,,0.3,,,,,0.8425933718681335,,,,,,0.8917244442727748,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.15740662813186646,0.6650621891021729,0.3826674818992615,0.5,0.7509362101554871,0.11664813756942749,0.7317072749137878,0.0053665777668356895,0.5000000596046448,0.2887117266654968,0.10005070269107819,0.7234196662902832,0.33497998118400574,1.0,0.0,0.07326002418994904,0.5,-0.003426797455176711,0.5840895118355575
CiteSeer,degree_aligned_random,0.3,2,Random-Matched,random_matched,GCN,0.574,0.554231570536733,0.598,0.23245984784446322,0.20146520146520147,0.21585557299843014,0.19993239817475073,0.6094304323196411,0.6092099547386169,11834,9468,0.9741826057434082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,3,Feature-only,feature_only,GCN,0.628,0.6096531512644763,0.638,0.650887573964497,0.5641025641025641,0.6043956043956044,0.19993239817475073,0.6070643663406372,0.6899028420448303,11834,9468,0.7931487560272217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.623,0.602196168470388,0.608,0.40828402366863903,0.35384615384615387,0.37912087912087916,0.19993239817475073,0.6070643663406372,0.657794713973999,11834,9468,1.3239638805389404,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.842980146408081,4.368115114061766e-08,3.807098494235106e-07,3.3702866630846984e-07,0.30000001192092896,0.26991769671440125,0.7496662900661144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.595,0.5744845106778709,0.598,0.4657650042265427,0.40366300366300367,0.4324960753532182,0.19993239817475073,0.6070643663406372,0.6525137424468994,11834,9468,1.864823579788208,0.1,0.5,0.3,,0.1,0.5,,0.842980146408081,,,,0.3199622333049774,0.3300108015537262,0.6828829416043827,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,-1.6239402711448747e-08,0.9044278860092163,0.6529566049575806,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,3,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.644,0.6213416497423861,0.634,0.6999154691462384,0.6065934065934065,0.6499215070643642,0.19993239817475073,0.6070643663406372,0.6996197700500488,11834,9468,3.12896728515625,,,0.3,,,,,0.842980146408081,,,,,,0.9020006501992442,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.15701982378959656,0.6586123704910278,0.36903637647628784,0.5,0.791935384273529,0.0974966287612915,0.7131600975990295,0.001458932994864881,0.5,0.2887117266654968,0.10005070269107819,0.724440336227417,0.33506712317466736,1.0,0.0,0.0381975956261158,0.5,0.0006271047168411314,0.5972779746615424
CiteSeer,degree_aligned_random,0.3,3,Random-Matched,random_matched,GCN,0.565,0.5438372396613916,0.608,0.2231614539306847,0.1934065934065934,0.20722135007849293,0.19993239817475073,0.6070643663406372,0.6030840873718262,11834,9468,0.8347954750061035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,4,Feature-only,feature_only,GCN,0.62,0.5971135772181703,0.676,0.6568047337278107,0.5692307692307692,0.6098901098901098,0.19993239817475073,0.6099374890327454,0.6907477974891663,11834,9468,0.6589183807373047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.584,0.5506928654461525,0.622,0.389687235841082,0.33772893772893775,0.36185243328100475,0.19993239817475073,0.6099374890327454,0.6561048030853271,11834,9468,1.0496501922607422,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8424159288406372,6.390360340446932e-06,2.489807411620859e-05,1.8507713321014307e-05,0.30000001192092896,0.2666207551956177,0.73799207529436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.596,0.573989592566663,0.606,0.4454775993237532,0.3860805860805861,0.413657770800628,0.19993239817475073,0.6099374890327454,0.6565272808074951,11834,9468,1.7339301109313965,0.1,0.5,0.3,,0.1,0.5,,0.8424159288406372,,,,0.33030885457992554,0.33127686381340027,0.6695213471355826,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,3.715948651006329e-07,0.8921750783920288,0.5885694622993469,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,4,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.612,0.5866144208091889,0.628,0.6914623837700761,0.5992673992673992,0.6420722135007849,0.19993239817475073,0.6099374890327454,0.697084903717041,11834,9468,3.171900987625122,,,0.3,,,,,0.8424159288406372,,,,,,0.8894220308104315,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,0.1575840711593628,0.6617299914360046,0.3617221713066101,0.5,0.805452823638916,0.10624497383832932,0.709764838218689,0.002286450006067753,0.5,0.2887117266654968,0.10005070269107819,0.7249876260757446,0.33469030261039734,1.0,0.0,0.0478188581764698,0.5,-0.0015270307194441557,0.580474910999955
