dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_ambig_scale,hp_base_alpha,hp_base_beta,hp_score_ratio
Cora,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.611,0.5802885943270856,0.598,0.08819241982507289,0.0764371446620341,0.08189509306260574,0.19997084973036006,0.6230869889259338,0.6068500280380249,13722,10978,1.0997343063354492,,,,,,
Cora,feature_similar_cross_class,0.3,0,FAA-Hybrid-as1.0-lp0.1-ln0.5,faa_hybrid,GCN,0.61,0.5763038656116614,0.604,0.047376093294460644,0.0410612760581175,0.04399323181049069,0.19997084973036006,0.6230869889259338,0.5997449159622192,13722,10978,1.186072826385498,0.1,0.5,1.0,0.0,0.0,0.3
Cora,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.655,0.6351958382269496,0.636,0.22667638483965014,0.19646241313960833,0.2104906937394247,0.19997084973036006,0.6230869889259338,0.6259792447090149,13722,10978,0.7262237071990967,,,,,,
