test_acc,test_f1,val_acc,runtime,num_edges_after,actual_prune_ratio,dataset,noise_type,noise_ratio,seed,method,downstream_model
0.613,0.6132289093495022,0.636,4.084244728088379,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,3,Random-Matched,GCN
0.641,0.6425768705490414,0.664,1.7161710262298584,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,3,GCN-Jaccard,GCN
0.616,0.6157745496021193,0.632,1.4997584819793701,85676,0.2565557695978896,PubMed,feature_similar_cross_class,0.3,3,DegreeAwareRandom,GCN
0.671,0.6734773274645575,0.668,17.044289112091064,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,3,StabilityResidual-frozen,GCN
0.612,0.6124670209684581,0.626,2.6278324127197266,80381,0.30250255983061736,PubMed,feature_similar_cross_class,0.3,3,IDGL-Proxy,GCN
0.692,0.6885383394219918,0.686,359.21165132522583,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,3,ProGNN-Proxy,GCN
0.688,0.6864830109979921,0.69,7.441334009170532,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,3,LDS-Proxy,GCN
0.67,0.6681923473332879,0.688,4.30402684211731,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,4,Feature-only,GCN
0.643,0.6390471971569983,0.666,4.105532646179199,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,4,Random-Matched,GCN
0.691,0.6875312501354447,0.692,1.8506391048431396,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,4,GCN-Jaccard,GCN
0.651,0.6428615521968645,0.644,1.4754133224487305,85762,0.2558095138925045,PubMed,feature_similar_cross_class,0.3,4,DegreeAwareRandom,GCN
0.678,0.6759318376511638,0.676,17.155566215515137,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,4,StabilityResidual-frozen,GCN
0.627,0.6239867180958264,0.614,2.388023853302002,80147,0.3045330695406189,PubMed,feature_similar_cross_class,0.3,4,IDGL-Proxy,GCN
0.71,0.7059304099649343,0.704,351.77004313468933,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,4,ProGNN-Proxy,GCN
0.688,0.6885388444676289,0.7,7.640439987182617,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,4,LDS-Proxy,GCN
0.673,0.6728162774701322,0.678,4.183748960494995,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,5,Feature-only,GCN
0.646,0.6454858175056332,0.65,4.186843633651733,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,5,Random-Matched,GCN
0.642,0.6409276236994254,0.7,1.9893951416015625,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,5,GCN-Jaccard,GCN
0.622,0.6038970751824513,0.66,1.2811222076416016,85768,0.255757449540966,PubMed,feature_similar_cross_class,0.3,5,DegreeAwareRandom,GCN
0.691,0.693675928459164,0.698,16.90065574645996,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,5,StabilityResidual-frozen,GCN
0.624,0.629827308188914,0.638,2.047602415084839,80579,0.30078443622984674,PubMed,feature_similar_cross_class,0.3,5,IDGL-Proxy,GCN
0.702,0.7003502848904075,0.69,357.74043917655945,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,5,ProGNN-Proxy,GCN
0.674,0.6808693311267467,0.702,7.681019067764282,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,5,LDS-Proxy,GCN
0.66,0.6602249674140185,0.66,4.185481309890747,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,6,Feature-only,GCN
0.595,0.5934635968952163,0.634,3.985511064529419,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,6,Random-Matched,GCN
0.671,0.671731467584432,0.684,1.9705045223236084,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,6,GCN-Jaccard,GCN
0.625,0.6224350787797751,0.66,1.3387184143066406,85764,0.25579215910865827,PubMed,feature_similar_cross_class,0.3,6,DegreeAwareRandom,GCN
0.656,0.6572652988299116,0.664,16.88680386543274,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,6,StabilityResidual-frozen,GCN
0.611,0.6131118414467319,0.622,2.594299793243408,80533,0.3011835962583086,PubMed,feature_similar_cross_class,0.3,6,IDGL-Proxy,GCN
0.676,0.6755335260995051,0.684,356.0041012763977,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,6,ProGNN-Proxy,GCN
0.653,0.6579070418403845,0.68,7.310627698898315,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,6,LDS-Proxy,GCN
0.679,0.6824744850716371,0.666,3.9803407192230225,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,7,Feature-only,GCN
0.639,0.6398998896703315,0.636,3.973973035812378,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,7,Random-Matched,GCN
0.663,0.6650962522445985,0.69,1.9638400077819824,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,7,GCN-Jaccard,GCN
0.638,0.6290638130318231,0.612,1.191927194595337,85846,0.2550806129709654,PubMed,feature_similar_cross_class,0.3,7,DegreeAwareRandom,GCN
0.673,0.6689378019367379,0.668,16.68188738822937,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,7,StabilityResidual-frozen,GCN
0.619,0.6164655889772844,0.624,2.0984303951263428,79663,0.30873292723139134,PubMed,feature_similar_cross_class,0.3,7,IDGL-Proxy,GCN
0.707,0.7063478409369622,0.698,346.5591793060303,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,7,ProGNN-Proxy,GCN
0.676,0.672960968625666,0.688,7.30632758140564,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,7,LDS-Proxy,GCN
0.68,0.6796222842204056,0.696,4.120673418045044,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,8,Feature-only,GCN
0.656,0.6547844311845971,0.676,4.045713424682617,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,8,Random-Matched,GCN
0.675,0.6811961055765177,0.708,1.751164436340332,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,8,GCN-Jaccard,GCN
0.621,0.6190904199403168,0.666,1.2452566623687744,85834,0.2551847416740425,PubMed,feature_similar_cross_class,0.3,8,DegreeAwareRandom,GCN
0.681,0.6834342458688466,0.69,16.687793731689453,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,8,StabilityResidual-frozen,GCN
0.62,0.6208221348870971,0.638,2.316805601119995,81115,0.29613335415907394,PubMed,feature_similar_cross_class,0.3,8,IDGL-Proxy,GCN
0.7,0.7002390104831985,0.704,344.50089287757874,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,8,ProGNN-Proxy,GCN
0.688,0.6922856105017594,0.706,7.7433295249938965,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,8,LDS-Proxy,GCN
0.667,0.6695454469968501,0.692,3.8512039184570312,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,9,Feature-only,GCN
0.644,0.6474752404160765,0.698,3.920177459716797,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,9,Random-Matched,GCN
0.694,0.6917041870973603,0.728,1.7937321662902832,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,9,GCN-Jaccard,GCN
0.667,0.6648018254905845,0.684,1.1172361373901367,85832,0.2552020964578886,PubMed,feature_similar_cross_class,0.3,9,DegreeAwareRandom,GCN
0.695,0.6947076363811714,0.72,16.671660661697388,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,9,StabilityResidual-frozen,GCN
0.632,0.6345289803830325,0.64,2.1927380561828613,80019,0.3056437757067736,PubMed,feature_similar_cross_class,0.3,9,IDGL-Proxy,GCN
0.7,0.6958564516782905,0.704,343.2131509780884,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,9,ProGNN-Proxy,GCN
0.692,0.6937576499388004,0.722,7.394669771194458,92194,0.19999652904323073,PubMed,feature_similar_cross_class,0.3,9,LDS-Proxy,GCN
