dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_consistency_weight,hp_score_ratio,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_lambda_pos,diag_lambda_neg,diag_consistency_weight,diag_num_checkpoints,diag_feature_risk_mean,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,hp_gate_type,hp_tau_quantile,hp_checkpoint_control,diag_gate_type,diag_tau,diag_tau_quantile,diag_soft_k,diag_feature_sim_mean,diag_gate_active_fraction,diag_gate_mean,diag_dynamic_contribution_mean,diag_dynamic_contribution_abs_mean,hp_soft_k
Cora,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.608,0.5779435900234219,0.598,0.08819241982507289,0.0764371446620341,0.08189509306260574,0.19997084973036006,0.6230869889259338,0.6068500280380249,13722,10978,1.1092209815979004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.63,0.6218468691427644,0.626,0.16107871720116618,0.1396083385975995,0.14957698815566836,0.19997084973036006,0.6230869889259338,0.6259792447090149,13722,10978,1.9858314990997314,0.1,0.5,3.0,0.3,"[0.3, 0.5, 0.7, 0.9]",40.0,mcgc,0.1,0.5,3.0,4.0,0.842603862285614,1.481530148339516e-06,0.9519020318984985,0.6250688433647156,0.4999999701976776,0.308379590511322,0.368353933095932,0.4595828834071368,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,0,Selective-MCGC-hard-q0.75-lp0.1-ln0.5,selective_mcgc,GCN,0.611,0.5783187142837579,0.596,0.08892128279883382,0.07706885660138976,0.08257191201353638,0.19997084973036006,0.6230869889259338,0.6070322394371033,13722,10978,2.1320712566375732,0.1,0.5,3.0,0.3,"[0.3, 0.5, 0.7, 0.9]",40.0,selective_mcgc,0.1,0.5,3.0,4.0,0.842603862285614,1.4823565379629144e-06,0.9521934986114502,0.6260945796966553,0.4999999701976776,0.4567141830921173,0.36295247077941895,0.6043296564458914,hard,0.75,real,hard,0.20446521043777466,0.75,20.0,0.1573961079120636,0.25010931491851807,0.25010931491851807,-0.04328577220439911,0.04758528247475624,
Cora,feature_similar_cross_class,0.3,0,Selective-MCGC-soft-q0.75-lp0.1-ln0.5,selective_mcgc,GCN,0.611,0.5793208454988604,0.606,0.07725947521865889,0.06696146557169931,0.07174280879864636,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,2.0566470623016357,0.1,0.5,3.0,0.3,"[0.3, 0.5, 0.7, 0.9]",40.0,selective_mcgc,0.1,0.5,3.0,4.0,0.842603862285614,2.1738294435635908e-06,0.9525579214096069,0.6920347213745117,0.4999999701976776,0.4455595314502716,0.343429833650589,0.5792077963642214,soft,0.75,real,soft,0.20446521043777466,0.75,20.0,0.1573961079120636,0.24981780350208282,0.32227519154548645,-0.05444043129682541,0.062273647636175156,20.0
Cora,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.653,0.6312095408554657,0.638,0.22667638483965014,0.19646241313960833,0.2104906937394247,0.19997084973036006,0.6230869889259338,0.6259792447090149,13722,10978,0.7958061695098877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
