method,mean,std,count
Feature-only,0.6710666666666667,0.06805191868245623,45
MCGC-cw3.0-lp0.1-ln0.5,0.6568,0.06175081891249409,45
GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,0.6562444444444444,0.07358055435913742,45
Random-Matched,0.6464666666666667,0.0666004367990044,45
