run_id,timestamp,seed,dataset,method,oracle_only,proxy_model,downstream_model,prune_ratio,num_edges_before,num_edges_after,isolated_nodes,min_degree,mean_degree,largest_connected_component_ratio,val_acc,test_acc,test_f1,best_epoch,runtime,config_path,graph_path,checkpoint_path
dropedge_Cora_GraphSAGE_seed0,2026-05-29T22:40:49.061577,0,Cora,DropEdge,False,-,GraphSAGE,0.2,10556,10556,0,,,,0.762,0.766,0.7538154021399929,38,0.334930419921875,configs/graca_lite_cora.yaml,,
random_Cora_GCN_seed0,2026-05-29T22:40:50.959406,0,Cora,Random Pruning,False,-,GCN,0.19998105342932926,10556,8445,0,,,,0.756,0.783,0.7753093227446229,70,0.4899718761444092,configs/graca_lite_cora.yaml,,
random_Cora_GAT_seed0,2026-05-29T22:40:50.959485,0,Cora,Random Pruning,False,-,GAT,0.19998105342932926,10556,8445,0,,,,0.802,0.814,0.8005033966048511,124,0.8149905204772949,configs/graca_lite_cora.yaml,,
random_Cora_GraphSAGE_seed0,2026-05-29T22:40:50.959513,0,Cora,Random Pruning,False,-,GraphSAGE,0.19998105342932926,10556,8445,0,,,,0.71,0.729,0.7167798881784984,139,0.5790436267852783,configs/graca_lite_cora.yaml,,
homophily_Cora_GCN_seed0,2026-05-29T22:40:52.266400,0,Cora,Homophily Pruning,False,-,GCN,0.0007578628268283261,10556,10548,0,,,,0.788,0.78,0.7698530796097959,47,0.400280237197876,configs/graca_lite_cora.yaml,,
homophily_Cora_GAT_seed0,2026-05-29T22:40:52.266466,0,Cora,Homophily Pruning,False,-,GAT,0.0007578628268283261,10556,10548,0,,,,0.818,0.818,0.8081123975138598,20,0.4360337257385254,configs/graca_lite_cora.yaml,,
homophily_Cora_GraphSAGE_seed0,2026-05-29T22:40:52.266493,0,Cora,Homophily Pruning,False,-,GraphSAGE,0.0007578628268283261,10556,10548,0,,,,0.754,0.767,0.7565107633440503,88,0.4566969871520996,configs/graca_lite_cora.yaml,,
original_Cora_GCN_seed1,2026-05-29T22:40:57.114581,1,Cora,Original,False,-,GCN,0.0,10556,10556,0,,,,0.772,0.783,0.7800369945537303,81,0.8165223598480225,configs/graca_lite_cora.yaml,,
original_Cora_GAT_seed1,2026-05-29T22:40:57.114658,1,Cora,Original,False,-,GAT,0.0,10556,10556,0,,,,0.81,0.815,0.8077412948802077,12,0.40442466735839844,configs/graca_lite_cora.yaml,,
original_Cora_GraphSAGE_seed1,2026-05-29T22:40:57.114689,1,Cora,Original,False,-,GraphSAGE,0.0,10556,10556,0,,,,0.772,0.77,0.7606128155475291,99,0.46700239181518555,configs/graca_lite_cora.yaml,,
dropedge_Cora_GCN_seed1,2026-05-29T22:40:58.481932,1,Cora,DropEdge,False,-,GCN,0.2,10556,10556,0,,,,0.764,0.784,0.779694751284226,65,0.4800114631652832,configs/graca_lite_cora.yaml,,
dropedge_Cora_GAT_seed1,2026-05-29T22:40:58.482003,1,Cora,DropEdge,False,-,GAT,0.2,10556,10556,0,,,,0.82,0.817,0.806337362767677,26,0.4386453628540039,configs/graca_lite_cora.yaml,,
dropedge_Cora_GraphSAGE_seed1,2026-05-29T22:40:58.482030,1,Cora,DropEdge,False,-,GraphSAGE,0.2,10556,10556,0,,,,0.76,0.766,0.756495709227274,78,0.4355123043060303,configs/graca_lite_cora.yaml,,
random_Cora_GCN_seed1,2026-05-29T22:40:59.894775,1,Cora,Random Pruning,False,-,GCN,0.19998105342932926,10556,8445,0,,,,0.74,0.758,0.7668734502803524,51,0.4216115474700928,configs/graca_lite_cora.yaml,,
random_Cora_GAT_seed1,2026-05-29T22:40:59.894854,1,Cora,Random Pruning,False,-,GAT,0.19998105342932926,10556,8445,0,,,,0.792,0.821,0.8080271583368253,75,0.5997421741485596,configs/graca_lite_cora.yaml,,
