method,mean,std,count
Selective-MCGC-hard-q0.5-lp0.1-ln0.5,0.6786888888888889,0.07269169710691054,45
Feature-only,0.6717555555555556,0.06731444379503067,45
MCGC-cw3.0-lp0.1-ln0.5,0.6555111111111112,0.06219895578713602,45
GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,0.6547777777777778,0.07289091753151314,45
Random-Matched,0.6451555555555556,0.06776663014800245,45
