dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_score_ratio,hp_lambda_pos,hp_lambda_neg,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_lambda_pos,diag_lambda_neg,diag_consistency_weight,diag_num_checkpoints,diag_feature_risk_mean,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,diag_mode,diag_degree_norm,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,hp_num_views,hp_edge_dropout_rates,hp_use_gradient_confidence,hp_gradient_abstention_threshold,hp_checkpoint_control,diag_num_views,diag_use_gradient_confidence,diag_gradient_abstention_threshold,diag_skip_residualization,diag_feature_sim_mean,diag_raw_edge_score_mean,diag_raw_edge_score_std,diag_node_instability_mean,diag_node_entropy_mean,diag_node_jsd_mean,diag_node_confidence_mean,diag_projection_ratio,diag_residual_mean,diag_residual_std,diag_abstention_fraction,diag_edge_score_mean,diag_edge_score_std,diag_gradient_confidence_mean,diag_gradient_confidence_std,diag_projection_beta,diag_alpha,diag_residual_feature_sim_corr,diag_residual_auc,diag_raw_stability_auc,diag_feature_risk_auc
Texas,clean,0.0,2,Random-Matched,random_matched,GCN,0.4864864864864865,0.17647058823529413,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09210526198148727,574,456,0.2859785556793213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,3,Feature-only,feature_only,GCN,0.6216216216216216,0.3037037037037037,0.6440677966101694,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.21557259559631348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,3,GCN-Jaccard,jaccard,GCN,0.5675675675675675,0.19090909090909092,0.576271186440678,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09210526198148727,574,456,0.15068483352661133,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,3,DegreeAwareRandom,degree_aware_random,GCN,0.4864864864864865,0.23023715415019763,0.6440677966101694,0.0,0.0,0.0,0.14634146341463417,0.08710801601409912,0.09795917570590973,574,490,0.3553135395050049,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6216216216216216,0.3447802197802198,0.6101694915254238,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.0833333358168602,574,456,0.7314014434814453,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6331576108932495,2.4038685296545736e-05,0.8628048896789551,0.40658241510391235,0.5,0.28749892115592957,0.4054642915725708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.5675675675675675,0.2755102040816326,0.6779661016949152,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.5161199569702148,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6331576108932495,,,,,0.30000001192092896,0.3012186288833618,,feature_pos_neg,False,-2.9560906114056706e-05,9.620472701499239e-05,0.00012576562585309148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,3,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.5675675675675675,0.20192307692307693,0.6779661016949152,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.10526315867900848,574,456,1.7246699333190918,0.3,,,,,200.0,stability_residual,,,,,0.6331576108932495,,,,,,,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3668423891067505,1.0944041013717651,0.3470950722694397,0.5000000596046448,0.26710665225982666,0.047908663749694824,0.9035812020301819,0.021741418167948723,0.5,0.28943073749542236,0.10104529559612274,0.7218260169029236,0.3277502954006195,1.0,0.0,-0.14757832884788513,0.5,0.012444202788174152,,,
Texas,clean,0.0,3,Random-Matched,random_matched,GCN,0.6486486486486487,0.3075471698113208,0.6779661016949152,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.0833333358168602,574,456,0.17422151565551758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,4,Feature-only,feature_only,GCN,0.6216216216216216,0.3037037037037037,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.2201671600341797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,4,GCN-Jaccard,jaccard,GCN,0.6216216216216216,0.19827586206896552,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09210526198148727,574,456,0.17471766471862793,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,4,DegreeAwareRandom,degree_aware_random,GCN,0.6216216216216216,0.20175438596491227,0.6440677966101694,0.0,0.0,0.0,0.14634146341463417,0.08710801601409912,0.08979591727256775,574,490,0.1687910556793213,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6486486486486487,0.36230907457322553,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.7811222076416016,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6331576108932495,-0.0001117558786063455,0.849303126335144,0.3000135123729706,0.5,0.3321077525615692,0.360741525888443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.6486486486486487,0.4281135531135531,0.6440677966101694,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.5075674057006836,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6331576108932495,,,,,0.30000001192092896,0.2948548197746277,,feature_pos_neg,False,-1.6930902347667143e-05,0.00010471635323483497,0.00012164726649643853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,4,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.5945945945945946,0.2,0.6610169491525424,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.10526315867900848,574,456,1.5538389682769775,0.3,,,,,200.0,stability_residual,,,,,0.6331576108932495,,,,,,,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3668423891067505,1.1729768514633179,0.3102878928184509,0.5,0.23318012058734894,0.07972324639558792,0.9138994216918945,0.017092926427721977,0.5,0.2894307076931,0.10104529559612274,0.7255610823631287,0.33263641595840454,1.0,0.0,-0.13085395097732544,0.5,0.00959762092679739,,,
Texas,clean,0.0,4,Random-Matched,random_matched,GCN,0.5675675675675675,0.31997863247863245,0.6101694915254238,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.08771929889917374,574,456,0.21282052993774414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,5,Feature-only,feature_only,GCN,0.6486486486486487,0.2843915343915344,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.17011547088623047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,5,GCN-Jaccard,jaccard,GCN,0.6216216216216216,0.19827586206896552,0.5932203389830508,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09210526198148727,574,456,0.1625823974609375,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,5,DegreeAwareRandom,degree_aware_random,GCN,0.6216216216216216,0.20175438596491227,0.576271186440678,0.0,0.0,0.0,0.14634146341463417,0.08710801601409912,0.09387754648923874,574,490,0.16561031341552734,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,5,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.5405405405405406,0.2,0.576271186440678,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.08771929889917374,574,456,0.946357011795044,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6331576108932495,-5.946377859800123e-05,0.7992160320281982,0.362966388463974,0.5,0.29657286405563354,0.4163353741168976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,5,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.5675675675675675,0.3187878787878788,0.6610169491525424,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.5884029865264893,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6331576108932495,,,,,0.30000001192092896,0.30558034777641296,,feature_pos_neg,False,-8.349158451892436e-05,0.00022329992498271167,0.00030679150950163603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,5,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.6756756756756757,0.37202380952380953,0.5932203389830508,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.10526315867900848,574,456,1.623288869857788,0.3,,,,,200.0,stability_residual,,,,,0.6331576108932495,,,,,,,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3668423891067505,1.044468879699707,0.36317679286003113,0.5,0.26493048667907715,0.06516878306865692,0.9041900038719177,0.0022143893875181675,0.5,0.28943073749542236,0.10104529559612274,0.7328656911849976,0.33355528116226196,1.0,0.0,-0.04709834232926369,0.5,0.0030673567671328783,,,
Texas,clean,0.0,5,Random-Matched,random_matched,GCN,0.40540540540540543,0.16666666666666666,0.6101694915254238,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.10087719559669495,574,456,0.32827281951904297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,6,Feature-only,feature_only,GCN,0.5945945945945946,0.2773109243697479,0.6440677966101694,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.2966165542602539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,6,GCN-Jaccard,jaccard,GCN,0.6216216216216216,0.20175438596491227,0.576271186440678,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09210526198148727,574,456,0.17033171653747559,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,6,DegreeAwareRandom,degree_aware_random,GCN,0.43243243243243246,0.21859903381642512,0.6101694915254238,0.0,0.0,0.0,0.14634146341463417,0.08710801601409912,0.08979591727256775,574,490,0.29969334602355957,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,6,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.5135135135135135,0.3162986124682431,0.6440677966101694,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.10087719559669495,574,456,0.9715266227722168,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6331576108932495,-1.6825400962261483e-05,0.8924216032028198,0.4631216824054718,0.5,0.3351096510887146,0.3840123414993286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,6,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.5405405405405406,0.2,0.6440677966101694,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.7433993816375732,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6331576108932495,,,,,0.30000001192092896,0.30043503642082214,,feature_pos_neg,False,-2.9166989406803623e-05,7.61880655772984e-05,0.00010535505134612322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,6,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.5405405405405406,0.18867924528301888,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.10526315867900848,574,456,1.5136613845825195,0.3,,,,,200.0,stability_residual,,,,,0.6331576108932495,,,,,,,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3668423891067505,1.1395114660263062,0.3424125015735626,0.5000000596046448,0.21097122132778168,0.06260307133197784,0.9242712259292603,0.008256613276898861,0.5,0.28943073749542236,0.10104529559612274,0.7230923175811768,0.3208712935447693,1.0,0.0,-0.09094516187906265,0.5,0.004159234929829836,,,
Texas,clean,0.0,6,Random-Matched,random_matched,GCN,0.5675675675675675,0.23453996983408748,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.20378541946411133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,7,Feature-only,feature_only,GCN,0.6486486486486487,0.2962962962962963,0.6610169491525424,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.1693565845489502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,7,GCN-Jaccard,jaccard,GCN,0.6216216216216216,0.20535714285714285,0.6101694915254238,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09210526198148727,574,456,0.1656513214111328,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,7,DegreeAwareRandom,degree_aware_random,GCN,0.6486486486486487,0.2844702467343977,0.576271186440678,0.0,0.0,0.0,0.14634146341463417,0.08710801601409912,0.09387754648923874,574,490,0.16410112380981445,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,7,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6486486486486487,0.2843915343915344,0.6610169491525424,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09210526198148727,574,456,0.6145598888397217,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6331576108932495,-2.923871943494305e-05,0.7948606610298157,0.2647596001625061,0.5,0.30166909098625183,0.38539114594459534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,7,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.6216216216216216,0.20909090909090908,0.6440677966101694,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.3184390068054199,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6331576108932495,,,,,0.30000001192092896,0.30263152718544006,,feature_pos_neg,False,8.434166375081986e-05,0.001714589656330645,0.001630247919820249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,7,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.6486486486486487,0.3090909090909091,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.10526315867900848,574,456,1.4777653217315674,0.3,,,,,200.0,stability_residual,,,,,0.6331576108932495,,,,,,,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3668423891067505,1.047818660736084,0.3314698040485382,0.5,0.32811808586120605,0.0790371522307396,0.882557213306427,3.0343868274940178e-05,0.5,0.28943073749542236,0.10104529559612274,0.7246991991996765,0.31977200508117676,1.0,0.0,-0.005513331852853298,0.5,0.0035884666722267866,,,
Texas,clean,0.0,7,Random-Matched,random_matched,GCN,0.5945945945945946,0.38766339869281047,0.6779661016949152,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.0833333358168602,574,456,0.47040438652038574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,8,Feature-only,feature_only,GCN,0.6756756756756757,0.32020202020202015,0.6779661016949152,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.17221641540527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,8,GCN-Jaccard,jaccard,GCN,0.6486486486486487,0.28160919540229884,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09210526198148727,574,456,0.1603841781616211,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,8,DegreeAwareRandom,degree_aware_random,GCN,0.4864864864864865,0.20918367346938777,0.5932203389830508,0.0,0.0,0.0,0.14634146341463417,0.08710801601409912,0.09387754648923874,574,490,0.16102123260498047,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,8,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6486486486486487,0.28869047619047616,0.576271186440678,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.0833333358168602,574,456,0.5984199047088623,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6331576108932495,-2.9050690500298515e-05,0.7861498594284058,0.3100004196166992,0.5,0.3257730305194855,0.38916534185409546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,8,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.5945945945945946,0.25747863247863245,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.29717302322387695,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6331576108932495,,,,,0.30000001192092896,0.30744314193725586,,feature_pos_neg,False,0.00010589352314127609,0.0003725806309375912,0.0002666871005203575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,8,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.7027027027027027,0.37575757575757573,0.6440677966101694,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.10526315867900848,574,456,1.5214922428131104,0.3,,,,,200.0,stability_residual,,,,,0.6331576108932495,,,,,,,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3668423891067505,1.0981228351593018,0.32640182971954346,0.5,0.36870744824409485,0.11169195920228958,0.8695590496063232,0.06311850249767303,0.5,0.2894307076931,0.10104529559612274,0.7224902510643005,0.3235885500907898,1.0,0.0,-0.25145310163497925,0.5,0.017046036198735237,,,
Texas,clean,0.0,8,Random-Matched,random_matched,GCN,0.5135135135135135,0.2425,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.0833333358168602,574,456,0.17382168769836426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,9,Feature-only,feature_only,GCN,0.5945945945945946,0.23849056603773588,0.6610169491525424,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.23783373832702637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,9,GCN-Jaccard,jaccard,GCN,0.6216216216216216,0.19827586206896552,0.6271186440677966,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09210526198148727,574,456,0.16437077522277832,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,9,DegreeAwareRandom,degree_aware_random,GCN,0.5405405405405406,0.19230769230769232,0.559322033898305,0.0,0.0,0.0,0.14634146341463417,0.08710801601409912,0.08979591727256775,574,490,0.15442824363708496,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,9,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6216216216216216,0.3022222222222222,0.6949152542372882,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09210526198148727,574,456,0.8468413352966309,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6331576108932495,-8.226091449614614e-05,0.5953832864761353,0.24904204905033112,0.5,0.32266974449157715,0.37661758065223694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,9,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.5405405405405406,0.33035714285714285,0.6779661016949152,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.09649123251438141,574,456,0.7019133567810059,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6331576108932495,,,,,0.30000001192092896,0.2995776832103729,,feature_pos_neg,False,-3.228726200177334e-05,0.00010974456381518394,0.00014203181490302086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,clean,0.0,9,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.6216216216216216,0.23743315508021387,0.6440677966101694,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.10526315867900848,574,456,1.6696388721466064,0.3,,,,,200.0,stability_residual,,,,,0.6331576108932495,,,,,,,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3668423891067505,1.1581507921218872,0.3393014967441559,0.5,0.20728862285614014,0.07955510169267654,0.926108717918396,0.042939141392707825,0.5,0.28943073749542236,0.10104529559612274,0.7156478762626648,0.3211910128593445,1.0,0.0,-0.20739835500717163,0.5,0.021977318450808525,,,
Texas,clean,0.0,9,Random-Matched,random_matched,GCN,0.5405405405405406,0.34375,0.6610169491525424,0.0,0.0,0.0,0.20557491289198604,0.08710801601409912,0.08771929889917374,574,456,0.4346175193786621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.6666666666666666,0.4420634920634921,0.65,0.0,0.0,0.0,0.2016806722689075,0.14789916574954987,0.15368419885635376,1190,950,0.20386838912963867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,feature_similar_cross_class,0.3,0,GCN-Jaccard,jaccard,GCN,0.6274509803921569,0.3359203980099502,0.6625,0.05,0.043795620437956206,0.04669260700389105,0.2016806722689075,0.14789916574954987,0.14947368204593658,1190,950,0.18903565406799316,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,feature_similar_cross_class,0.3,0,DegreeAwareRandom,degree_aware_random,GCN,0.5098039215686274,0.2295038295038295,0.5375,0.24031007751937986,0.22627737226277372,0.2330827067669173,0.21680672268907564,0.14789916574954987,0.1437768191099167,1190,932,0.17211365699768066,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.5686274509803921,0.29387387387387387,0.6125,0.075,0.06569343065693431,0.07003891050583658,0.2016806722689075,0.14789916574954987,0.15578946471214294,1190,950,0.6638250350952148,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6412657499313354,-5.1494927902240306e-05,0.8430672287940979,0.3955041170120239,0.5,0.29067492485046387,0.3955651521682739,0.3841121346380646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,feature_similar_cross_class,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.5882352941176471,0.35318903318903316,0.65,0.016666666666666666,0.014598540145985401,0.01556420233463035,0.2016806722689075,0.14789916574954987,0.13894736766815186,1190,950,0.3560326099395752,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6412657499313354,,,,,0.30000001192092896,0.30106765031814575,0.3925349823096293,feature_pos_neg,False,-3.32267300109379e-05,0.0007507128175348043,0.0007839395548216999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,feature_similar_cross_class,0.3,0,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.6078431372549019,0.40108733371891264,0.675,0.1,0.08759124087591241,0.0933852140077821,0.2016806722689075,0.14789916574954987,0.14526315033435822,1190,950,1.2169609069824219,0.3,,,,,200.0,stability_residual,,,,,0.6412657499313354,,,,,,,0.41552449558537596,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3587343096733093,0.8433770537376404,0.4035886228084564,0.5000000596046448,0.6090246438980103,0.07148490846157074,0.7677754163742065,0.0013377893483266234,0.5,0.2890393137931824,0.10000000149011612,0.7251471877098083,0.32784202694892883,1.0,0.0,0.03659117966890335,0.5,-0.0032355410512536764,0.5590436043731871,0.5547285882765436,0.37823925031077676
Wisconsin,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.5882352941176471,0.33641456582633056,0.6,0.16666666666666666,0.145985401459854,0.15564202334630348,0.2016806722689075,0.14789916574954987,0.15368419885635376,1190,950,0.21360230445861816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,feature_similar_cross_class,0.3,1,Feature-only,feature_only,GCN,0.6666666666666666,0.394,0.625,0.0,0.0,0.0,0.2016806722689075,0.14789916574954987,0.15368419885635376,1190,950,0.21836137771606445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,feature_similar_cross_class,0.3,1,GCN-Jaccard,jaccard,GCN,0.6666666666666666,0.37696969696969695,0.6125,0.05,0.043795620437956206,0.04669260700389105,0.2016806722689075,0.14789916574954987,0.14947368204593658,1190,950,0.1950700283050537,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
