dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_score_ratio,hp_lambda_pos,hp_lambda_neg,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_lambda_pos,diag_lambda_neg,diag_consistency_weight,diag_num_checkpoints,diag_feature_risk_mean,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,diag_mode,diag_degree_norm,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,hp_num_views,hp_edge_dropout_rates,hp_use_gradient_confidence,hp_gradient_abstention_threshold,hp_checkpoint_control,diag_num_views,diag_use_gradient_confidence,diag_gradient_abstention_threshold,diag_skip_residualization,diag_feature_sim_mean,diag_raw_edge_score_mean,diag_raw_edge_score_std,diag_node_instability_mean,diag_node_entropy_mean,diag_node_jsd_mean,diag_node_confidence_mean,diag_projection_ratio,diag_residual_mean,diag_residual_std,diag_abstention_fraction,diag_edge_score_mean,diag_edge_score_std,diag_gradient_confidence_mean,diag_gradient_confidence_std,diag_projection_beta,diag_alpha,diag_residual_feature_sim_corr,diag_residual_auc,diag_raw_stability_auc,diag_feature_risk_auc
Texas,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.6756756756756757,0.30338983050847457,0.6440677966101694,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06734006851911545,746,594,0.5799381732940674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,0,GCN-Jaccard,jaccard,GCN,0.6486486486486487,0.2,0.5932203389830508,0.02631578947368421,0.023255813953488372,0.024691358024691357,0.20375335120643434,0.06702413409948349,0.06397306174039841,746,594,0.17400860786437988,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,0,DegreeAwareRandom,degree_aware_random,GCN,0.6216216216216216,0.19491525423728814,0.5932203389830508,0.19696969696969696,0.1511627906976744,0.17105263157894737,0.1769436997319035,0.06702413409948349,0.06840390712022781,746,614,0.15891551971435547,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.5675675675675675,0.310760667903525,0.6101694915254238,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06397306174039841,746,594,0.786705732345581,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6200312376022339,-5.987642362015322e-05,0.7081099152565002,0.279013991355896,0.5,0.3068273365497589,0.4048609137535095,0.24925046592658615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.6216216216216216,0.19827586206896552,0.6101694915254238,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07407407462596893,746,594,0.3339810371398926,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6200312376022339,,,,,0.30000004172325134,0.312532514333725,0.2263592901709748,feature_pos_neg,False,-2.3088759917300195e-06,0.0007585787680000067,0.0007608876912854612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,0,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.5405405405405406,0.19230769230769232,0.6101694915254238,0.039473684210526314,0.03488372093023256,0.03703703703703704,0.20375335120643434,0.06702413409948349,0.07407407462596893,746,594,1.2602150440216064,0.3,,,,,200.0,stability_residual,,,,,0.6200312376022339,,,,,,,0.2945668908516328,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3799688220024109,0.8619028329849243,0.41279101371765137,0.5000000596046448,0.5940030813217163,0.07172746956348419,0.7739459872245789,0.011148758232593536,0.5,0.2892563045024872,0.10053619742393494,0.7196367383003235,0.3278818130493164,1.0,0.0,0.10565852373838425,0.5,-0.009907057508826256,0.5492058990357346,0.5230329794992303,0.24633336034357023
Texas,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.6216216216216216,0.19166666666666668,0.576271186440678,0.25,0.22093023255813954,0.23456790123456792,0.20375335120643434,0.06702413409948349,0.08080808073282242,746,594,0.1927049160003662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,1,Feature-only,feature_only,GCN,0.6756756756756757,0.34461152882205515,0.6271186440677966,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06734006851911545,746,594,0.20485305786132812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,1,GCN-Jaccard,jaccard,GCN,0.5945945945945946,0.2,0.6271186440677966,0.013157894736842105,0.011627906976744186,0.012345679012345678,0.20375335120643434,0.06702413409948349,0.06397306174039841,746,594,0.2600820064544678,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,1,DegreeAwareRandom,degree_aware_random,GCN,0.5945945945945946,0.2534090909090909,0.6271186440677966,0.18461538461538463,0.13953488372093023,0.15894039735099336,0.1742627345844504,0.06702413409948349,0.06168831139802933,746,616,0.1991121768951416,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.5945945945945946,0.2623376623376623,0.6271186440677966,0.013157894736842105,0.011627906976744186,0.012345679012345678,0.20375335120643434,0.06702413409948349,0.07744107395410538,746,594,0.6820559501647949,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6202784776687622,-2.426333048788365e-05,0.7734584808349609,0.3344484865665436,0.5,0.2801077663898468,0.4237954020500183,0.27637549631310265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.6486486486486487,0.28160919540229884,0.6271186440677966,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07070706784725189,746,594,0.3374519348144531,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6202784776687622,,,,,0.30000004172325134,0.3073660731315613,0.2572117332469006,feature_pos_neg,False,7.781654130667448e-05,0.0012254613684490323,0.0011476449435576797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,1,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.5675675675675675,0.2433962264150943,0.576271186440678,0.013157894736842105,0.011627906976744186,0.012345679012345678,0.20375335120643434,0.06702413409948349,0.07407407462596893,746,594,1.2419798374176025,0.3,,,,,200.0,stability_residual,,,,,0.6202784776687622,,,,,,,0.32651324852118957,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3797215521335602,0.8630561232566833,0.41627630591392517,0.5000000596046448,0.3261707127094269,0.10062207281589508,0.876944899559021,0.0009721749811433256,0.5,0.2892563045024872,0.10053619742393494,0.7258687019348145,0.3236348628997803,1.0,0.0,-0.03120063804090023,0.5,0.0027632764540612698,0.614931934203063,0.6218904464792157,0.2450976420063204
Texas,feature_similar_cross_class,0.3,1,Random-Matched,random_matched,GCN,0.5945945945945946,0.19298245614035087,0.5423728813559322,0.2894736842105263,0.2558139534883721,0.2716049382716049,0.20375335120643434,0.06702413409948349,0.08080808073282242,746,594,0.18044614791870117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,2,Feature-only,feature_only,GCN,0.6756756756756757,0.3411330049261084,0.6101694915254238,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06734006851911545,746,594,0.18081283569335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,2,GCN-Jaccard,jaccard,GCN,0.5405405405405406,0.18181818181818182,0.576271186440678,0.039473684210526314,0.03488372093023256,0.03703703703703704,0.20375335120643434,0.06702413409948349,0.06397306174039841,746,594,0.16531991958618164,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,2,DegreeAwareRandom,degree_aware_random,GCN,0.5675675675675675,0.19090909090909092,0.576271186440678,0.2222222222222222,0.18604651162790697,0.20253164556962022,0.193029490616622,0.06702413409948349,0.06976743787527084,746,602,0.1882927417755127,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6486486486486487,0.2782485875706215,0.5932203389830508,0.013157894736842105,0.011627906976744186,0.012345679012345678,0.20375335120643434,0.06702413409948349,0.07070706784725189,746,594,0.6970376968383789,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6186413168907166,-2.3520504328189418e-05,0.8240616917610168,0.37190431356430054,0.5000000596046448,0.2956498861312866,0.4232181906700134,0.224758933635848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.5675675675675675,0.15272727272727274,0.576271186440678,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07070706784725189,746,594,0.3715536594390869,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6186413168907166,,,,,0.30000001192092896,0.30640074610710144,0.17818653269589174,feature_pos_neg,False,-4.1955634515034035e-05,0.0008190292865037918,0.0008609849610365927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,2,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.7027027027027027,0.3700564971751412,0.5932203389830508,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07070706784725189,746,594,1.409355640411377,0.3,,,,,200.0,stability_residual,,,,,0.6186413168907166,,,,,,,0.28127785430678226,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.38135868310928345,0.9626913666725159,0.43371543288230896,0.5,0.33297020196914673,0.058767229318618774,0.8719775676727295,0.06899696588516235,0.5,0.2892563045024872,0.10053619742393494,0.7231841683387756,0.32895520329475403,1.0,0.0,-0.26284894347190857,0.5,0.01881411299109459,0.5770500769791751,0.6439510574507739,0.22306741755125192
Texas,feature_similar_cross_class,0.3,2,Random-Matched,random_matched,GCN,0.40540540540540543,0.1595744680851064,0.576271186440678,0.2631578947368421,0.23255813953488372,0.24691358024691357,0.20375335120643434,0.06702413409948349,0.07070706784725189,746,594,0.363710880279541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,3,Feature-only,feature_only,GCN,0.6486486486486487,0.2982758620689655,0.5932203389830508,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06734006851911545,746,594,0.18663644790649414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,3,GCN-Jaccard,jaccard,GCN,0.5405405405405406,0.2759259259259259,0.5932203389830508,0.013157894736842105,0.011627906976744186,0.012345679012345678,0.20375335120643434,0.06702413409948349,0.06397306174039841,746,594,0.16520905494689941,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,3,DegreeAwareRandom,degree_aware_random,GCN,0.6216216216216216,0.19166666666666668,0.576271186440678,0.2835820895522388,0.22093023255813954,0.2483660130718954,0.17962466487935658,0.06702413409948349,0.07189542800188065,746,612,0.16285419464111328,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6216216216216216,0.2929824561403509,0.5423728813559322,0.013157894736842105,0.011627906976744186,0.012345679012345678,0.20375335120643434,0.06702413409948349,0.07070706784725189,746,594,0.6478219032287598,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6183880567550659,3.8156209484441206e-05,0.7972520589828491,0.31882548332214355,0.5,0.2885506749153137,0.3904394805431366,0.30465521432622966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.5945945945945946,0.1896551724137931,0.6271186440677966,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06734006851911545,746,594,0.32198476791381836,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6183880567550659,,,,,0.30000001192092896,0.30437591671943665,0.22960051859654815,feature_pos_neg,False,5.478438106365502e-05,0.002398829674348235,0.0023440453223884106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,3,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.6486486486486487,0.29491525423728815,0.5932203389830508,0.07894736842105263,0.06976744186046512,0.07407407407407408,0.20375335120643434,0.06702413409948349,0.08080808073282242,746,594,1.2422308921813965,0.3,,,,,200.0,stability_residual,,,,,0.6183880567550659,,,,,,,0.3542257515598412,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3816119432449341,0.9928125143051147,0.393454909324646,0.5,0.36653387546539307,0.06962805986404419,0.8647973537445068,0.0332987941801548,0.5,0.2892563045024872,0.10053619742393494,0.7267538905143738,0.3260810077190399,1.0,0.0,-0.18260200321674347,0.5,0.016942715272307396,0.7191576857629041,0.7580220403532939,0.23826067579612673
Texas,feature_similar_cross_class,0.3,3,Random-Matched,random_matched,GCN,0.5945945945945946,0.1864406779661017,0.5932203389830508,0.27631578947368424,0.2441860465116279,0.25925925925925924,0.20375335120643434,0.06702413409948349,0.06397306174039841,746,594,0.17944002151489258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,4,Feature-only,feature_only,GCN,0.6756756756756757,0.3684210526315789,0.6271186440677966,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06734006851911545,746,594,0.1936194896697998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,4,GCN-Jaccard,jaccard,GCN,0.6216216216216216,0.19827586206896552,0.6271186440677966,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06397306174039841,746,594,0.23980402946472168,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,4,DegreeAwareRandom,degree_aware_random,GCN,0.5945945945945946,0.2909090909090909,0.5932203389830508,0.19718309859154928,0.16279069767441862,0.17834394904458598,0.19034852546916892,0.06702413409948349,0.07284767925739288,746,604,0.19484925270080566,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6216216216216216,0.19166666666666668,0.5932203389830508,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07070706784725189,746,594,0.64975905418396,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6211196780204773,-3.671134982141666e-05,0.8156836628913879,0.2548910975456238,0.5,0.31107252836227417,0.4055417776107788,0.2591362126245847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.6756756756756757,0.49159663865546216,0.6271186440677966,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07744107395410538,746,594,0.464493989944458,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6211196780204773,,,,,0.30000001192092896,0.3099589943885803,0.2025970342759906,feature_pos_neg,False,-0.00013173323532100767,0.0001649685436859727,0.00029670176445506513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,4,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.6486486486486487,0.2782485875706215,0.6101694915254238,0.05263157894736842,0.046511627906976744,0.04938271604938271,0.20375335120643434,0.06702413409948349,0.08080808073282242,746,594,1.2828168869018555,0.3,,,,,200.0,stability_residual,,,,,0.6211196780204773,,,,,,,0.2517522891175755,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3788803219795227,1.1126704216003418,0.3315143287181854,0.5,0.34425583481788635,0.07628753781318665,0.8727732300758362,0.009549585171043873,0.5,0.2892563045024872,0.10053619742393494,0.7256239056587219,0.32668256759643555,1.0,0.0,-0.0977875366806984,0.5,0.007821427658200264,0.43669475731302154,0.4576006806579693,0.2501823190989385
Texas,feature_similar_cross_class,0.3,4,Random-Matched,random_matched,GCN,0.5675675675675675,0.1875,0.5423728813559322,0.2236842105263158,0.19767441860465115,0.20987654320987653,0.20375335120643434,0.06702413409948349,0.06734006851911545,746,594,0.19528889656066895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,5,Feature-only,feature_only,GCN,0.6756756756756757,0.33035714285714285,0.6101694915254238,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06734006851911545,746,594,0.1829371452331543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,5,GCN-Jaccard,jaccard,GCN,0.5135135135135135,0.2670807453416149,0.6440677966101694,0.013157894736842105,0.011627906976744186,0.012345679012345678,0.20375335120643434,0.06702413409948349,0.06397306174039841,746,594,0.4199824333190918,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,5,DegreeAwareRandom,degree_aware_random,GCN,0.5675675675675675,0.1875,0.576271186440678,0.22058823529411764,0.1744186046511628,0.19480519480519481,0.18230563002680966,0.06702413409948349,0.07213114947080612,746,610,0.17713403701782227,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,5,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6486486486486487,0.2782485875706215,0.6101694915254238,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07744107395410538,746,594,0.6654093265533447,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6212577223777771,-0.00011557224934222177,0.7144772410392761,0.29753217101097107,0.5,0.30344122648239136,0.3934248089790344,0.2638967668746455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,5,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.5945945945945946,0.33333333333333337,0.7457627118644068,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07070706784725189,746,594,0.5807211399078369,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6212577223777771,,,,,0.30000004172325134,0.2966369390487671,0.2606555384490722,feature_pos_neg,False,-0.00011023983097402379,0.0004085096879862249,0.0005187495262362063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,5,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.6486486486486487,0.2033898305084746,0.576271186440678,0.05263157894736842,0.046511627906976744,0.04938271604938271,0.20375335120643434,0.06702413409948349,0.07744107395410538,746,594,1.3716387748718262,0.3,,,,,200.0,stability_residual,,,,,0.6212577223777771,,,,,,,0.27378251357264405,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3787423074245453,1.1523534059524536,0.364762544631958,0.4999999701976776,0.327208548784256,0.05219082161784172,0.8793706893920898,0.04168853536248207,0.5,0.2892563045024872,0.10053619742393494,0.7211922407150269,0.3300277888774872,1.0,0.0,-0.2043146789073944,0.5,0.021179234609007835,0.46891459363098614,0.5115671339437647,0.27525119520298197
Texas,feature_similar_cross_class,0.3,5,Random-Matched,random_matched,GCN,0.5945945945945946,0.19642857142857142,0.5932203389830508,0.25,0.22093023255813954,0.23456790123456792,0.20375335120643434,0.06702413409948349,0.07744107395410538,746,594,0.19352054595947266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,6,Feature-only,feature_only,GCN,0.6486486486486487,0.28869047619047616,0.6101694915254238,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06734006851911545,746,594,0.19823694229125977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,6,GCN-Jaccard,jaccard,GCN,0.6216216216216216,0.19827586206896552,0.5932203389830508,0.039473684210526314,0.03488372093023256,0.03703703703703704,0.20375335120643434,0.06702413409948349,0.06397306174039841,746,594,0.1670987606048584,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,6,DegreeAwareRandom,degree_aware_random,GCN,0.6216216216216216,0.19827586206896552,0.576271186440678,0.23529411764705882,0.18604651162790697,0.2077922077922078,0.18230563002680966,0.06702413409948349,0.07213114947080612,746,610,0.18154692649841309,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,6,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6486486486486487,0.2850877192982456,0.5932203389830508,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07070706784725189,746,594,0.6748611927032471,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6202146410942078,1.6541776858503e-05,0.7419571280479431,0.3510259687900543,0.5000000596046448,0.31159356236457825,0.4012046456336975,0.20073332793128595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,6,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.6216216216216216,0.15862068965517243,0.5932203389830508,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07407407462596893,746,594,0.34214329719543457,0.3,0.1,0.5,,,,,0.1,0.5,,,0.6202146410942078,,,,,0.30000004172325134,0.31350499391555786,0.20502795559517056,feature_pos_neg,False,-0.00012920075096189976,0.000752007937990129,0.0008812086889520288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,6,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.6216216216216216,0.20535714285714285,0.6101694915254238,0.013157894736842105,0.011627906976744186,0.012345679012345678,0.20375335120643434,0.06702413409948349,0.08417508006095886,746,594,1.25333571434021,0.3,,,,,200.0,stability_residual,,,,,0.6202146410942078,,,,,,,0.2656186694757313,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.3797853887081146,1.1178689002990723,0.33237314224243164,0.5,0.2938031852245331,0.08710310608148575,0.8919274806976318,0.03450995311141014,0.5,0.2892562747001648,0.10053619742393494,0.7275249361991882,0.3280154764652252,1.0,0.0,-0.1858932077884674,0.5,0.013072571717202663,0.48326715825297784,0.5245928206790373,0.2421602787456446
Texas,feature_similar_cross_class,0.3,6,Random-Matched,random_matched,GCN,0.6486486486486487,0.25462962962962965,0.5423728813559322,0.18421052631578946,0.16279069767441862,0.17283950617283952,0.20375335120643434,0.06702413409948349,0.07407407462596893,746,594,0.17928624153137207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,7,Feature-only,feature_only,GCN,0.6756756756756757,0.3411330049261084,0.6271186440677966,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.06734006851911545,746,594,0.17811131477355957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,7,GCN-Jaccard,jaccard,GCN,0.5945945945945946,0.19642857142857142,0.6271186440677966,0.039473684210526314,0.03488372093023256,0.03703703703703704,0.20375335120643434,0.06702413409948349,0.06397306174039841,746,594,0.17260956764221191,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,7,DegreeAwareRandom,degree_aware_random,GCN,0.5945945945945946,0.19642857142857142,0.6101694915254238,0.21212121212121213,0.16279069767441862,0.1842105263157895,0.1769436997319035,0.06702413409948349,0.06840390712022781,746,614,0.17094135284423828,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,feature_similar_cross_class,0.3,7,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6486486486486487,0.2782485875706215,0.6440677966101694,0.0,0.0,0.0,0.20375335120643434,0.06702413409948349,0.07407407462596893,746,594,0.6246981620788574,0.3,0.1,0.5,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,0.1,0.5,3.0,4.0,0.6212210655212402,-2.5063449356821366e-05,0.6997319459915161,0.3086065948009491,0.5,0.3028744161128998,0.41741958260536194,0.2788671906652621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
