method,mean,std,count
Feature-only,0.4975111624782677,0.15571135351618137,120
GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,0.490378463796614,0.1540524765379191,120
MCGC-cw3.0-lp0.1-ln0.5,0.48673110804302755,0.15507887184196995,120
StabilityResidual-v5-dp0.15-grad-frozen,0.48608285336420015,0.15357303969009428,120
GCN-Jaccard,0.4790329290203516,0.14260107159036894,120
Random-Matched,0.46575487058265697,0.14334117901564597,120
DegreeAwareRandom,0.4599594641080709,0.14029174208793635,120
