test_acc,test_f1,val_acc,runtime,num_edges_after,actual_prune_ratio,dataset,noise_type,noise_ratio,seed,method,downstream_model
0.607,0.5760595182132496,0.596,0.782052755355835,10978,0.19997084973036006,Cora,feature_similar_cross_class,0.3,0,Feature-only,GCN
0.677,0.6672356665176098,0.658,0.809727668762207,10050,0.2675994752951465,Cora,feature_similar_cross_class,0.3,0,IDGL-Proxy,GCN
