method,mean,std,count
StabilityResidual-v5-dp0.15-grad-frozen,0.6806277777777778,0.06686182120387506,180
Feature-only,0.6708055555555555,0.06596944418993347,180
GCN-Jaccard,0.6705777777777777,0.06764811645447791,180
MCGC-cw3.0-lp0.1-ln0.5,0.6544166666666666,0.0609056303641615,180
GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,0.6525111111111112,0.07166912559118005,180
Random-Matched,0.6441888888888888,0.06329401013862943,180
DegreeAwareRandom,0.6431666666666667,0.062194908987075505,180
