dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_score_ratio,hp_lambda_pos,hp_lambda_neg,diag_mode,diag_lambda_pos,diag_lambda_neg,diag_degree_norm,diag_feature_risk_mean,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_consistency_weight,diag_num_checkpoints,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,hp_num_views,hp_edge_dropout_rates,hp_use_gradient_confidence,hp_gradient_abstention_threshold,hp_checkpoint_control,diag_num_views,diag_use_gradient_confidence,diag_gradient_abstention_threshold,diag_skip_residualization,diag_feature_sim_mean,diag_raw_edge_score_mean,diag_raw_edge_score_std,diag_node_instability_mean,diag_node_entropy_mean,diag_node_jsd_mean,diag_node_confidence_mean,diag_projection_ratio,diag_residual_mean,diag_residual_std,diag_abstention_fraction,diag_edge_score_mean,diag_edge_score_std,diag_gradient_confidence_mean,diag_gradient_confidence_std,diag_projection_beta,diag_alpha,diag_residual_feature_sim_corr,diag_residual_auc,diag_raw_stability_auc,diag_feature_risk_auc
Cora,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.609,0.5785192931816426,0.596,0.08819241982507289,0.0764371446620341,0.08189509306260574,0.19997084973036006,0.6230869889259338,0.6068500280380249,13722,10978,1.122199296951294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,0,GCN-Jaccard,jaccard,GCN,0.616,0.5818257088841217,0.616,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.5619356632232666,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,0,DegreeAwareRandom,degree_aware_random,GCN,0.653,0.6494751923187415,0.65,0.20477386934673367,0.20593809222994314,0.20535433070866144,0.23203614633435354,0.6230869889259338,0.6221294403076172,13722,10538,0.680333137512207,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.607,0.573609102493573,0.578,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.592093288898468,13722,10978,1.321843147277832,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.842603862285614,1.762511260494648e-06,1.699257700238377e-05,1.523006631032331e-05,0.2999999523162842,0.2975401282310486,0.47220892358344163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.612,0.5937496207739815,0.596,0.15087463556851313,0.13076437144662034,0.1401015228426396,0.19997084973036006,0.6230869889259338,0.6230642795562744,13722,10978,1.9816100597381592,0.3,0.1,0.5,,0.1,0.5,,0.842603862285614,,,,0.333514004945755,0.3618948459625244,0.4713158734440892,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,2.149751594515692e-07,0.8812854886054993,0.49599987268447876,0.4999999403953552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,0,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.63,0.6029439135225256,0.632,0.26239067055393583,0.22741629816803538,0.2436548223350254,0.19997084973036006,0.6230869889259338,0.6476589441299438,13722,10978,3.108109474182129,0.3,,,,,,,0.842603862285614,,,,,,0.6607883425089951,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.1573961079120636,0.5714961886405945,0.19830811023712158,0.5,1.4051324129104614,0.12486443668603897,0.483025461435318,1.9282580865365162e-07,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7256572842597961,0.3314323425292969,0.9999999403953552,0.0,0.0004391353577375412,0.5,-3.294397538411431e-05,0.5763768519584626,0.576407821163523,0.6080494619197867
Cora,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.653,0.6333604017767219,0.638,0.22667638483965014,0.19646241313960833,0.2104906937394247,0.19997084973036006,0.6230869889259338,0.6259792447090149,13722,10978,0.8227558135986328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,1,Feature-only,feature_only,GCN,0.605,0.5876486952767185,0.598,0.08819241982507289,0.0764371446620341,0.08189509306260574,0.19997084973036006,0.6230869889259338,0.6068500280380249,13722,10978,0.7517600059509277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,1,GCN-Jaccard,jaccard,GCN,0.61,0.5918594021235968,0.598,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.5735909938812256,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,1,DegreeAwareRandom,degree_aware_random,GCN,0.662,0.641138607266197,0.636,0.23229813664596274,0.23626026531901453,0.23426244910742247,0.23465967060195303,0.6230869889259338,0.6292134523391724,13722,10502,0.45798254013061523,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.611,0.5939458125472761,0.574,0.0007288629737609329,0.0006317119393556538,0.0006768189509306261,0.19997084973036006,0.6230869889259338,0.5911823511123657,13722,10978,1.3168308734893799,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8429648280143738,5.90679078982248e-08,6.401639325304131e-07,5.810960033159063e-07,0.2999999523162842,0.2995160222053528,0.48647684030087585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.65,0.63959835068458,0.612,0.15160349854227406,0.131396083385976,0.14077834179357024,0.19997084973036006,0.6230869889259338,0.6234286427497864,13722,10978,2.090146780014038,0.3,0.1,0.5,,0.1,0.5,,0.8429648280143738,,,,0.3379433751106262,0.3562127947807312,0.48808400739478786,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,3.750633652543911e-07,0.8738886117935181,0.5139346122741699,0.4999999403953552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,1,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.618,0.6121113277026383,0.622,0.30174927113702626,0.2615287428932407,0.2802030456852792,0.19997084973036006,0.6230869889259338,0.6582255363464355,13722,10978,3.0604610443115234,0.3,,,,,,,0.8429648280143738,,,,,,0.6842287094046084,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.15703511238098145,0.6932346820831299,0.31731167435646057,0.5,1.2776424884796143,0.0531933456659317,0.5548699498176575,0.0020912806503474712,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7264614105224609,0.33158814907073975,0.9999999403953552,0.0,0.04573218896985054,0.5,0.0001884873054223135,0.6223015499324124,0.6272207762612276,0.6129795199898888
Cora,feature_similar_cross_class,0.3,1,Random-Matched,random_matched,GCN,0.665,0.656838535523365,0.684,0.2434402332361516,0.21099178774478838,0.22605752961082912,0.19997084973036006,0.6230869889259338,0.6257970333099365,13722,10978,0.9311418533325195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,2,Feature-only,feature_only,GCN,0.591,0.581763330850672,0.564,0.08965014577259475,0.07770056854074542,0.083248730964467,0.19997084973036006,0.6230869889259338,0.6072143912315369,13722,10978,0.7675635814666748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,2,GCN-Jaccard,jaccard,GCN,0.585,0.5793896155664424,0.568,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.5847058296203613,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,2,DegreeAwareRandom,degree_aware_random,GCN,0.63,0.6155970220140154,0.644,0.225,0.22741629816803538,0.22620169651272384,0.2332021571199534,0.6230869889259338,0.622505247592926,13722,10522,0.5438683032989502,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.583,0.5753385037300516,0.55,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5900892615318298,13722,10978,1.206500768661499,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8429141044616699,6.316170129139209e-06,2.7327008865540847e-05,2.1010835553170182e-05,0.2999999523162842,0.30014318227767944,0.4698479032022936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.616,0.6126747368780769,0.574,0.15451895043731778,0.13392293114339862,0.14348561759729273,0.19997084973036006,0.6230869889259338,0.6236108541488647,13722,10978,1.9945764541625977,0.3,0.1,0.5,,0.1,0.5,,0.8429141044616699,,,,0.31691238284111023,0.36010149121284485,0.43983242997009964,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.3676729793132836e-07,0.9202375411987305,0.6187393069267273,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,2,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.62,0.6158264236173226,0.598,0.28061224489795916,0.24320909665192672,0.260575296108291,0.19997084973036006,0.6230869889259338,0.6487520337104797,13722,10978,3.16410493850708,0.3,,,,,,,0.8429141044616699,,,,,,0.6662987664741209,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.15708589553833008,0.5813363790512085,0.20017856359481812,0.5,1.3828930854797363,0.16813158988952637,0.48173245787620544,3.022723049639353e-08,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.725363552570343,0.32978901267051697,0.9999999403953552,0.0,-0.00017386613762937486,0.5,-5.234765194472857e-05,0.5806351924590973,0.5806295671348931,0.6125906245713681
Cora,feature_similar_cross_class,0.3,2,Random-Matched,random_matched,GCN,0.632,0.6225318951786856,0.626,0.22813411078717202,0.19772583701831964,0.21184433164128597,0.19997084973036006,0.6230869889259338,0.6236108541488647,13722,10978,0.7576601505279541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,3,Feature-only,feature_only,GCN,0.592,0.5782304629921821,0.568,0.08454810495626822,0.07327858496525584,0.07851099830795262,0.19997084973036006,0.6230869889259338,0.6063035130500793,13722,10978,0.773552656173706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,3,GCN-Jaccard,jaccard,GCN,0.611,0.60447624199571,0.598,0.0663265306122449,0.0574857864813645,0.06159052453468697,0.19997084973036006,0.6230869889259338,0.6032063961029053,13722,10978,0.8128092288970947,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,3,DegreeAwareRandom,degree_aware_random,GCN,0.639,0.6235186656593699,0.636,0.23902132998745296,0.2406822488945041,0.23984891406987727,0.23232764903075354,0.6230869889259338,0.6271122097969055,13722,10534,0.4768085479736328,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.584,0.5780530061647104,0.574,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5926398038864136,13722,10978,1.2374567985534668,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8429012298583984,3.7640218124579405e-06,2.876259350159671e-05,2.4998571461765096e-05,0.29999998211860657,0.30198320746421814,0.4770147457700554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.636,0.6320212866639111,0.604,0.16107871720116618,0.1396083385975995,0.14957698815566836,0.19997084973036006,0.6230869889259338,0.6254326701164246,13722,10978,2.3832623958587646,0.3,0.1,0.5,,0.1,0.5,,0.8429012298583984,,,,0.3297750949859619,0.36140987277030945,0.48326214704980475,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.217277798559735e-07,0.8803381323814392,0.46627262234687805,0.4999999403953552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,3,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.633,0.6267645318560942,0.626,0.30466472303207,0.2640555906506633,0.28291032148900175,0.19997084973036006,0.6230869889259338,0.6605939269065857,13722,10978,3.186164379119873,0.3,,,,,,,0.8429012298583984,,,,,,0.6807504038863091,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.15709877014160156,0.5049684047698975,0.1487506479024887,0.5000000596046448,1.7828196287155151,0.02231357991695404,0.3127380609512329,0.003447486786171794,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7253388166427612,0.33148327469825745,0.9999999403953552,0.0,-0.05871744453907013,0.5,0.0016034136060625315,0.6170988132480933,0.6104473162056973,0.611504398405089
Cora,feature_similar_cross_class,0.3,3,Random-Matched,random_matched,GCN,0.672,0.6522946719389578,0.642,0.2259475218658892,0.19583070120025267,0.2098138747884941,0.19997084973036006,0.6230869889259338,0.6237930059432983,13722,10978,0.7576422691345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,4,Feature-only,feature_only,GCN,0.624,0.6143004340019999,0.578,0.08454810495626822,0.07327858496525584,0.07851099830795262,0.19997084973036006,0.6230869889259338,0.6063035130500793,13722,10978,0.7715234756469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,4,GCN-Jaccard,jaccard,GCN,0.622,0.6134823442190396,0.576,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.6533434391021729,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,4,DegreeAwareRandom,degree_aware_random,GCN,0.637,0.624791875452673,0.612,0.21481942714819427,0.21794061907770057,0.21636876763875823,0.23407666520915316,0.6230869889259338,0.6196004152297974,13722,10510,0.47137451171875,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.604,0.592167234326008,0.574,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5930041670799255,13722,10978,1.213646650314331,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8430176377296448,5.162601610209094e-06,3.2221712899627164e-05,2.7059113563154824e-05,0.2999999523162842,0.2998766601085663,0.47553031846276883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.621,0.6128615100156222,0.598,0.13994169096209913,0.12128869235628553,0.1299492385786802,0.19997084973036006,0.6230869889259338,0.6190562844276428,13722,10978,2.003323554992676,0.3,0.1,0.5,,0.1,0.5,,0.8430176377296448,,,,0.32178544998168945,0.3656124472618103,0.4512535735769665,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.3603279569451843e-07,0.9113102555274963,0.54066401720047,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,4,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.663,0.6523003504044996,0.646,0.30174927113702626,0.2615287428932407,0.2802030456852792,0.19997084973036006,0.6230869889259338,0.6615048050880432,13722,10978,3.0217177867889404,0.3,,,,,,,0.8430176377296448,,,,,,0.688035617637857,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.15698236227035522,0.5837263464927673,0.2406807839870453,0.5000000596046448,1.7989304065704346,0.001625062432140112,0.3109392523765564,0.0013322553131729364,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7243688106536865,0.3299952745437622,0.9999999403953552,0.0,-0.03650140389800072,0.5,0.0016112200682982802,0.6254195654042082,0.6212137678253957,0.6130533374091001
Cora,feature_similar_cross_class,0.3,4,Random-Matched,random_matched,GCN,0.645,0.6324833451174604,0.644,0.22157434402332363,0.19204042956411876,0.20575296108291033,0.19997084973036006,0.6230869889259338,0.6232464909553528,13722,10978,0.7766177654266357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,5,Feature-only,feature_only,GCN,0.6,0.5992642688640855,0.566,0.08819241982507289,0.0764371446620341,0.08189509306260574,0.19997084973036006,0.6230869889259338,0.6068500280380249,13722,10978,0.9648213386535645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,5,GCN-Jaccard,jaccard,GCN,0.565,0.5625753582160508,0.558,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.6029725074768066,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,5,DegreeAwareRandom,degree_aware_random,GCN,0.635,0.6330798985604169,0.61,0.2111801242236025,0.2147820593809223,0.21296586282492955,0.23465967060195303,0.6230869889259338,0.6219767332077026,13722,10502,0.6719520092010498,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,5,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.577,0.5796741870734491,0.54,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5928220152854919,13722,10978,1.5714390277862549,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8428906202316284,1.1208397410200632e-07,1.0596074844215764e-06,9.475235174249974e-07,0.2999999523162842,0.30081015825271606,0.48332779578014506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,5,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.601,0.6065990450570082,0.598,0.13556851311953352,0.11749842072015161,0.12588832487309645,0.19997084973036006,0.6230869889259338,0.6181453466415405,13722,10978,2.6070570945739746,0.3,0.1,0.5,,0.1,0.5,,0.8428906202316284,,,,0.33284449577331543,0.36079972982406616,0.47120600009048397,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.328170498027248e-07,0.8666374683380127,0.4951358139514923,0.4999999403953552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,5,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.661,0.6560321611733143,0.624,0.32215743440233235,0.279216677195199,0.2991539763113367,0.19997084973036006,0.6230869889259338,0.6647840738296509,13722,10978,3.6286773681640625,0.3,,,,,,,0.8428906202316284,,,,,,0.7037313493572888,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.1571093648672104,0.7486336827278137,0.40400615334510803,0.5,0.7174497842788696,0.06655247509479523,0.753385066986084,9.77917920863547e-07,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7256554961204529,0.3341839015483856,0.9999999403953552,0.0,0.0009889333741739392,0.5,0.001827978645451367,0.6769167454411535,0.6770039978101929,0.6113908147312639
Cora,feature_similar_cross_class,0.3,5,Random-Matched,random_matched,GCN,0.673,0.6712047494639153,0.604,0.22886297376093295,0.1983575489576753,0.2125211505922166,0.19997084973036006,0.6230869889259338,0.6226999163627625,13722,10978,1.0652940273284912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,6,Feature-only,feature_only,GCN,0.569,0.56187000649136,0.606,0.08819241982507289,0.0764371446620341,0.08189509306260574,0.19997084973036006,0.6230869889259338,0.6068500280380249,13722,10978,0.8639497756958008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,6,GCN-Jaccard,jaccard,GCN,0.58,0.5759814323605148,0.606,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.7185311317443848,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,6,DegreeAwareRandom,degree_aware_random,GCN,0.638,0.6182461196712762,0.638,0.21565003080714726,0.22109917877447885,0.2183406113537118,0.2365544381285527,0.6230869889259338,0.6252385973930359,13722,10476,0.4961881637573242,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,6,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.586,0.5820672283846938,0.588,0.0007288629737609329,0.0006317119393556538,0.0006768189509306261,0.19997084973036006,0.6230869889259338,0.5919110774993896,13722,10978,1.4988188743591309,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8427222967147827,6.501595350982825e-08,5.331542070052819e-07,4.6813821086288954e-07,0.29999998211860657,0.30058354139328003,0.4729684620387563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,6,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.615,0.6124046021951219,0.614,0.14504373177842567,0.12571067593177512,0.13468697123519463,0.19997084973036006,0.6230869889259338,0.621060311794281,13722,10978,2.3803226947784424,0.3,0.1,0.5,,0.1,0.5,,0.8427222967147827,,,,0.3356555998325348,0.3605775535106659,0.48540515619610314,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.8080640984408092e-07,0.8704999089241028,0.5176971554756165,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,6,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.662,0.6503509821022283,0.668,0.32434402332361517,0.28111181301326593,0.3011844331641286,0.19997084973036006,0.6230869889259338,0.6651484370231628,13722,10978,3.2912228107452393,0.3,,,,,,,0.8427222967147827,,,,,,0.6993824351525793,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.1572776883840561,0.7395070791244507,0.3837524950504303,0.5,0.8167714476585388,0.047539930790662766,0.7188212275505066,0.0003280362579971552,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7248703837394714,0.3332250416278839,0.9999999403953552,0.0,0.018112432211637497,0.5,0.0012449162313714623,0.6682314842453819,0.6700653399359479,0.6081828539160754
Cora,feature_similar_cross_class,0.3,6,Random-Matched,random_matched,GCN,0.638,0.6269185807717277,0.654,0.26749271137026237,0.23183828174352494,0.24839255499153975,0.19997084973036006,0.6230869889259338,0.6294406652450562,13722,10978,0.7611117362976074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,7,Feature-only,feature_only,GCN,0.619,0.6140084508101383,0.588,0.08454810495626822,0.07327858496525584,0.07851099830795262,0.19997084973036006,0.6230869889259338,0.6063035130500793,13722,10978,3.080023765563965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,7,GCN-Jaccard,jaccard,GCN,0.608,0.5911487013007654,0.594,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.6241896152496338,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,7,DegreeAwareRandom,degree_aware_random,GCN,0.643,0.6264175684962965,0.648,0.22201375859912445,0.2242577384712571,0.22313010685103707,0.23305640577175335,0.6230869889259338,0.6227670311927795,13722,10524,0.4914834499359131,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,7,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.581,0.5702302280680553,0.584,0.0007288629737609329,0.0006317119393556538,0.0006768189509306261,0.19997084973036006,0.6230869889259338,0.5935507416725159,13722,10978,5.175941228866577,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.842790424823761,5.017878024204947e-08,5.124367135067587e-07,4.6225795813370496e-07,0.2999999523162842,0.2991718351840973,0.4756141597309611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,7,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.632,0.6298635660715732,0.602,0.14285714285714285,0.12381554011370816,0.13265651438240272,0.19997084973036006,0.6230869889259338,0.6223355531692505,13722,10978,7.40036153793335,0.3,0.1,0.5,,0.1,0.5,,0.842790424823761,,,,0.32434648275375366,0.3584260642528534,0.47178223675816633,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,9.474699425027211e-08,0.9114560484886169,0.5516276955604553,0.4999999403953552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
