dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_score_ratio,hp_lambda_pos,hp_lambda_neg,diag_mode,diag_lambda_pos,diag_lambda_neg,diag_degree_norm,diag_feature_risk_mean,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_consistency_weight,diag_num_checkpoints,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,hp_num_views,hp_edge_dropout_rates,hp_use_gradient_confidence,hp_gradient_abstention_threshold,hp_checkpoint_control,diag_num_views,diag_use_gradient_confidence,diag_gradient_abstention_threshold,diag_skip_residualization,diag_feature_sim_mean,diag_raw_edge_score_mean,diag_raw_edge_score_std,diag_node_instability_mean,diag_node_entropy_mean,diag_node_jsd_mean,diag_node_confidence_mean,diag_projection_ratio,diag_residual_mean,diag_residual_std,diag_abstention_fraction,diag_edge_score_mean,diag_edge_score_std,diag_gradient_confidence_mean,diag_gradient_confidence_std,diag_projection_beta,diag_alpha,diag_residual_feature_sim_corr,diag_residual_auc,diag_raw_stability_auc,diag_feature_risk_auc
Cora,low_feature_similarity,0.3,18,Random-Matched,random_matched,GCN,0.72,0.7121474166214242,0.68,0.2230320699708455,0.19330385344283008,0.20710659898477157,0.19997084973036006,0.657338559627533,0.6556749939918518,13722,10978,0.993943452835083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,low_feature_similarity,0.3,19,Feature-only,feature_only,GCN,0.718,0.7138720210660789,0.696,0.5830903790087464,0.505369551484523,0.5414551607445008,0.19997084973036006,0.6558810472488403,0.7210785150527954,13722,10978,0.7224907875061035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,low_feature_similarity,0.3,19,GCN-Jaccard,jaccard,GCN,0.718,0.7132927638360179,0.696,0.5830903790087464,0.505369551484523,0.5414551607445008,0.19997084973036006,0.6558810472488403,0.7210785150527954,13722,10978,0.5224819183349609,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,low_feature_similarity,0.3,19,DegreeAwareRandom,degree_aware_random,GCN,0.666,0.6581880949859428,0.658,0.21405953134895503,0.21351863550221098,0.2137887413029728,0.23014137880775398,0.6558810472488403,0.6524043679237366,13722,10564,0.43213391304016113,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,low_feature_similarity,0.3,19,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.728,0.718577282724935,0.698,0.6151603498542274,0.5331648768161719,0.5712351945854485,0.19997084973036006,0.6558810472488403,0.728912353515625,13722,10978,1.2437498569488525,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.871027410030365,7.082797765178839e-06,3.141998968203552e-05,2.433719055261463e-05,0.2999999523162842,0.25538718700408936,0.9018347413799089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,low_feature_similarity,0.3,19,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.716,0.7066702283290756,0.702,0.5342565597667639,0.46304485154769426,0.49610829103214893,0.19997084973036006,0.6558810472488403,0.7185279726982117,13722,10978,1.925955057144165,0.3,0.1,0.5,,0.1,0.5,,0.871027410030365,,,,0.3046651780605316,0.32725268602371216,0.736153503846884,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,8.828880737610234e-08,0.9283996224403381,0.5765082836151123,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,low_feature_similarity,0.3,19,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.715,0.7098756164800664,0.708,0.7864431486880467,0.6816171825647505,0.7302876480541456,0.19997084973036006,0.6558810472488403,0.7580615878105164,13722,10978,2.8815319538116455,0.3,,,,,,,0.871027410030365,,,,,,0.9538254239280226,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.12897257506847382,0.4953620433807373,0.1311684399843216,0.5,1.679779291152954,0.11001899093389511,0.33752650022506714,2.0632717223634245e-06,0.4999999403953552,0.2887066900730133,0.10005829483270645,0.7282314300537109,0.33565661311149597,0.9999999403953552,0.0,-0.0014364616945385933,0.5,0.0037488124798983335,0.49551422285427993,0.4948691058870334,0.9458128078817734
Cora,low_feature_similarity,0.3,19,Random-Matched,random_matched,GCN,0.689,0.6783068069280699,0.68,0.24416909620991253,0.21162349968414404,0.22673434856175972,0.19997084973036006,0.6558810472488403,0.659500777721405,13722,10978,0.7227697372436523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,0,Feature-only,feature_only,GCN,0.744,0.7277230796914251,0.712,0.5036443148688047,0.43651295009475677,0.46768189509306257,0.19997084973036006,0.6621483564376831,0.7172526717185974,13722,10978,0.7601182460784912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,0,GCN-Jaccard,jaccard,GCN,0.739,0.7233870291962008,0.712,0.49489795918367346,0.42893240682248895,0.4595600676818951,0.19997084973036006,0.6621483564376831,0.7157952189445496,13722,10978,0.5265886783599854,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,0,DegreeAwareRandom,degree_aware_random,GCN,0.714,0.7026597914562009,0.674,0.25182926829268293,0.260897030953885,0.25628296618057705,0.23903221104795225,0.6621483564376831,0.6724765300750732,13722,10442,0.4327516555786133,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.722,0.7182669819454796,0.7,0.4139941690962099,0.35881238155401135,0.3844331641285956,0.19997084973036006,0.6621483564376831,0.7050464153289795,13722,10978,1.5189659595489502,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8578127026557922,1.7918117123372213e-07,9.163741196971387e-07,7.371930337285448e-07,0.2999999523162842,0.28011465072631836,0.6902813188728191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.706,0.7001497044745674,0.698,0.3760932944606414,0.32596336070751736,0.349238578680203,0.19997084973036006,0.6621483564376831,0.6990343928337097,13722,10978,2.459843158721924,0.3,0.1,0.5,,0.1,0.5,,0.8578127026557922,,,,0.32854825258255005,0.35043516755104065,0.6701046573615027,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.5279906051546277e-07,0.8997230529785156,0.5318751335144043,0.4999999403953552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,0,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.75,0.7337823699962487,0.744,0.5918367346938775,0.5129500947567909,0.5495769881556684,0.19997084973036006,0.6621483564376831,0.7464019060134888,13722,10978,2.8476831912994385,0.3,,,,,,,0.8578127026557922,,,,,,0.8314971237837032,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14218729734420776,0.7546992301940918,0.4130299389362335,0.5,0.685021162033081,0.04832868650555611,0.7712282538414001,0.00969336461275816,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7256986498832703,0.33777299523353577,0.9999999403953552,0.0,0.09845847636461258,0.5,0.00245167245157063,0.5758871196113882,0.6053347343183316,0.7978371585936881
Cora,degree_aligned_random,0.3,0,Random-Matched,random_matched,GCN,0.698,0.6959302804763497,0.688,0.22667638483965014,0.19646241313960833,0.2104906937394247,0.19997084973036006,0.6621483564376831,0.664055347442627,13722,10978,0.9236586093902588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,Feature-only,feature_only,GCN,0.716,0.7076991087602706,0.694,0.5043731778425656,0.43714466203411245,0.4683587140439932,0.19997084973036006,0.660399317741394,0.7161595821380615,13722,10978,0.72438645362854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,GCN-Jaccard,jaccard,GCN,0.733,0.7257430269071223,0.698,0.4963556851311953,0.43019583070120027,0.46091370558375633,0.19997084973036006,0.660399317741394,0.7148842811584473,13722,10978,0.7874999046325684,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,DegreeAwareRandom,degree_aware_random,GCN,0.692,0.6886706894876021,0.692,0.2611348383160464,0.2703727100442198,0.265673494723774,0.2388864596997522,0.660399317741394,0.6677518486976624,13722,10444,0.7451300621032715,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.718,0.70767160519797,0.692,0.4074344023323615,0.3531269740998105,0.37834179357021996,0.19997084973036006,0.660399317741394,0.6992166042327881,13722,10978,1.3273634910583496,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.857255220413208,9.641068032806288e-08,7.151688237172493e-07,6.187581789163232e-07,0.2999999523162842,0.28511226177215576,0.6906710820275201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.724,0.710283057550294,0.704,0.3680758017492711,0.31901452937460517,0.34179357021996615,0.19997084973036006,0.660399317741394,0.6963016986846924,13722,10978,2.332202434539795,0.3,0.1,0.5,,0.1,0.5,,0.857255220413208,,,,0.33011987805366516,0.3515940010547638,0.66238042894653,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.2368560931008687e-07,0.8942937850952148,0.4855921268463135,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,1,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.738,0.7294989621632386,0.734,0.5947521865889213,0.5154769425142135,0.5522842639593909,0.19997084973036006,0.660399317741394,0.7423938512802124,13722,10978,2.958831548690796,0.3,,,,,,,0.857255220413208,,,,,,0.8345722611194109,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14274471998214722,0.7350926399230957,0.4016634523868561,0.5,0.7587014436721802,0.04439555108547211,0.7451884150505066,0.004922246560454369,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7255169749259949,0.3352958559989929,0.9999999403953552,0.0,0.07016128301620483,0.5,0.006568838842213154,0.5936024324859361,0.6141734352083537,0.7910242326997943
Cora,degree_aligned_random,0.3,1,Random-Matched,random_matched,GCN,0.711,0.6997735357897651,0.726,0.2434402332361516,0.21099178774478838,0.22605752961082912,0.19997084973036006,0.660399317741394,0.663690984249115,13722,10978,0.9897966384887695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,Feature-only,feature_only,GCN,0.706,0.6983866316209596,0.682,0.4912536443148688,0.4257738471257107,0.45617597292724194,0.19997084973036006,0.662877082824707,0.7172526717185974,13722,10978,0.7235016822814941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,GCN-Jaccard,jaccard,GCN,0.71,0.7015963352974337,0.688,0.48833819241982507,0.4232469993682881,0.45346869712351945,0.19997084973036006,0.662877082824707,0.7168883085250854,13722,10978,0.5212254524230957,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,DegreeAwareRandom,degree_aware_random,GCN,0.703,0.6967852826370109,0.718,0.24695121951219512,0.2558433354390398,0.2513186472230841,0.23903221104795225,0.662877082824707,0.6709442734718323,13722,10442,0.6443941593170166,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.708,0.6998010352559516,0.682,0.37755102040816324,0.32722678458622867,0.35059221658206424,0.19997084973036006,0.662877082824707,0.7012206315994263,13722,10978,1.1742613315582275,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8571546077728271,6.856721029180335e-06,2.69862557615852e-05,2.012953336816281e-05,0.2999999523162842,0.28029507398605347,0.6608966000779884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.725,0.7231842633213775,0.696,0.3629737609329446,0.3145925457991156,0.33705583756345175,0.19997084973036006,0.662877082824707,0.6968482136726379,13722,10978,2.253101348876953,0.3,0.1,0.5,,0.1,0.5,,0.8571546077728271,,,,0.3328235447406769,0.33888933062553406,0.6430272191485078,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.1980664282873477e-07,0.8900670409202576,0.5533112287521362,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,2,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.736,0.7272292372102459,0.728,0.5896501457725948,0.511054958938724,0.5475465313028764,0.19997084973036006,0.662877082824707,0.7433047890663147,13722,10978,2.730163097381592,0.3,,,,,,,0.8571546077728271,,,,,,0.8331839430745915,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14284536242485046,0.5147538781166077,0.1591271609067917,0.5000000596046448,1.8123602867126465,0.015378960408270359,0.2986057698726654,0.0005862335674464703,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7255423665046692,0.3338518738746643,0.9999999403953552,0.0,0.024213142693042755,0.5,0.008467265404760838,0.5899413936968123,0.597242705450604,0.7901825585267108
Cora,degree_aligned_random,0.3,2,Random-Matched,random_matched,GCN,0.711,0.7034470085031429,0.714,0.22813411078717202,0.19772583701831964,0.21184433164128597,0.19997084973036006,0.662877082824707,0.6649662852287292,13722,10978,0.7316327095031738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,Feature-only,feature_only,GCN,0.747,0.7348262154427528,0.704,0.5116618075801749,0.443461781427669,0.47512690355329945,0.19997084973036006,0.6606908440589905,0.7176170349121094,13722,10978,0.7377500534057617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,GCN-Jaccard,jaccard,GCN,0.75,0.7389952387356525,0.704,0.5116618075801749,0.443461781427669,0.47512690355329945,0.19997084973036006,0.6606908440589905,0.717434823513031,13722,10978,0.5904114246368408,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,DegreeAwareRandom,degree_aware_random,GCN,0.727,0.7122801500109048,0.668,0.2620353443022547,0.2716361339229311,0.2667493796526054,0.2391779623961522,0.6606908440589905,0.6722222566604614,13722,10440,0.4391200542449951,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.725,0.710974029688929,0.686,0.41909620991253643,0.36323436512950097,0.38917089678510997,0.19997084973036006,0.6606908440589905,0.703406810760498,13722,10978,1.2165722846984863,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8578327894210815,4.488431841309648e-06,2.9860548238502815e-05,2.537211730668787e-05,0.2999999523162842,0.2858150005340576,0.7052978824604067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.74,0.7305084389090498,0.678,0.38338192419825073,0.3322804801010739,0.35600676818950927,0.19997084973036006,0.6606908440589905,0.6975769400596619,13722,10978,1.9224433898925781,0.3,0.1,0.5,,0.1,0.5,,0.8578327894210815,,,,0.3266580104827881,0.35799819231033325,0.6932622021061692,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,9.900747244273589e-08,0.8492566347122192,0.40303879976272583,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,3,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.736,0.730629649713932,0.712,0.5889212827988338,0.5104232469993683,0.5468697123519458,0.19997084973036006,0.6606908440589905,0.7343778014183044,13722,10978,2.934007167816162,0.3,,,,,,,0.8578327894210815,,,,,,0.8317296770800595,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14216716587543488,0.6787821054458618,0.3116559684276581,0.5000000596046448,1.296384334564209,0.0829102098941803,0.5472965836524963,0.0022196376230567694,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7255951762199402,0.3391008675098419,0.9999999403953552,0.0,0.04711474850773811,0.5,0.005235598888248205,0.5762799348036893,0.5907390527001916,0.7984434069644386
Cora,degree_aligned_random,0.3,3,Random-Matched,random_matched,GCN,0.729,0.7093481049877892,0.68,0.2259475218658892,0.19583070120025267,0.2098138747884941,0.19997084973036006,0.6606908440589905,0.6616870164871216,13722,10978,0.7228984832763672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,Feature-only,feature_only,GCN,0.763,0.746058846711773,0.74,0.4963556851311953,0.43019583070120027,0.46091370558375633,0.19997084973036006,0.6608365774154663,0.717070460319519,13722,10978,0.7387962341308594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,GCN-Jaccard,jaccard,GCN,0.755,0.7390507530852578,0.738,0.48833819241982507,0.4232469993682881,0.45346869712351945,0.19997084973036006,0.6608365774154663,0.7154308557510376,13722,10978,0.5436728000640869,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,DegreeAwareRandom,degree_aware_random,GCN,0.74,0.7238840169215182,0.744,0.2616707616707617,0.26910928616550855,0.26533790096543136,0.23728319486955252,0.6608365774154663,0.6659659743309021,13722,10466,0.45174360275268555,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.74,0.7239709699308537,0.718,0.39285714285714285,0.3404927353126974,0.3648054145516074,0.19997084973036006,0.6608365774154663,0.7021315097808838,13722,10978,1.1693379878997803,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.857537567615509,6.000968369335169e-06,3.2086198189063e-05,2.6085228455485776e-05,0.2999999523162842,0.2802693545818329,0.6720339640319164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.736,0.7238826240260973,0.708,0.3651603498542274,0.31648768161718255,0.33908629441624366,0.19997084973036006,0.6608365774154663,0.6963016986846924,13722,10978,1.9695875644683838,0.3,0.1,0.5,,0.1,0.5,,0.857537567615509,,,,0.32916659116744995,0.3503400981426239,0.6561028663540264,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.0417168994081294e-07,0.8781518340110779,0.49015700817108154,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,4,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.764,0.7496985361711772,0.742,0.5750728862973761,0.4984207201516109,0.534010152284264,0.19997084973036006,0.6608365774154663,0.7449443936347961,13722,10978,2.6853392124176025,0.3,,,,,,,0.857537567615509,,,,,,0.8247848552867394,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14246241748332977,0.6057287454605103,0.23107750713825226,0.5000000596046448,1.824033260345459,0.001495806616730988,0.29387858510017395,3.7934074498480186e-05,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7266249656677246,0.3354099690914154,0.9999999403953552,0.0,0.00615928927436471,0.5,0.008523475378751755,0.5667141308383385,0.5685813794108825,0.7944407494176593
Cora,degree_aligned_random,0.3,4,Random-Matched,random_matched,GCN,0.731,0.7113457414306045,0.734,0.22157434402332363,0.19204042956411876,0.20575296108291033,0.19997084973036006,0.6608365774154663,0.6620513796806335,13722,10978,0.7596039772033691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,5,Feature-only,feature_only,GCN,0.719,0.712337363443657,0.722,0.4963556851311953,0.43019583070120027,0.46091370558375633,0.19997084973036006,0.6652091145515442,0.7194388508796692,13722,10978,0.7824702262878418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,5,GCN-Jaccard,jaccard,GCN,0.727,0.7264979925099919,0.714,0.48833819241982507,0.4232469993682881,0.45346869712351945,0.19997084973036006,0.6652091145515442,0.7177992463111877,13722,10978,0.7483587265014648,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,5,DegreeAwareRandom,degree_aware_random,GCN,0.715,0.7106767067720137,0.7,0.25121951219512195,0.2602653190145294,0.2556624263108905,0.23903221104795225,0.6652091145515442,0.6651982069015503,13722,10442,0.6096518039703369,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,5,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.705,0.6980380460813674,0.678,0.39941690962099125,0.3461781427668983,0.37089678510998303,0.19997084973036006,0.6652091145515442,0.7046820521354675,13722,10978,1.2969565391540527,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8569880127906799,1.0723554311198313e-07,8.230798016484187e-07,7.158442940635723e-07,0.29999998211860657,0.2821739614009857,0.67935346832356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,5,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.724,0.7161503524147748,0.7,0.37973760932944606,0.32912192040429566,0.3526226734348562,0.19997084973036006,0.6652091145515442,0.7023137211799622,13722,10978,2.0602660179138184,0.3,0.1,0.5,,0.1,0.5,,0.8569880127906799,,,,0.3463825583457947,0.3482205867767334,0.6814453109571501,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,-1.8595176243252354e-07,0.8311834931373596,0.40260177850723267,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,5,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.746,0.7428133330966918,0.74,0.5889212827988338,0.5104232469993683,0.5468697123519458,0.19997084973036006,0.6652091145515442,0.7504099011421204,13722,10978,3.084451675415039,0.3,,,,,,,0.8569880127906799,,,,,,0.8311592452682047,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.1430119276046753,0.7411998510360718,0.4010152518749237,0.5,0.7403275966644287,0.0581417940557003,0.7515973448753357,0.0008389241993427277,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7231391668319702,0.33884522318840027,0.9999999403953552,0.0,0.028965244069695473,0.5,0.009660952724516392,0.5945060450691401,0.6030793982195729,0.7872443140539509
Cora,degree_aligned_random,0.3,5,Random-Matched,random_matched,GCN,0.693,0.6833431471430298,0.688,0.22886297376093295,0.1983575489576753,0.2125211505922166,0.19997084973036006,0.6652091145515442,0.6651484370231628,13722,10978,0.7357826232910156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,6,Feature-only,feature_only,GCN,0.749,0.7422555492957287,0.722,0.5080174927113703,0.4403032217308907,0.4717428087986464,0.19997084973036006,0.6669581532478333,0.7227181196212769,13722,10978,0.7506365776062012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,6,GCN-Jaccard,jaccard,GCN,0.746,0.74177783009846,0.726,0.5072886297376094,0.4396715097915351,0.4710659898477157,0.19997084973036006,0.6669581532478333,0.7225359678268433,13722,10978,0.5595543384552002,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,6,DegreeAwareRandom,degree_aware_random,GCN,0.733,0.7158624106484494,0.728,0.23891625615763548,0.2451042324699937,0.2419706891175554,0.23670018947675264,0.6669581532478333,0.6746228933334351,13722,10474,0.45872950553894043,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,degree_aligned_random,0.3,6,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.727,0.7138526406592497,0.704,0.4030612244897959,0.34933670246367654,0.3742808798646362,0.19997084973036006,0.6669581532478333,0.707597017288208,13722,10978,1.2603657245635986,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8575940728187561,4.612008524418343e-06,2.519832742109429e-05,2.058631980617065e-05,0.2999999523162842,0.28123247623443604,0.6813800811339313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
