dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_score_ratio,diag_mode,diag_lambda_pos,diag_lambda_neg,diag_degree_norm,diag_feature_risk_mean,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_consistency_weight,diag_num_checkpoints,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,hp_gate_type,hp_tau_quantile,hp_soft_k,hp_checkpoint_control,diag_gate_type,diag_tau,diag_tau_quantile,diag_soft_k,diag_feature_sim_mean,diag_gate_active_fraction,diag_gate_mean,diag_dynamic_contribution_mean,diag_dynamic_contribution_abs_mean,hp_tau
CiteSeer,feature_similar_cross_class,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.531,0.5176965500358581,0.542,0.11665257819103973,0.1010989010989011,0.10832025117739404,0.19993239817475073,0.5658272504806519,0.5652725100517273,11834,9468,1.5875861644744873,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8331797122955322,2.7074374742142027e-08,4.5788922875544813e-07,4.3081487888230185e-07,0.30000001192092896,0.280804842710495,0.6115591423807593,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.554,0.5346196856659217,0.58,0.23499577345731193,0.20366300366300366,0.21821036106750394,0.19993239817475073,0.5658272504806519,0.5823827981948853,11834,9468,2.588695764541626,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.29112330079078674,0.3530310094356537,0.422058814062329,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.603536787797566e-07,0.9432989358901978,0.7258087396621704,0.5,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.563,0.5443560918316432,0.586,0.3516483516483517,0.3047619047619048,0.32653061224489793,0.19993239817475073,0.5658272504806519,0.6032953262329102,11834,9468,2.8737118244171143,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.42056167125701904,0.3812519609928131,0.7226530060449217,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,8.199980072731705e-08,0.9450312256813049,0.7259510159492493,0.5000000596046448,hard,0.5,20.0,real,hard,0.12403473258018494,0.5,20.0,0.16682027280330658,0.5000845193862915,0.5000845193862915,-0.07943837344646454,0.09078069776296616,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-hard-q0.5-lp0.25-ln0.25,selective_mcgc,GCN,0.563,0.5443560918316432,0.586,0.3516483516483517,0.3047619047619048,0.32653061224489793,0.19993239817475073,0.5658272504806519,0.6032953262329102,11834,9468,2.9433648586273193,0.25,0.25,0.3,,0.25,0.25,,0.8331797122955322,,,,0.49723926186561584,0.2928915321826935,0.7539415915074966,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.389610417845688e-07,0.9468057751655579,0.7237722873687744,0.5,hard,0.5,20.0,real,hard,0.12403473258018494,0.5,20.0,0.16682027280330658,0.5000845193862915,0.5000845193862915,-0.0027607479132711887,0.015886081382632256,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-hard-q0.75-lp0.1-ln0.5,selective_mcgc,GCN,0.563,0.5443560918316432,0.586,0.3516483516483517,0.3047619047619048,0.32653061224489793,0.19993239817475073,0.5658272504806519,0.6032953262329102,11834,9468,2.854982852935791,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.4623979926109314,0.34944382309913635,0.75985325453691,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.6725314821997017e-07,0.9448622465133667,0.7181745767593384,0.5,hard,0.75,20.0,real,hard,0.22047929465770721,0.75,20.0,0.16682027280330658,0.25012674927711487,0.25012674927711487,-0.0376020148396492,0.04292873293161392,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-hard-q0.75-lp0.25-ln0.25,selective_mcgc,GCN,0.563,0.5443560918316432,0.586,0.3516483516483517,0.3047619047619048,0.32653061224489793,0.19993239817475073,0.5658272504806519,0.6032953262329102,11834,9468,2.875081777572632,0.25,0.25,0.3,,0.25,0.25,,0.8331797122955322,,,,0.4981602132320404,0.2919188439846039,0.760270733952632,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.4187317276537215e-07,0.9456650018692017,0.722560703754425,0.5,hard,0.75,20.0,real,hard,0.22047929465770721,0.75,20.0,0.16682027280330658,0.25012674927711487,0.25012674927711487,-0.0018398138927295804,0.007676152046769857,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-hard-q0.9-lp0.1-ln0.5,selective_mcgc,GCN,0.563,0.5443560918316432,0.586,0.3516483516483517,0.3047619047619048,0.32653061224489793,0.19993239817475073,0.5658272504806519,0.6032953262329102,11834,9468,2.93200421333313,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.483852744102478,0.32017436623573303,0.7605472295718341,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.4692258787363244e-07,0.9475663304328918,0.7180708646774292,0.5,hard,0.9,20.0,real,hard,0.3448275923728943,0.9,20.0,0.16682027280330658,0.10038870573043823,0.10038870573043823,-0.016147246584296227,0.017848113551735878,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-hard-q0.9-lp0.25-ln0.25,selective_mcgc,GCN,0.563,0.5443560918316432,0.586,0.3516483516483517,0.3047619047619048,0.32653061224489793,0.19993239817475073,0.5658272504806519,0.6032953262329102,11834,9468,2.8358278274536133,0.25,0.25,0.3,,0.25,0.25,,0.8331797122955322,,,,0.49964308738708496,0.28951194882392883,0.7605573688174743,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,-9.800625200284685e-09,0.9355670213699341,0.7130475640296936,0.5,hard,0.9,20.0,real,hard,0.3448275923728943,0.9,20.0,0.16682027280330658,0.10038870573043823,0.10038870573043823,-0.0003569175605662167,0.002536039100959897,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-soft-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.544,0.5274344137783208,0.574,0.25612848689771767,0.22197802197802197,0.2378335949764521,0.19993239817475073,0.5658272504806519,0.5859737992286682,11834,9468,2.715820550918579,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.39856937527656555,0.34480467438697815,0.6628129486213845,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.6143260950229887e-07,0.9469748139381409,0.7295616865158081,0.5,soft,0.5,20.0,real,soft,0.12403473258018494,0.5,20.0,0.16682027280330658,0.49974650144577026,0.5553084015846252,-0.10143064707517624,0.11439879983663559,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-soft-q0.5-lp0.25-ln0.25,selective_mcgc,GCN,0.566,0.544130739908195,0.6,0.3389687235841082,0.2937728937728938,0.314756671899529,0.19993239817475073,0.5658272504806519,0.6009716987609863,11834,9468,2.7655303478240967,0.25,0.25,0.3,,0.25,0.25,,0.8331797122955322,,,,0.4950234293937683,0.2909834384918213,0.7505354487340429,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.4208535503712483e-07,0.9403413534164429,0.705575168132782,0.5,soft,0.5,20.0,real,soft,0.12403473258018494,0.5,20.0,0.16682027280330658,0.49974650144577026,0.5553084015846252,-0.0049765827134251595,0.01823846437036991,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-soft-q0.75-lp0.1-ln0.5,selective_mcgc,GCN,0.559,0.5364984400849107,0.602,0.3338968723584108,0.2893772893772894,0.31004709576138145,0.19993239817475073,0.5658272504806519,0.5994930267333984,11834,9468,2.771768808364868,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.4495818316936493,0.3410952091217041,0.7380693266897133,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.762386941412842e-07,0.9487493634223938,0.7367133498191833,0.5,soft,0.75,20.0,real,soft,0.22047929465770721,0.75,20.0,0.16682027280330658,0.24995774030685425,0.30234837532043457,-0.05041816458106041,0.056625522673130035,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-soft-q0.75-lp0.25-ln0.25,selective_mcgc,GCN,0.552,0.5336961900843971,0.592,0.34826711749788675,0.3018315018315018,0.32339089481946626,0.19993239817475073,0.5658272504806519,0.6028728485107422,11834,9468,2.993319034576416,0.25,0.25,0.3,,0.25,0.25,,0.8331797122955322,,,,0.4978272020816803,0.2910008132457733,0.7579457888333108,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.3848695346041495e-07,0.9482423663139343,0.7301326990127563,0.5,soft,0.75,20.0,real,soft,0.22047929465770721,0.75,20.0,0.16682027280330658,0.24995774030685425,0.30234837532043457,-0.0021728144492954016,0.009350769221782684,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-soft-q0.9-lp0.1-ln0.5,selective_mcgc,GCN,0.556,0.536348291102069,0.592,0.34826711749788675,0.3018315018315018,0.32339089481946626,0.19993239817475073,0.5658272504806519,0.6026616096496582,11834,9468,2.7588555812835693,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.47981610894203186,0.3201509416103363,0.7582272736051293,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.3824036670939677e-07,0.9484958648681641,0.7218014597892761,0.5,soft,0.9,20.0,real,soft,0.3448275923728943,0.9,20.0,0.16682027280330658,0.09988169372081757,0.12450156360864639,-0.020183885470032692,0.022655030712485313,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-soft-q0.9-lp0.25-ln0.25,selective_mcgc,GCN,0.566,0.5466419265980696,0.586,0.3516483516483517,0.3047619047619048,0.32653061224489793,0.19993239817475073,0.5658272504806519,0.6035065650939941,11834,9468,2.946727991104126,0.25,0.25,0.3,,0.25,0.25,,0.8331797122955322,,,,0.4988175928592682,0.29052844643592834,0.7603269021546701,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.7067695523564907e-07,0.9440594911575317,0.7174298167228699,0.5,soft,0.9,20.0,real,soft,0.3448275923728943,0.9,20.0,0.16682027280330658,0.09988169372081757,0.12450156360864639,-0.0011824266985058784,0.0038162132259458303,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-hard-q0.75-shuffled,selective_mcgc,GCN,0.563,0.5443560918316432,0.586,0.3516483516483517,0.3047619047619048,0.32653061224489793,0.19993239817475073,0.5658272504806519,0.6032953262329102,11834,9468,2.9865708351135254,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.4627557694911957,0.3488389253616333,0.7599290574686005,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.702448173546145e-07,0.9146527051925659,0.3083013594150543,0.5,hard,0.75,,shuffled,hard,0.22047929465770721,0.75,20.0,0.16682027280330658,0.25012674927711487,0.25012674927711487,-0.03724420815706253,0.04055342078208923,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-hard-q0.75-frozen,selective_mcgc,GCN,0.563,0.5443560918316432,0.586,0.3516483516483517,0.3047619047619048,0.32653061224489793,0.19993239817475073,0.5658272504806519,0.6032953262329102,11834,9468,2.9915239810943604,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.4624355435371399,0.346561998128891,0.7593108853653668,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.8550945785355e-07,1.0,1.0,0.5,hard,0.75,,frozen,hard,0.22047929465770721,0.75,20.0,0.16682027280330658,0.25012674927711487,0.25012674927711487,-0.03756445273756981,0.03857662156224251,
CiteSeer,feature_similar_cross_class,0.3,2,Selective-MCGC-zero-gate,selective_mcgc,GCN,0.563,0.5443560918316432,0.586,0.3516483516483517,0.3047619047619048,0.32653061224489793,0.19993239817475073,0.5658272504806519,0.6032953262329102,11834,9468,2.9640088081359863,0.1,0.5,0.3,,0.1,0.5,,0.8331797122955322,,,,0.5000000596046448,0.28871119022369385,0.7605610704468351,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.4265842196437006e-07,0.949509859085083,0.7280808687210083,0.5,hard,,,real,hard,2.0,0.75,20.0,0.16682027280330658,0.0,0.0,0.0,0.0,2.0
CiteSeer,feature_similar_cross_class,0.3,2,Random-Matched,random_matched,GCN,0.543,0.5198829839324243,0.56,0.23245984784446322,0.20146520146520147,0.21585557299843014,0.19993239817475073,0.5658272504806519,0.5654837489128113,11834,9468,1.0156829357147217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,0,Feature-only,feature_only,GCN,0.623,0.5981165622137424,0.648,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5913469791412354,0.7029995918273926,11834,9468,1.0657751560211182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.606,0.5810523931300914,0.61,0.5942519019442096,0.515018315018315,0.5518053375196232,0.19993239817475073,0.5913469791412354,0.6558935642242432,11834,9468,1.6057848930358887,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.853343665599823,5.893619459129695e-08,4.5011714178144757e-07,3.9118097561186005e-07,0.30000001192092896,0.2485695332288742,0.8922200602560885,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.586,0.5680215285601893,0.582,0.37193575655114114,0.32234432234432236,0.3453689167974882,0.19993239817475073,0.5913469791412354,0.6166033148765564,11834,9468,2.3223190307617188,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.2839241027832031,0.30518847703933716,0.5722775320754232,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,-3.859138431039355e-08,0.9498056173324585,0.7395583391189575,0.5,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.646,0.619906387230384,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.472191572189331,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.42983466386795044,0.37051987648010254,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,4.9482828501368203e-08,0.9517914652824402,0.7433736324310303,0.5,hard,0.5,20.0,real,hard,0.1154700517654419,0.5,20.0,0.14665630459785461,0.5002534985542297,0.5002534985542297,-0.07016533613204956,0.08129719644784927,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-hard-q0.5-lp0.25-ln0.25,selective_mcgc,GCN,0.646,0.619906387230384,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.717087507247925,0.25,0.25,0.3,,0.25,0.25,,0.853343665599823,,,,0.49955543875694275,0.291150838136673,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.1547745632233273e-07,0.9364120364189148,0.7150503993034363,0.5,hard,0.5,20.0,real,hard,0.1154700517654419,0.5,20.0,0.14665630459785461,0.5002534985542297,0.5002534985542297,-0.0004445648519322276,0.013365610502660275,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-hard-q0.75-lp0.1-ln0.5,selective_mcgc,GCN,0.646,0.619906387230384,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.56359601020813,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.46303343772888184,0.3481765389442444,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.1967106533793412e-07,0.9372570514678955,0.7140122652053833,0.5,hard,0.75,20.0,real,hard,0.21971766650676727,0.75,20.0,0.14665630459785461,0.25080275535583496,0.25080275535583496,-0.03696657717227936,0.04279554635286331,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-hard-q0.75-lp0.25-ln0.25,selective_mcgc,GCN,0.646,0.619906387230384,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.6372315883636475,0.25,0.25,0.3,,0.25,0.25,,0.853343665599823,,,,0.4983075261116028,0.2915495038032532,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.1595130306195642e-07,0.937764048576355,0.7125112414360046,0.5,hard,0.75,20.0,real,hard,0.21971766650676727,0.75,20.0,0.14665630459785461,0.25080275535583496,0.25080275535583496,-0.0016924714436754584,0.006556056439876556,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-hard-q0.9-lp0.1-ln0.5,selective_mcgc,GCN,0.646,0.619906387230384,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.6127424240112305,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.4843924045562744,0.319292813539505,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,4.795485253339393e-08,0.9430031776428223,0.7357602119445801,0.5000000596046448,hard,0.9,20.0,real,hard,0.3448275923728943,0.9,20.0,0.14665630459785461,0.10038870573043823,0.10038870573043823,-0.01560760848224163,0.017847517505288124,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-hard-q0.9-lp0.25-ln0.25,selective_mcgc,GCN,0.646,0.619906387230384,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.5581157207489014,0.25,0.25,0.3,,0.25,0.25,,0.853343665599823,,,,0.4988124966621399,0.29074835777282715,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,5.626785437584658e-08,0.951453447341919,0.7379561066627502,0.5,hard,0.9,20.0,real,hard,0.3448275923728943,0.9,20.0,0.14665630459785461,0.10038870573043823,0.10038870573043823,-0.0011875054333359003,0.002748487750068307,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-soft-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.62,0.6017787253046692,0.638,0.9839391377852916,0.8527472527472527,0.9136577708006279,0.19993239817475073,0.5913469791412354,0.7078580856323242,11834,9468,2.5388355255126953,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.42514222860336304,0.34433266520500183,0.99563513522213,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.0517593668500922e-07,0.9374682903289795,0.7167078852653503,0.5,soft,0.5,20.0,real,soft,0.1154700517654419,0.5,20.0,0.14665630459785461,0.4999154806137085,0.5181031823158264,-0.07485775649547577,0.08910533040761948,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-soft-q0.5-lp0.25-ln0.25,selective_mcgc,GCN,0.645,0.6179361970158213,0.65,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7120828032493591,11834,9468,2.7818548679351807,0.25,0.25,0.3,,0.25,0.25,,0.853343665599823,,,,0.49777084589004517,0.29101666808128357,0.9999747323561032,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.06479782605129e-07,0.9376795291900635,0.7156861424446106,0.5,soft,0.5,20.0,real,soft,0.1154700517654419,0.5,20.0,0.14665630459785461,0.4999154806137085,0.5181031823158264,-0.0022291408386081457,0.014634278602898121,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-soft-q0.75-lp0.1-ln0.5,selective_mcgc,GCN,0.645,0.6170876746423414,0.65,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.8183705806732178,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.4581071734428406,0.34105631709098816,0.9999924358008717,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.1420103735181328e-07,0.937552809715271,0.7119150161743164,0.5000000596046448,soft,0.75,20.0,real,soft,0.21971766650676727,0.75,20.0,0.14665630459785461,0.24995774030685425,0.28897637128829956,-0.04189286381006241,0.04900413751602173,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-soft-q0.75-lp0.25-ln0.25,selective_mcgc,GCN,0.649,0.6216390326320468,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.5441863536834717,0.25,0.25,0.3,,0.25,0.25,,0.853343665599823,,,,0.49664726853370667,0.2929947078227997,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,-2.992369445564691e-07,0.950270414352417,0.7402516007423401,0.5,soft,0.75,20.0,real,soft,0.21971766650676727,0.75,20.0,0.14665630459785461,0.24995774030685425,0.28897637128829956,-0.0033527682535350323,0.009216859936714172,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-soft-q0.9-lp0.1-ln0.5,selective_mcgc,GCN,0.649,0.6216390326320468,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.5141031742095947,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.48038193583488464,0.3203974962234497,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,-1.3870193527054653e-07,0.9518759250640869,0.7401962280273438,0.5,soft,0.9,20.0,real,soft,0.3448275923728943,0.9,20.0,0.14665630459785461,0.09988169372081757,0.12303214520215988,-0.019618047401309013,0.022022416815161705,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-soft-q0.9-lp0.25-ln0.25,selective_mcgc,GCN,0.646,0.619906387230384,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.576991558074951,0.25,0.25,0.3,,0.25,0.25,,0.853343665599823,,,,0.49845823645591736,0.2910907566547394,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,-5.852469939782168e-07,0.9510309100151062,0.7391241192817688,0.5,soft,0.9,20.0,real,soft,0.3448275923728943,0.9,20.0,0.14665630459785461,0.09988169372081757,0.12303214520215988,-0.0015417808899655938,0.003652239218354225,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-hard-q0.75-shuffled,selective_mcgc,GCN,0.646,0.619906387230384,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,2.6824302673339844,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.46677905321121216,0.34182554483413696,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.1154015428237471e-07,0.9202721118927002,0.31729716062545776,0.5,hard,0.75,,shuffled,hard,0.21971766650676727,0.75,20.0,0.14665630459785461,0.25080275535583496,0.25080275535583496,-0.03322092816233635,0.037466105073690414,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-hard-q0.75-frozen,selective_mcgc,GCN,0.646,0.619906387230384,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,7.361753463745117,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.4616047739982605,0.34755632281303406,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.807798355457635e-07,1.0,1.0,0.5,hard,0.75,,frozen,hard,0.21971766650676727,0.75,20.0,0.14665630459785461,0.25080275535583496,0.25080275535583496,-0.03839525580406189,0.03933225944638252,
CiteSeer,low_feature_similarity,0.3,0,Selective-MCGC-zero-gate,selective_mcgc,GCN,0.646,0.619906387230384,0.64,1.0,0.8666666666666667,0.9285714285714286,0.19993239817475073,0.5913469791412354,0.7118715643882751,11834,9468,6.878717660903931,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.5,0.28871119022369385,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.1258323101847054e-07,0.9380175471305847,0.7164306640625,0.5000000596046448,hard,,,real,hard,2.0,0.75,20.0,0.14665630459785461,0.0,0.0,0.0,0.0,2.0
CiteSeer,low_feature_similarity,0.3,0,Random-Matched,random_matched,GCN,0.556,0.5377000739974832,0.58,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.5913469791412354,0.5910435318946838,11834,9468,0.8844099044799805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,1,Feature-only,feature_only,GCN,0.648,0.6246829623497882,0.646,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5916849970817566,0.7013096809387207,11834,9468,1.2091116905212402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.622,0.5977227972421811,0.614,0.6111580726965342,0.5296703296703297,0.5675039246467818,0.19993239817475073,0.5916849970817566,0.6628643870353699,11834,9468,1.6220757961273193,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.853343665599823,3.6449787188530536e-08,5.112361236569996e-07,4.7478633291575534e-07,0.30000001192092896,0.24817603826522827,0.8998011581271688,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.612,0.5858447044424591,0.582,0.3423499577345731,0.2967032967032967,0.3178963893249608,0.19993239817475073,0.5916849970817566,0.6223067045211792,11834,9468,2.083549976348877,0.1,0.5,0.3,,0.1,0.5,,0.853343665599823,,,,0.28188398480415344,0.29729464650154114,0.5741441189156479,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,6.437985433649374e-08,0.9465945363044739,0.7776959538459778,0.5,,,,,,,,,,,,,,
