dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_score_ratio,diag_mode,diag_lambda_pos,diag_lambda_neg,diag_degree_norm,diag_feature_risk_mean,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_consistency_weight,diag_num_checkpoints,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,hp_gate_type,hp_tau_quantile,hp_soft_k,hp_checkpoint_control,diag_gate_type,diag_tau,diag_tau_quantile,diag_soft_k,diag_feature_sim_mean,diag_gate_active_fraction,diag_gate_mean,diag_dynamic_contribution_mean,diag_dynamic_contribution_abs_mean,hp_tau
Cora,low_feature_similarity,0.3,2,Selective-MCGC-zero-gate,selective_mcgc,GCN,0.755,0.7494459632451055,0.748,1.0,0.866708780795957,0.9285956006768189,0.19997084973036006,0.6561725735664368,0.7832027673721313,13722,10978,7.684211730957031,0.1,0.5,0.3,,0.1,0.5,,0.871027410030365,,,,0.4999999701976776,0.2886625826358795,1.0,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.0259180644188746e-07,0.9073020815849304,0.5846161842346191,0.4999999701976776,hard,,,real,hard,2.0,0.75,20.0,0.12897257506847382,0.0,0.0,0.0,0.0,2.0
Cora,low_feature_similarity,0.3,2,Random-Matched,random_matched,GCN,0.68,0.679527158577396,0.66,0.22813411078717202,0.19772583701831964,0.21184433164128597,0.19997084973036006,0.6561725735664368,0.6576789617538452,13722,10978,3.2842109203338623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,0.9897017478942871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.538,0.5221411018400673,0.542,0.10059171597633136,0.08717948717948718,0.09340659340659341,0.19993239817475073,0.5658272504806519,0.5608364939689636,11834,9468,2.0924019813537598,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.8331052660942078,-9.336083905964188e-08,1.0772205314424355e-06,1.1705812994478038e-06,0.30000001192092896,0.2814843952655792,0.6013931806330751,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.572,0.5528566891050274,0.542,0.2578191039729501,0.22344322344322345,0.23940345368916796,0.19993239817475073,0.5658272504806519,0.5817490816116333,11834,9468,2.1009533405303955,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.28369614481925964,0.3610404431819916,0.42092981710732147,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,6.801320040494829e-08,0.9476085901260376,0.7259567975997925,0.5,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.38980770111084,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.41623455286026,0.38551560044288635,0.7216728789663763,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,8.14912723967609e-08,0.9475663304328918,0.7484416365623474,0.5,hard,0.5,20.0,real,hard,0.12487810850143433,0.5,20.0,0.16689474880695343,0.5000845193862915,0.5000845193862915,-0.08376546949148178,0.09397950023412704,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-hard-q0.5-lp0.25-ln0.25,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.3012611865997314,0.25,0.25,0.3,,0.25,0.25,,0.8331052660942078,,,,0.49385392665863037,0.29548975825309753,0.7523534315713578,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,9.42743056953077e-08,0.9526787400245667,0.7312430143356323,0.5,hard,0.5,20.0,real,hard,0.12487810850143433,0.5,20.0,0.16689474880695343,0.5000845193862915,0.5000845193862915,-0.0061460575088858604,0.01694400981068611,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-hard-q0.75-lp0.1-ln0.5,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.323276996612549,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.4593977928161621,0.3536345362663269,0.7583458062148747,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,7.519560796254154e-08,0.9469748139381409,0.7300552129745483,0.5,hard,0.75,20.0,real,hard,0.21982601284980774,0.75,20.0,0.16689474880695343,0.2504647672176361,0.2504647672176361,-0.04060221463441849,0.045184437185525894,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-hard-q0.75-lp0.25-ln0.25,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.368027687072754,0.25,0.25,0.3,,0.25,0.25,,0.8331052660942078,,,,0.4973292648792267,0.29286816716194153,0.7587637684518176,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,7.441946081598871e-08,0.9401723742485046,0.7194759249687195,0.5,hard,0.75,20.0,real,hard,0.21982601284980774,0.75,20.0,0.16689474880695343,0.2504647672176361,0.2504647672176361,-0.002670755609869957,0.007620310410857201,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-hard-q0.9-lp0.1-ln0.5,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.312596321105957,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.4849415123462677,0.3184809982776642,0.7588932450092378,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.3638806112558086e-07,0.9306235909461975,0.7150030732154846,0.5,hard,0.9,20.0,real,hard,0.3448275923728943,0.9,20.0,0.16689474880695343,0.10038870573043823,0.10038870573043823,-0.015058469958603382,0.017612125724554062,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-hard-q0.9-lp0.25-ln0.25,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.377455949783325,0.25,0.25,0.3,,0.25,0.25,,0.8331052660942078,,,,0.4984631836414337,0.29137784242630005,0.758904510837727,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,4.570803469050588e-08,0.9445242285728455,0.7237706184387207,0.5,hard,0.9,20.0,real,hard,0.3448275923728943,0.9,20.0,0.16689474880695343,0.10038870573043823,0.10038870573043823,-0.001536827883683145,0.003353145904839039,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-soft-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.556,0.5367768823348651,0.56,0.26627218934911245,0.23076923076923078,0.24725274725274726,0.19993239817475073,0.5658272504806519,0.5870299935340881,11834,9468,2.3837060928344727,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.3943004310131073,0.348764568567276,0.6616870095341097,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,6.456771473040135e-08,0.9471860527992249,0.7467473149299622,0.5,soft,0.5,20.0,real,soft,0.12487810850143433,0.5,20.0,0.16689474880695343,0.499408483505249,0.5531260967254639,-0.1056995615363121,0.11818504333496094,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-soft-q0.5-lp0.25-ln0.25,selective_mcgc,GCN,0.54,0.5227195915648909,0.542,0.33727810650887574,0.2923076923076923,0.3131868131868132,0.19993239817475073,0.5658272504806519,0.6003379821777344,11834,9468,2.345473051071167,0.25,0.25,0.3,,0.25,0.25,,0.8331052660942078,,,,0.49319523572921753,0.2920211851596832,0.7466204123936989,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,6.900170035351039e-08,0.943805992603302,0.7374159097671509,0.5,soft,0.5,20.0,real,soft,0.12487810850143433,0.5,20.0,0.16689474880695343,0.499408483505249,0.5531260967254639,-0.00680477125570178,0.01978874020278454,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-soft-q0.75-lp0.1-ln0.5,selective_mcgc,GCN,0.546,0.5269681283407458,0.544,0.3355874894336433,0.29084249084249086,0.3116169544740974,0.19993239817475073,0.5658272504806519,0.6001267433166504,11834,9468,2.444088935852051,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.44842612743377686,0.34216606616973877,0.7367801940297546,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,-2.3750065736294346e-07,0.9427074193954468,0.7399202585220337,0.5,soft,0.75,20.0,real,soft,0.21982601284980774,0.75,20.0,0.16689474880695343,0.24995774030685425,0.3036585748195648,-0.05157389119267464,0.05832117050886154,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-soft-q0.75-lp0.25-ln0.25,selective_mcgc,GCN,0.548,0.5305462056652531,0.546,0.34573119188503804,0.2996336996336996,0.32103610675039246,0.19993239817475073,0.5658272504806519,0.6020278930664062,11834,9468,2.4205100536346436,0.25,0.25,0.3,,0.25,0.25,,0.8331052660942078,,,,0.4958578944206238,0.2928416430950165,0.7559045816515061,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,9.892568186842254e-08,0.9455805420875549,0.7357993721961975,0.5,soft,0.75,20.0,real,soft,0.21982601284980774,0.75,20.0,0.16689474880695343,0.24995774030685425,0.3036585748195648,-0.004142145626246929,0.010667946189641953,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-soft-q0.9-lp0.1-ln0.5,selective_mcgc,GCN,0.552,0.5321454989802828,0.544,0.34657650042265425,0.30036630036630035,0.3218210361067504,0.19993239817475073,0.5658272504806519,0.6022391319274902,11834,9468,2.3779330253601074,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.48018985986709595,0.31942400336265564,0.7567285965352748,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,8.495969439081819e-08,0.9438904523849487,0.7259237766265869,0.5,soft,0.9,20.0,real,soft,0.3448275923728943,0.9,20.0,0.16689474880695343,0.09988169372081757,0.12446539849042892,-0.0198101457208395,0.022438522428274155,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-soft-q0.9-lp0.25-ln0.25,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.318464517593384,0.25,0.25,0.3,,0.25,0.25,,0.8331052660942078,,,,0.49831879138946533,0.29123663902282715,0.7587002774612616,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,6.099547533722216e-08,0.938735842704773,0.7138341665267944,0.5,soft,0.9,20.0,real,soft,0.3448275923728943,0.9,20.0,0.16689474880695343,0.09988169372081757,0.12446539849042892,-0.001681244932115078,0.004140926990658045,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-hard-q0.75-shuffled,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.31483793258667,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.46515998244285583,0.34471362829208374,0.7588680578355447,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,6.731448110031124e-08,0.9252788424491882,0.30839622020721436,0.5,hard,0.75,,shuffled,hard,0.21982601284980774,0.75,20.0,0.16689474880695343,0.2504647672176361,0.2504647672176361,-0.034840039908885956,0.038922686129808426,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-hard-q0.75-frozen,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.395786762237549,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.46110063791275024,0.3484482765197754,0.7583145837759193,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.37036664682455e-07,1.0,1.0,0.5,hard,0.75,,frozen,hard,0.21982601284980774,0.75,20.0,0.16689474880695343,0.2504647672176361,0.2504647672176361,-0.03889934718608856,0.03965285047888756,
CiteSeer,feature_similar_cross_class,0.3,0,Selective-MCGC-zero-gate,selective_mcgc,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,2.324491024017334,0.1,0.5,0.3,,0.1,0.5,,0.8331052660942078,,,,0.5,0.28871122002601624,0.7589053155397619,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,7.615269481675568e-08,0.9485803246498108,0.7479100227355957,0.5000000596046448,hard,,,real,hard,2.0,0.75,20.0,0.16689474880695343,0.0,0.0,0.0,0.0,2.0
CiteSeer,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.556,0.5375341636822164,0.548,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,0.9728620052337646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,Feature-only,feature_only,GCN,0.561,0.5416276166305156,0.554,0.3423499577345731,0.2967032967032967,0.3178963893249608,0.19993239817475073,0.5658272504806519,0.6016054153442383,11834,9468,0.9151515960693359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.552,0.5329787166818171,0.542,0.1132713440405748,0.09816849816849817,0.10518053375196232,0.19993239817475073,0.5658272504806519,0.5642163157463074,11834,9468,1.5185670852661133,0.1,0.5,0.3,feature_pos_neg,0.1,0.5,False,0.832711398601532,7.462610795982982e-08,5.04433955939021e-07,4.298078692954732e-07,0.30000001192092896,0.27765408158302307,0.6116311632128856,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.559,0.5399499228552874,0.562,0.2265426880811496,0.19633699633699633,0.21036106750392464,0.19993239817475073,0.5658272504806519,0.5809041261672974,11834,9468,2.231660842895508,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.2986743450164795,0.34446439146995544,0.4252360995770486,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,2.2025990631391323e-07,0.9287223219871521,0.7379297018051147,0.5,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-hard-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.563,0.5446633991113542,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.4512453079223633,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.4228631854057312,0.37712886929512024,0.7187281523397516,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.184522429615754e-07,0.9317644238471985,0.7562949061393738,0.5000000596046448,hard,0.5,20.0,real,hard,0.12515655159950256,0.5,20.0,0.16728857159614563,0.5000845193862915,0.5000845193862915,-0.0771368220448494,0.08918581157922745,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-hard-q0.5-lp0.25-ln0.25,selective_mcgc,GCN,0.563,0.5446516978938821,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.537078380584717,0.25,0.25,0.3,,0.25,0.25,,0.832711398601532,,,,0.4985394775867462,0.2905794382095337,0.7505817995712547,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.3838303775391978e-07,0.9346797466278076,0.7620960474014282,0.5,hard,0.5,20.0,real,hard,0.12515655159950256,0.5,20.0,0.16728857159614563,0.5000845193862915,0.5000845193862915,-0.0014605158939957619,0.00957493856549263,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-hard-q0.75-lp0.1-ln0.5,selective_mcgc,GCN,0.563,0.5446516978938821,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.465442657470703,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.4619975686073303,0.3495856821537018,0.7523244622981002,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.1463833377310948e-07,0.9347219467163086,0.7558392286300659,0.5,hard,0.75,20.0,real,hard,0.2201021909713745,0.75,20.0,0.16728857159614563,0.25012674927711487,0.25012674927711487,-0.03800242394208908,0.0430448055267334,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-hard-q0.75-lp0.25-ln0.25,selective_mcgc,GCN,0.563,0.5446633991113542,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.460272789001465,0.25,0.25,0.3,,0.25,0.25,,0.832711398601532,,,,0.5004492402076721,0.28841081261634827,0.7530363017181998,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.3222034428727056e-07,0.9298208355903625,0.7486674189567566,0.5,hard,0.75,20.0,real,hard,0.2201021909713745,0.75,20.0,0.16728857159614563,0.25012674927711487,0.25012674927711487,0.00044921154039911926,0.003418523818254471,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-hard-q0.9-lp0.1-ln0.5,selective_mcgc,GCN,0.563,0.5446633991113542,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.530651092529297,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.4855465590953827,0.31675437092781067,0.7531001950597732,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.2983080327776406e-07,0.9354402422904968,0.7589445114135742,0.5,hard,0.9,20.0,real,hard,0.3448275923728943,0.9,20.0,0.16728857159614563,0.10038870573043823,0.10038870573043823,-0.01445345114916563,0.016805123537778854,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-hard-q0.9-lp0.25-ln0.25,selective_mcgc,GCN,0.563,0.5446633991113542,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.4777255058288574,0.25,0.25,0.3,,0.25,0.25,,0.832711398601532,,,,0.4997352957725525,0.2892214357852936,0.7531206344914605,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.2170037539126497e-07,0.9365387558937073,0.7504645586013794,0.5,hard,0.9,20.0,real,hard,0.3448275923728943,0.9,20.0,0.16728857159614563,0.10038870573043823,0.10038870573043823,-0.0002647057408466935,0.0014648191863670945,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-soft-q0.5-lp0.1-ln0.5,selective_mcgc,GCN,0.547,0.5290446219339561,0.566,0.2375316990701606,0.20586080586080585,0.22056514913657768,0.19993239817475073,0.5658272504806519,0.5836501717567444,11834,9468,2.475879192352295,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.4020194411277771,0.33996015787124634,0.6605396653727058,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.4325416347892315e-07,0.9362852573394775,0.7346851229667664,0.5,soft,0.5,20.0,real,soft,0.12515655159950256,0.5,20.0,0.16728857159614563,0.4999154806137085,0.5538052320480347,-0.0979805588722229,0.11253368109464645,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-soft-q0.5-lp0.25-ln0.25,selective_mcgc,GCN,0.557,0.5386040843781649,0.56,0.33812341504649196,0.29304029304029305,0.3139717425431711,0.19993239817475073,0.5658272504806519,0.6007604598999023,11834,9468,2.5457205772399902,0.25,0.25,0.3,,0.25,0.25,,0.832711398601532,,,,0.49619871377944946,0.29002946615219116,0.7482410018218454,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.129631013758626e-07,0.9388203620910645,0.759557843208313,0.5,soft,0.5,20.0,real,soft,0.12515655159950256,0.5,20.0,0.16728857159614563,0.4999154806137085,0.5538052320480347,-0.0038013216108083725,0.011680676601827145,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-soft-q0.75-lp0.1-ln0.5,selective_mcgc,GCN,0.555,0.5365986862416143,0.564,0.3237531699070161,0.2805860805860806,0.30062794348508637,0.19993239817475073,0.5658272504806519,0.5975918769836426,11834,9468,2.6119887828826904,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.4510171413421631,0.33790624141693115,0.7315533324320671,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.5094843181250326e-07,0.9380175471305847,0.7487403750419617,0.5000000596046448,soft,0.75,20.0,real,soft,0.2201021909713745,0.75,20.0,0.16728857159614563,0.24995774030685425,0.3039666712284088,-0.04898286238312721,0.055536966770887375,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-soft-q0.75-lp0.25-ln0.25,selective_mcgc,GCN,0.558,0.5410988871683616,0.558,0.3423499577345731,0.2967032967032967,0.3178963893249608,0.19993239817475073,0.5658272504806519,0.6016054153442383,11834,9468,2.5179736614227295,0.25,0.25,0.3,,0.25,0.25,,0.832711398601532,,,,0.49930888414382935,0.28935644030570984,0.7523700084332773,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,3.503002119487064e-07,0.9356514811515808,0.7488626837730408,0.5,soft,0.75,20.0,real,soft,0.2201021909713745,0.75,20.0,0.16728857159614563,0.24995774030685425,0.3039666712284088,-0.0006911050877533853,0.005049940664321184,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-soft-q0.9-lp0.1-ln0.5,selective_mcgc,GCN,0.566,0.5473137315252884,0.558,0.3415046491969569,0.295970695970696,0.3171114599686028,0.19993239817475073,0.5658272504806519,0.6013941764831543,11834,9468,2.4698803424835205,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.4814050793647766,0.31706559658050537,0.7510165800807277,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.0083047047592117e-07,0.9416934251785278,0.7503371834754944,0.5,soft,0.9,20.0,real,soft,0.3448275923728943,0.9,20.0,0.16728857159614563,0.09988169372081757,0.12466928362846375,-0.01859494298696518,0.021338636055588722,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-soft-q0.9-lp0.25-ln0.25,selective_mcgc,GCN,0.563,0.5446633991113542,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.5715906620025635,0.25,0.25,0.3,,0.25,0.25,,0.832711398601532,,,,0.49966487288475037,0.28925925493240356,0.7530482113083168,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,1.931166906388171e-07,0.9406793713569641,0.7485073208808899,0.5,soft,0.9,20.0,real,soft,0.3448275923728943,0.9,20.0,0.16728857159614563,0.09988169372081757,0.12466928362846375,-0.00033510805224068463,0.0021082861348986626,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-hard-q0.75-shuffled,selective_mcgc,GCN,0.563,0.5446633991113542,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.521834135055542,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.46625980734825134,0.342532753944397,0.7527247210902748,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.1188056109622266e-07,0.9341304302215576,0.4099520146846771,0.5,hard,0.75,,shuffled,hard,0.2201021909713745,0.75,20.0,0.16728857159614563,0.25012674927711487,0.25012674927711487,-0.03374020382761955,0.037677764892578125,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-hard-q0.75-frozen,selective_mcgc,GCN,0.563,0.5446633991113542,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.592059373855591,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.46235084533691406,0.34666988253593445,0.7522999993562384,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,5.820158435199119e-07,1.0,1.0,0.5,hard,0.75,,frozen,hard,0.2201021909713745,0.75,20.0,0.16728857159614563,0.25012674927711487,0.25012674927711487,-0.03764917328953743,0.03856290131807327,
CiteSeer,feature_similar_cross_class,0.3,1,Selective-MCGC-zero-gate,selective_mcgc,GCN,0.563,0.5446633991113542,0.558,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.6018166542053223,11834,9468,2.543060302734375,0.1,0.5,0.3,,0.1,0.5,,0.832711398601532,,,,0.5,0.28871119022369385,0.753126911167333,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,selective_mcgc,3.0,4.0,2.0953646640009538e-07,0.9390316009521484,0.7642391324043274,0.5,hard,,,real,hard,2.0,0.75,20.0,0.16728857159614563,0.0,0.0,0.0,0.0,2.0
CiteSeer,feature_similar_cross_class,0.3,1,Random-Matched,random_matched,GCN,0.544,0.5229675446266416,0.55,0.2256973795435334,0.1956043956043956,0.20957613814756673,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,0.8474655151367188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,Feature-only,feature_only,GCN,0.554,0.5340266471131884,0.592,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,1.0881855487823486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
