method,noise_type,dataset,test_acc_mean,test_acc_std,test_f1_mean,test_f1_std,val_acc_mean,val_acc_std
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,cross_class_oracle,CiteSeer,0.6123333333333333,0.011239810200058258,0.5849459830040928,0.01282697243854946,0.622,0.01907878402833893
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,cross_class_oracle,Cora,0.6706666666666666,0.011150485789118513,0.6484794803161148,0.01308863936420774,0.652,0.005291502622129186
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,cross_class_oracle,PubMed,0.691,0.013228756555322954,0.6834327749869278,0.011841787138682334,0.6913333333333332,0.007571877794400319
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,degree_aligned_random,CiteSeer,0.6376666666666667,0.007505553499465171,0.6123257902409942,0.007951136382867792,0.6506666666666666,0.011015141094572228
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,degree_aligned_random,Cora,0.7256666666666667,0.015011106998930266,0.7146429090024763,0.012630143163972221,0.702,0.02599999999999994
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,degree_aligned_random,PubMed,0.7486666666666667,0.011846237095944545,0.7469075747553514,0.010730883839579791,0.7440000000000001,0.011135528725660053
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,feature_similar_cross_class,CiteSeer,0.5513333333333333,0.016862186493255615,0.5341528065465748,0.01890726525789789,0.5686666666666667,0.004163331998932265
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,feature_similar_cross_class,Cora,0.6026666666666666,0.013868429375143144,0.5965225492376883,0.014534796350746353,0.5933333333333333,0.01858314648635514
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,feature_similar_cross_class,PubMed,0.6503333333333333,0.021501937897160168,0.6475214848846232,0.022673946807420266,0.666,0.020000000000000018
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,low_feature_similarity,CiteSeer,0.6266666666666666,0.012858201014657275,0.6013104916830974,0.013231899661198119,0.6513333333333334,0.011015141094572214
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,low_feature_similarity,Cora,0.7076666666666666,0.001527525231651936,0.7025430487442756,0.009302639669204683,0.6873333333333332,0.01222020185321554
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,low_feature_similarity,PubMed,0.7476666666666666,0.012423096769056209,0.7429389892974448,0.012634181799531592,0.7613333333333333,0.01418919776919519
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,random_inter_community,CiteSeer,0.6266666666666666,0.0011547005383792605,0.5979577301510415,0.0016693784442403023,0.632,0.013114877048604014
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,random_inter_community,Cora,0.739,0.006244997998398403,0.7298965698119112,0.011935189623245726,0.7106666666666666,0.013613718571108114
GraGE-Hybrid-UnrolledK1-posneg-lp0.25-ln0.25,random_inter_community,PubMed,0.7363333333333334,0.012342339054382385,0.7330799651067692,0.010820687302945347,0.7440000000000001,0.013114877048604014
GraGE-Hybrid-UnrolledK3-posneg-lp0.25-ln0.25,cross_class_oracle,CiteSeer,0.604,0.016822603841260768,0.5784256687891305,0.015975269079177557,0.6113333333333334,0.023007245235649898
GraGE-Hybrid-UnrolledK3-posneg-lp0.25-ln0.25,cross_class_oracle,Cora,0.661,0.013000000000000029,0.6469907110612999,0.01554101615849145,0.656,0.01385640646055103
GraGE-Hybrid-UnrolledK3-posneg-lp0.25-ln0.25,cross_class_oracle,PubMed,0.6953333333333332,0.009073771725877405,0.6880157349042415,0.006536970494977033,0.6926666666666668,0.013316656236958746
GraGE-Hybrid-UnrolledK3-posneg-lp0.25-ln0.25,degree_aligned_random,CiteSeer,0.637,0.0226495033058123,0.6144123837231782,0.02218622808047232,0.6406666666666667,0.00832666399786455
GraGE-Hybrid-UnrolledK3-posneg-lp0.25-ln0.25,degree_aligned_random,Cora,0.719,0.01228820572744452,0.7090787000483352,0.008078088532929115,0.7053333333333334,0.018903262505010374
GraGE-Hybrid-UnrolledK3-posneg-lp0.25-ln0.25,degree_aligned_random,PubMed,0.759,0.007211102550927985,0.7571233610622738,0.005478723823080035,0.746,0.008717797887081356
