dataset,noise_type,noise_ratio,seed,score_component,auc,ap,bad_mean,bad_std,clean_mean,clean_std
Cora,cross_class_oracle,0.1,0,D,0.5200483119576176,0.09011480823401702,0.06218232959508896,0.3187302350997925,0.08340773731470108,0.4942777454853058
Cora,cross_class_oracle,0.1,0,M,0.36339189992757015,0.09080811112418688,0.946948230266571,1.4809963703155518,0.8171577453613281,1.2710317373275757
Cora,cross_class_oracle,0.1,0,rho,0.12715953156313825,0.058999191488663824,0.009920337237417698,0.04576693847775459,0.015927080065011978,0.07568353414535522
Cora,cross_class_oracle,0.1,0,H,0.37537246009895947,0.0691975390154182,0.009445075877010822,0.05629952251911163,0.011154991574585438,0.08525270223617554
Cora,cross_class_oracle,0.1,0,R,0.09943812812195048,0.05168619753929006,0.0016359611181542277,0.013243732042610645,0.004412362817674875,0.03829101845622063
Cora,cross_class_oracle,0.1,0,P,0.5055585894835445,0.08866454318809402,-0.007809114176779985,0.0581028088927269,-0.006742626894265413,0.0939822569489479
Cora,cross_class_oracle,0.1,0,P_avg,0.5300959264513632,0.09136624722416607,-0.007809114176779985,0.0545671284198761,-0.006742627825587988,0.08702955394983292
