conf_bucket,count,bad_count,conf_score_range_min,conf_score_range_max,feature_risk_auc,raw_stability_score_auc,residualized_stability_auc,stability_residual_final_auc,confidence_edge_score_auc,resid_auc_minus_conf_auc
0,1373,49,0.0024050723295658827,0.45321041345596313,0.7162510019113385,0.5496639743510698,0.5535020654787595,0.7169215118071398,0.6426105185276528,0.07431099327948698
1,1372,168,0.45328328013420105,0.6471102237701416,0.6343216065495966,0.5116279069767442,0.5144112877709224,0.6760154643252649,0.565562707641196,0.11045275668406895
2,1372,464,0.6474746465682983,0.8618905544281006,0.5108304534406806,0.536355480024305,0.5371102650767128,0.5943528786267659,0.5637496677046938,0.030603210922072077
3,1372,554,0.8619633913040161,1.056118369102478,0.30477280149700336,0.5962680836415313,0.5935031290547519,0.45873862462817644,0.43733615492572353,0.02140246970245291
4,1372,348,1.0564463138580322,1.4797025918960571,0.11720433728448276,0.6368141612787356,0.6321642645474138,0.4413627536817528,0.4093789286997126,0.03198382498204022
