conf_bucket,count,bad_count,conf_score_range_min,conf_score_range_max,feature_risk_auc,raw_stability_score_auc,residualized_stability_auc,stability_residual_final_auc,confidence_edge_score_auc,resid_auc_minus_conf_auc
0,447,146,0.7078200578689575,0.9608993530273438,0.3786578983297683,0.618349792927684,0.6174623401447231,0.5855367951576934,0.5808833568470395,0.004653438310653901
1,446,127,0.9612637162208557,1.0468260049819946,0.12173870115765309,0.6497914249746994,0.646138276602572,0.4681213437661985,0.5102929923728186,-0.04217164860662004
2,446,123,1.0469353199005127,1.1178849935531616,0.10259508167837098,0.6581338568803645,0.654559641571648,0.4653527649827581,0.5141584233179793,-0.048805658335221214
3,446,114,1.1179213523864746,1.2072734832763672,0.09597600930035934,0.646137180300148,0.6405094060452337,0.4399043542591418,0.5404380680617206,-0.10053371380257875
4,446,79,1.2074556350708008,1.4797025918960571,0.07660469768564823,0.6193563963715379,0.6147001000241438,0.4672679612320215,0.36360500810540475,0.10366295312661677
