dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_score_ratio,hp_ambig_scale,hp_base_alpha,hp_base_beta,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw3.0-lp0.25-ln0.25,mcgc,GCN,0.56,0.5436202711891803,0.554,0.32628909551986474,0.2827838827838828,0.3029827315541601,0.19993239817475073,0.5658272504806519,0.5990705490112305,11834,9468,2.370882749557495,0.25,0.25,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,1,Random-Matched,random_matched,GCN,0.544,0.5229675446266416,0.55,0.2256973795435334,0.1956043956043956,0.20957613814756673,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,0.8230760097503662,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,Feature-only,feature_only,GCN,0.554,0.5340266471131884,0.592,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,1.0411863327026367,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.531,0.5176965500358581,0.542,0.11665257819103973,0.1010989010989011,0.10832025117739404,0.19993239817475073,0.5658272504806519,0.5652725100517273,11834,9468,1.5614886283874512,0.1,0.5,0.3,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,FAA-Hybrid-as0.5-lp0.1-ln0.5,faa_hybrid,GCN,0.552,0.533941080802295,0.576,0.3237531699070161,0.2805860805860806,0.30062794348508637,0.19993239817475073,0.5658272504806519,0.5978031158447266,11834,9468,1.6469123363494873,0.1,0.5,0.3,0.5,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,2,FAA-Hybrid-as0.5-lp0.25-ln0.25,faa_hybrid,GCN,0.559,0.5402480307030012,0.584,0.3524936601859679,0.3054945054945055,0.3273155416012559,0.19993239817475073,0.5658272504806519,0.6028728485107422,11834,9468,1.7400057315826416,0.25,0.25,0.3,0.5,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,2,FAA-Hybrid-as1.0-lp0.1-ln0.5,faa_hybrid,GCN,0.556,0.5360910984830377,0.586,0.30008453085376163,0.2600732600732601,0.2786499215070644,0.19993239817475073,0.5658272504806519,0.5944233536720276,11834,9468,1.6686582565307617,0.1,0.5,0.3,1.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,2,FAA-Hybrid-as1.0-lp0.25-ln0.25,faa_hybrid,GCN,0.562,0.5421632005986372,0.59,0.35672020287404904,0.30915750915750917,0.33124018838304553,0.19993239817475073,0.5658272504806519,0.6026616096496582,11834,9468,1.6606788635253906,0.25,0.25,0.3,1.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,2,FAA-Hybrid-as2.0-lp0.1-ln0.5,faa_hybrid,GCN,0.545,0.5292507782516288,0.574,0.25528317836010145,0.22124542124542124,0.2370486656200942,0.19993239817475073,0.5658272504806519,0.5874524712562561,11834,9468,1.7806053161621094,0.1,0.5,0.3,2.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,2,FAA-Hybrid-as2.0-lp0.25-ln0.25,faa_hybrid,GCN,0.555,0.5348780386059091,0.588,0.3626373626373626,0.3142857142857143,0.33673469387755095,0.19993239817475073,0.5658272504806519,0.6045627593994141,11834,9468,1.6987872123718262,0.25,0.25,0.3,2.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,2,FAA-Hybrid-as3.0-lp0.1-ln0.5,faa_hybrid,GCN,0.55,0.5302786445889937,0.568,0.19103972950126796,0.16556776556776556,0.17739403453689168,0.19993239817475073,0.5658272504806519,0.5768905878067017,11834,9468,1.7711436748504639,0.1,0.5,0.3,3.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,2,FAA-Hybrid-as3.0-lp0.25-ln0.25,faa_hybrid,GCN,0.559,0.5424372640140669,0.592,0.36348267117497884,0.315018315018315,0.33751962323390894,0.19993239817475073,0.5658272504806519,0.6037178039550781,11834,9468,1.7463963031768799,0.25,0.25,0.3,3.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw0.5-lp0.1-ln0.5,mcgc,GCN,0.557,0.5387311246641872,0.558,0.12256973795435334,0.10622710622710622,0.11381475667189953,0.19993239817475073,0.5658272504806519,0.5654837489128113,11834,9468,2.3798534870147705,0.1,0.5,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw0.5-lp0.25-ln0.25,mcgc,GCN,0.548,0.5296340366836868,0.61,0.3060016906170752,0.2652014652014652,0.28414442700156983,0.19993239817475073,0.5658272504806519,0.5946345925331116,11834,9468,2.5265820026397705,0.25,0.25,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw1.0-lp0.1-ln0.5,mcgc,GCN,0.554,0.5372904729046295,0.564,0.1352493660185968,0.11721611721611722,0.12558869701726846,0.19993239817475073,0.5658272504806519,0.5671736598014832,11834,9468,2.5307435989379883,0.1,0.5,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw1.0-lp0.25-ln0.25,mcgc,GCN,0.566,0.5456629284969962,0.588,0.3043110735418428,0.26373626373626374,0.282574568288854,0.19993239817475073,0.5658272504806519,0.5948458313941956,11834,9468,2.3711671829223633,0.25,0.25,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw2.0-lp0.1-ln0.5,mcgc,GCN,0.56,0.5400355753472257,0.57,0.19695688926458157,0.1706959706959707,0.18288854003139718,0.19993239817475073,0.5658272504806519,0.5766793489456177,11834,9468,2.5112385749816895,0.1,0.5,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw2.0-lp0.25-ln0.25,mcgc,GCN,0.579,0.5567649006605547,0.596,0.3060016906170752,0.2652014652014652,0.28414442700156983,0.19993239817475073,0.5658272504806519,0.5963244438171387,11834,9468,2.600675582885742,0.25,0.25,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.547,0.5291235243289025,0.562,0.24344885883347422,0.210989010989011,0.2260596546310832,0.19993239817475073,0.5658272504806519,0.5842838883399963,11834,9468,2.5654964447021484,0.1,0.5,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw3.0-lp0.25-ln0.25,mcgc,GCN,0.579,0.5588119668647945,0.584,0.30008453085376163,0.2600732600732601,0.2786499215070644,0.19993239817475073,0.5658272504806519,0.5950570702552795,11834,9468,2.4184014797210693,0.25,0.25,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,2,Random-Matched,random_matched,GCN,0.544,0.5229045705404278,0.562,0.23245984784446322,0.20146520146520147,0.21585557299843014,0.19993239817475073,0.5658272504806519,0.5654837489128113,11834,9468,1.0762932300567627,,,,,,,,,
CiteSeer,cross_class_oracle,0.3,0,Feature-only,feature_only,GCN,0.593,0.5726329281940769,0.596,0.6762468300929839,0.5860805860805861,0.6279434850863422,0.19993239817475073,0.5658272504806519,0.66075199842453,11834,9468,1.1337354183197021,,,,,,,,,
CiteSeer,cross_class_oracle,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.568,0.5452861387474933,0.58,0.42011834319526625,0.3641025641025641,0.3901098901098901,0.19993239817475073,0.5658272504806519,0.6168145537376404,11834,9468,1.5162675380706787,0.1,0.5,0.3,,,,,,
CiteSeer,cross_class_oracle,0.3,0,FAA-Hybrid-as0.5-lp0.1-ln0.5,faa_hybrid,GCN,0.598,0.5758681455886844,0.602,0.6525781910397295,0.5655677655677656,0.6059654631083202,0.19993239817475073,0.5658272504806519,0.6569497585296631,11834,9468,1.5067131519317627,0.1,0.5,0.3,0.5,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,0,FAA-Hybrid-as0.5-lp0.25-ln0.25,faa_hybrid,GCN,0.588,0.5658441809000166,0.604,0.6770921386306001,0.5868131868131868,0.6287284144427002,0.19993239817475073,0.5658272504806519,0.6599070429801941,11834,9468,1.6630067825317383,0.25,0.25,0.3,0.5,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,0,FAA-Hybrid-as1.0-lp0.1-ln0.5,faa_hybrid,GCN,0.59,0.5682899979503738,0.598,0.6246830092983939,0.5413919413919414,0.5800627943485085,0.19993239817475073,0.5658272504806519,0.6520912647247314,11834,9468,1.5660617351531982,0.1,0.5,0.3,1.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,0,FAA-Hybrid-as1.0-lp0.25-ln0.25,faa_hybrid,GCN,0.598,0.5762075212962181,0.598,0.6813186813186813,0.5904761904761905,0.6326530612244898,0.19993239817475073,0.5658272504806519,0.6592733263969421,11834,9468,1.3526768684387207,0.25,0.25,0.3,1.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,0,FAA-Hybrid-as2.0-lp0.1-ln0.5,faa_hybrid,GCN,0.573,0.5481655114106818,0.59,0.5604395604395604,0.4857142857142857,0.520408163265306,0.19993239817475073,0.5658272504806519,0.6392057538032532,11834,9468,1.5351135730743408,0.1,0.5,0.3,2.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,0,FAA-Hybrid-as2.0-lp0.25-ln0.25,faa_hybrid,GCN,0.605,0.5794738049402103,0.61,0.672865595942519,0.5831501831501832,0.6248037676609106,0.19993239817475073,0.5658272504806519,0.6554710865020752,11834,9468,1.4833626747131348,0.25,0.25,0.3,2.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,0,FAA-Hybrid-as3.0-lp0.1-ln0.5,faa_hybrid,GCN,0.571,0.5481947416647818,0.602,0.5029585798816568,0.4358974358974359,0.46703296703296704,0.19993239817475073,0.5658272504806519,0.6284326314926147,11834,9468,1.4864311218261719,0.1,0.5,0.3,3.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,0,FAA-Hybrid-as3.0-lp0.25-ln0.25,faa_hybrid,GCN,0.599,0.5752169246442084,0.61,0.6576500422654269,0.5699633699633699,0.6106750392464678,0.19993239817475073,0.5658272504806519,0.6508238315582275,11834,9468,1.4218955039978027,0.25,0.25,0.3,3.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,0,MCGC-cw0.5-lp0.1-ln0.5,mcgc,GCN,0.558,0.5380997953733474,0.6,0.4099746407438715,0.3553113553113553,0.380690737833595,0.19993239817475073,0.5658272504806519,0.6128010153770447,11834,9468,2.2977352142333984,0.1,0.5,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,0,MCGC-cw0.5-lp0.25-ln0.25,mcgc,GCN,0.568,0.5435123179036322,0.604,0.6094674556213018,0.5282051282051282,0.5659340659340659,0.19993239817475073,0.5658272504806519,0.6432192921638489,11834,9468,2.2088875770568848,0.25,0.25,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,0,MCGC-cw1.0-lp0.1-ln0.5,mcgc,GCN,0.561,0.5393535006325212,0.58,0.32628909551986474,0.2827838827838828,0.3029827315541601,0.19993239817475073,0.5658272504806519,0.5973806381225586,11834,9468,2.134359121322632,0.1,0.5,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,0,MCGC-cw1.0-lp0.25-ln0.25,mcgc,GCN,0.572,0.5488636589842895,0.6,0.6069315300084531,0.526007326007326,0.5635792778649922,0.19993239817475073,0.5658272504806519,0.6438530087471008,11834,9468,2.2812139987945557,0.25,0.25,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,0,MCGC-cw2.0-lp0.1-ln0.5,mcgc,GCN,0.569,0.5470981752580402,0.584,0.3364327979712595,0.2915750915750916,0.3124018838304553,0.19993239817475073,0.5658272504806519,0.5982255935668945,11834,9468,2.3648664951324463,0.1,0.5,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,0,MCGC-cw2.0-lp0.25-ln0.25,mcgc,GCN,0.576,0.552903347287021,0.598,0.6111580726965342,0.5296703296703297,0.5675039246467818,0.19993239817475073,0.5658272504806519,0.6476552486419678,11834,9468,2.160745620727539,0.25,0.25,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.564,0.5413308209817224,0.584,0.35418427726120033,0.306959706959707,0.3288854003139718,0.19993239817475073,0.5658272504806519,0.5982255935668945,11834,9468,2.2896695137023926,0.1,0.5,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,0,MCGC-cw3.0-lp0.25-ln0.25,mcgc,GCN,0.572,0.55122687380496,0.59,0.6001690617075233,0.5201465201465202,0.5572998430141288,0.19993239817475073,0.5658272504806519,0.6461765766143799,11834,9468,2.3684499263763428,0.25,0.25,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,0,Random-Matched,random_matched,GCN,0.557,0.5315199320018588,0.578,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,1.1301863193511963,,,,,,,,,
CiteSeer,cross_class_oracle,0.3,1,Feature-only,feature_only,GCN,0.631,0.6057494616971802,0.626,0.6830092983939138,0.591941391941392,0.6342229199372056,0.19993239817475073,0.5658272504806519,0.661596953868866,11834,9468,0.9326980113983154,,,,,,,,,
CiteSeer,cross_class_oracle,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.578,0.5577769191255739,0.584,0.4260355029585799,0.36923076923076925,0.39560439560439564,0.19993239817475073,0.5658272504806519,0.6170257925987244,11834,9468,1.328674077987671,0.1,0.5,0.3,,,,,,
CiteSeer,cross_class_oracle,0.3,1,FAA-Hybrid-as0.5-lp0.1-ln0.5,faa_hybrid,GCN,0.62,0.5918916675767371,0.618,0.6635672020287405,0.575091575091575,0.6161695447409733,0.19993239817475073,0.5658272504806519,0.658005952835083,11834,9468,1.4396586418151855,0.1,0.5,0.3,0.5,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,1,FAA-Hybrid-as0.5-lp0.25-ln0.25,faa_hybrid,GCN,0.627,0.6006065630587516,0.628,0.6965342349957735,0.6036630036630036,0.6467817896389325,0.19993239817475073,0.5658272504806519,0.6630756258964539,11834,9468,1.42600417137146,0.25,0.25,0.3,0.5,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,1,FAA-Hybrid-as1.0-lp0.1-ln0.5,faa_hybrid,GCN,0.632,0.6052751079206411,0.628,0.6365173288250211,0.5516483516483517,0.5910518053375196,0.19993239817475073,0.5658272504806519,0.6535699367523193,11834,9468,1.474660873413086,0.1,0.5,0.3,1.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,1,FAA-Hybrid-as1.0-lp0.25-ln0.25,faa_hybrid,GCN,0.632,0.6067131217294245,0.622,0.702451394759087,0.6087912087912087,0.652276295133438,0.19993239817475073,0.5658272504806519,0.6628643870353699,11834,9468,1.5567331314086914,0.25,0.25,0.3,1.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,1,FAA-Hybrid-as2.0-lp0.1-ln0.5,faa_hybrid,GCN,0.612,0.5891983831411977,0.616,0.5748098055790364,0.4981684981684982,0.5337519623233908,0.19993239817475073,0.5658272504806519,0.6430080533027649,11834,9468,1.4693334102630615,0.1,0.5,0.3,2.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,1,FAA-Hybrid-as2.0-lp0.25-ln0.25,faa_hybrid,GCN,0.63,0.6058868502150038,0.628,0.7176669484361792,0.621978021978022,0.6664050235478806,0.19993239817475073,0.5658272504806519,0.6651880145072937,11834,9468,1.4201416969299316,0.25,0.25,0.3,2.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,1,FAA-Hybrid-as3.0-lp0.1-ln0.5,faa_hybrid,GCN,0.614,0.5873596751462111,0.604,0.5215553677092138,0.452014652014652,0.4843014128728414,0.19993239817475073,0.5658272504806519,0.6339247822761536,11834,9468,1.387587547302246,0.1,0.5,0.3,3.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,1,FAA-Hybrid-as3.0-lp0.25-ln0.25,faa_hybrid,GCN,0.615,0.5890014833281413,0.62,0.7311918850380389,0.6336996336996337,0.6789638932496076,0.19993239817475073,0.5658272504806519,0.6662442088127136,11834,9468,1.570587158203125,0.25,0.25,0.3,3.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,1,MCGC-cw0.5-lp0.1-ln0.5,mcgc,GCN,0.585,0.5608938144276278,0.588,0.40490278951817416,0.3509157509157509,0.3759811616954474,0.19993239817475073,0.5658272504806519,0.6138572096824646,11834,9468,2.139279365539551,0.1,0.5,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,1,MCGC-cw0.5-lp0.25-ln0.25,mcgc,GCN,0.627,0.6028264809600351,0.63,0.6339814032121724,0.5494505494505495,0.5886970172684458,0.19993239817475073,0.5658272504806519,0.6491339206695557,11834,9468,2.2253518104553223,0.25,0.25,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,1,MCGC-cw1.0-lp0.1-ln0.5,mcgc,GCN,0.594,0.5759238614985664,0.568,0.33136094674556216,0.28717948717948716,0.30769230769230765,0.19993239817475073,0.5658272504806519,0.5999155044555664,11834,9468,2.1742043495178223,0.1,0.5,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,1,MCGC-cw1.0-lp0.25-ln0.25,mcgc,GCN,0.625,0.5983010151601572,0.604,0.6475063398140322,0.5611721611721612,0.6012558869701727,0.19993239817475073,0.5658272504806519,0.6510350704193115,11834,9468,2.0690081119537354,0.25,0.25,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,1,MCGC-cw2.0-lp0.1-ln0.5,mcgc,GCN,0.583,0.5639394568218612,0.578,0.2933220625528318,0.2542124542124542,0.27237048665620095,0.19993239817475073,0.5658272504806519,0.5925222039222717,11834,9468,4.059531927108765,0.1,0.5,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,1,MCGC-cw2.0-lp0.25-ln0.25,mcgc,GCN,0.634,0.6056508141573049,0.612,0.6559594251901945,0.5684981684981685,0.609105180533752,0.19993239817475073,0.5658272504806519,0.6550486087799072,11834,9468,2.014065742492676,0.25,0.25,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.593,0.5725807788863069,0.57,0.30853761622992393,0.2673992673992674,0.28649921507064363,0.19993239817475073,0.5658272504806519,0.5933671593666077,11834,9468,2.2808053493499756,0.1,0.5,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,1,MCGC-cw3.0-lp0.25-ln0.25,mcgc,GCN,0.618,0.5916863372554036,0.612,0.6306001690617076,0.5465201465201465,0.5855572998430142,0.19993239817475073,0.5658272504806519,0.6518800258636475,11834,9468,2.0934736728668213,0.25,0.25,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,1,Random-Matched,random_matched,GCN,0.56,0.5393051049335236,0.556,0.2256973795435334,0.1956043956043956,0.20957613814756673,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,0.937849760055542,,,,,,,,,
CiteSeer,cross_class_oracle,0.3,2,Feature-only,feature_only,GCN,0.624,0.5966504375603563,0.64,0.6754015215553677,0.5853479853479854,0.6271585557299842,0.19993239817475073,0.5658272504806519,0.660540759563446,11834,9468,0.9658491611480713,,,,,,,,,
CiteSeer,cross_class_oracle,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.592,0.5679253245362093,0.592,0.4065934065934066,0.3523809523809524,0.3775510204081633,0.19993239817475073,0.5658272504806519,0.6136459708213806,11834,9468,1.487178087234497,0.1,0.5,0.3,,,,,,
CiteSeer,cross_class_oracle,0.3,2,FAA-Hybrid-as0.5-lp0.1-ln0.5,faa_hybrid,GCN,0.625,0.5949935659559421,0.634,0.6517328825021133,0.5648351648351648,0.6051805337519622,0.19993239817475073,0.5658272504806519,0.6561048030853271,11834,9468,1.5598490238189697,0.1,0.5,0.3,0.5,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,2,FAA-Hybrid-as0.5-lp0.25-ln0.25,faa_hybrid,GCN,0.611,0.5853284964697248,0.63,0.6787827557058326,0.5882783882783883,0.6302982731554159,0.19993239817475073,0.5658272504806519,0.6603295207023621,11834,9468,1.6977741718292236,0.25,0.25,0.3,0.5,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,2,FAA-Hybrid-as1.0-lp0.1-ln0.5,faa_hybrid,GCN,0.624,0.5967573667615151,0.622,0.6229923922231615,0.5399267399267399,0.5784929356357928,0.19993239817475073,0.5658272504806519,0.6514575481414795,11834,9468,1.5644254684448242,0.1,0.5,0.3,1.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,2,FAA-Hybrid-as1.0-lp0.25-ln0.25,faa_hybrid,GCN,0.638,0.6092366544311619,0.63,0.6787827557058326,0.5882783882783883,0.6302982731554159,0.19993239817475073,0.5658272504806519,0.658217191696167,11834,9468,1.4905998706817627,0.25,0.25,0.3,1.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,2,FAA-Hybrid-as2.0-lp0.1-ln0.5,faa_hybrid,GCN,0.608,0.5789664701781061,0.616,0.5629754860524091,0.4879120879120879,0.52276295133438,0.19993239817475073,0.5658272504806519,0.6387832760810852,11834,9468,1.444382905960083,0.1,0.5,0.3,2.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,2,FAA-Hybrid-as2.0-lp0.25-ln0.25,faa_hybrid,GCN,0.623,0.5954399571777066,0.636,0.6754015215553677,0.5853479853479854,0.6271585557299842,0.19993239817475073,0.5658272504806519,0.6556823253631592,11834,9468,1.7041027545928955,0.25,0.25,0.3,2.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,2,FAA-Hybrid-as3.0-lp0.1-ln0.5,faa_hybrid,GCN,0.607,0.5827645924870996,0.612,0.4911242603550296,0.4256410256410256,0.45604395604395603,0.19993239817475073,0.5658272504806519,0.6263202428817749,11834,9468,1.625964879989624,0.1,0.5,0.3,3.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,2,FAA-Hybrid-as3.0-lp0.25-ln0.25,faa_hybrid,GCN,0.621,0.5953822164977484,0.636,0.665257819103973,0.5765567765567765,0.6177394034536893,0.19993239817475073,0.5658272504806519,0.6510350704193115,11834,9468,1.6235029697418213,0.25,0.25,0.3,3.0,0.0,0.0,,,
CiteSeer,cross_class_oracle,0.3,2,MCGC-cw0.5-lp0.1-ln0.5,mcgc,GCN,0.566,0.5456747262641483,0.58,0.36348267117497884,0.315018315018315,0.33751962323390894,0.19993239817475073,0.5658272504806519,0.6066751480102539,11834,9468,2.0932259559631348,0.1,0.5,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,2,MCGC-cw0.5-lp0.25-ln0.25,mcgc,GCN,0.62,0.592782209426579,0.628,0.588334742180896,0.5098901098901099,0.5463108320251178,0.19993239817475073,0.5658272504806519,0.6398394703865051,11834,9468,2.1908936500549316,0.25,0.25,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,2,MCGC-cw1.0-lp0.1-ln0.5,mcgc,GCN,0.574,0.5508560123120514,0.572,0.2688081149619611,0.23296703296703297,0.24960753532182106,0.19993239817475073,0.5658272504806519,0.5899873375892639,11834,9468,2.4816834926605225,0.1,0.5,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,2,MCGC-cw1.0-lp0.25-ln0.25,mcgc,GCN,0.619,0.5919733349446995,0.63,0.5891800507185122,0.5106227106227106,0.5470957613814755,0.19993239817475073,0.5658272504806519,0.640895664691925,11834,9468,2.2416350841522217,0.25,0.25,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,2,MCGC-cw2.0-lp0.1-ln0.5,mcgc,GCN,0.578,0.5485288981713298,0.59,0.30853761622992393,0.2673992673992674,0.28649921507064363,0.19993239817475073,0.5658272504806519,0.5933671593666077,11834,9468,2.458522319793701,0.1,0.5,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,2,MCGC-cw2.0-lp0.25-ln0.25,mcgc,GCN,0.616,0.5894524111253755,0.628,0.5984784446322908,0.5186813186813187,0.5557299843014128,0.19993239817475073,0.5658272504806519,0.6449092030525208,11834,9468,2.2980294227600098,0.25,0.25,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.568,0.5391595010170532,0.574,0.3322062552831784,0.2879120879120879,0.3084772370486656,0.19993239817475073,0.5658272504806519,0.5956907272338867,11834,9468,2.195026159286499,0.1,0.5,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,2,MCGC-cw3.0-lp0.25-ln0.25,mcgc,GCN,0.617,0.5915432632636365,0.63,0.5967878275570583,0.5172161172161173,0.554160125588697,0.19993239817475073,0.5658272504806519,0.6446979641914368,11834,9468,2.5318968296051025,0.25,0.25,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,cross_class_oracle,0.3,2,Random-Matched,random_matched,GCN,0.571,0.5463300424090763,0.556,0.23245984784446322,0.20146520146520147,0.21585557299843014,0.19993239817475073,0.5658272504806519,0.5654837489128113,11834,9468,1.0179321765899658,,,,,,,,,
