dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_score_ratio,hp_ambig_scale,hp_base_alpha,hp_base_beta,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs
Cora,cross_class_oracle,0.3,0,MCGC-cw2.0-lp0.1-ln0.5,mcgc,GCN,0.674,0.6492801910927878,0.64,0.37755102040816324,0.32722678458622867,0.35059221658206424,0.19997084973036006,0.6230869889259338,0.6616870164871216,13722,10978,2.0883371829986572,0.1,0.5,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,0,MCGC-cw2.0-lp0.25-ln0.25,mcgc,GCN,0.678,0.6658138228940882,0.658,0.4897959183673469,0.4245104232469994,0.4548223350253807,0.19997084973036006,0.6230869889259338,0.6802695989608765,13722,10978,2.3790688514709473,0.25,0.25,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.695,0.6716507279161543,0.674,0.3826530612244898,0.33164876816171823,0.35532994923857864,0.19997084973036006,0.6230869889259338,0.6624157428741455,13722,10978,2.1264641284942627,0.1,0.5,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,0,MCGC-cw3.0-lp0.25-ln0.25,mcgc,GCN,0.677,0.6658690661259443,0.66,0.49198250728862974,0.42640555906506633,0.45685279187817257,0.19997084973036006,0.6230869889259338,0.6820914149284363,13722,10978,2.333888292312622,0.25,0.25,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,0,Random-Matched,random_matched,GCN,0.639,0.624938399302109,0.632,0.22667638483965014,0.19646241313960833,0.2104906937394247,0.19997084973036006,0.6230869889259338,0.6259792447090149,13722,10978,0.9889326095581055,,,,,,,,,
Cora,cross_class_oracle,0.3,1,Feature-only,feature_only,GCN,0.683,0.6721391083850081,0.674,0.5065597667638484,0.4390397978521794,0.4703891708967851,0.19997084973036006,0.6230869889259338,0.6866459846496582,13722,10978,1.118241310119629,,,,,,,,,
Cora,cross_class_oracle,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.676,0.6642209936714584,0.654,0.39723032069970843,0.34428300694883135,0.36886632825719123,0.19997084973036006,0.6230869889259338,0.6667881011962891,13722,10978,1.602663278579712,0.1,0.5,0.3,,,,,,
Cora,cross_class_oracle,0.3,1,FAA-Hybrid-as0.5-lp0.1-ln0.5,faa_hybrid,GCN,0.678,0.6657907876206856,0.674,0.4897959183673469,0.4245104232469994,0.4548223350253807,0.19997084973036006,0.6230869889259338,0.6830023527145386,13722,10978,1.5748374462127686,0.1,0.5,0.3,0.5,0.0,0.0,,,
Cora,cross_class_oracle,0.3,1,FAA-Hybrid-as0.5-lp0.25-ln0.25,faa_hybrid,GCN,0.684,0.6734460680800474,0.67,0.5138483965014577,0.44535691724573595,0.4771573604060914,0.19997084973036006,0.6230869889259338,0.6875569224357605,13722,10978,1.4433116912841797,0.25,0.25,0.3,0.5,0.0,0.0,,,
Cora,cross_class_oracle,0.3,1,FAA-Hybrid-as1.0-lp0.1-ln0.5,faa_hybrid,GCN,0.683,0.6717281123548579,0.68,0.46647230320699706,0.40429564118761846,0.4331641285956007,0.19997084973036006,0.6230869889259338,0.6784477829933167,13722,10978,1.4808473587036133,0.1,0.5,0.3,1.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,1,FAA-Hybrid-as1.0-lp0.25-ln0.25,faa_hybrid,GCN,0.685,0.6737032098123776,0.682,0.5160349854227405,0.4472520530638029,0.4791878172588832,0.19997084973036006,0.6230869889259338,0.6890143752098083,13722,10978,1.6680235862731934,0.25,0.25,0.3,1.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,1,FAA-Hybrid-as2.0-lp0.1-ln0.5,faa_hybrid,GCN,0.684,0.67492572187931,0.668,0.4336734693877551,0.37586860391661403,0.40270727580372245,0.19997084973036006,0.6230869889259338,0.6729823350906372,13722,10978,1.3995399475097656,0.1,0.5,0.3,2.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,1,FAA-Hybrid-as2.0-lp0.25-ln0.25,faa_hybrid,GCN,0.686,0.6712526882381937,0.696,0.5131195335276968,0.44472520530638027,0.4764805414551607,0.19997084973036006,0.6230869889259338,0.6888322234153748,13722,10978,1.5379748344421387,0.25,0.25,0.3,2.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,1,FAA-Hybrid-as3.0-lp0.1-ln0.5,faa_hybrid,GCN,0.689,0.6760003561620503,0.666,0.42565597667638483,0.36891977258370184,0.39526226734348563,0.19997084973036006,0.6230869889259338,0.6720713973045349,13722,10978,1.5588185787200928,0.1,0.5,0.3,3.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,1,FAA-Hybrid-as3.0-lp0.25-ln0.25,faa_hybrid,GCN,0.686,0.6715981835123727,0.694,0.5174927113702624,0.4485154769425142,0.4805414551607445,0.19997084973036006,0.6230869889259338,0.6871925592422485,13722,10978,1.5714831352233887,0.25,0.25,0.3,3.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,1,MCGC-cw0.5-lp0.1-ln0.5,mcgc,GCN,0.674,0.6589554975128451,0.64,0.3396501457725947,0.2943777637397347,0.31539763113367175,0.19997084973036006,0.6230869889259338,0.6538531184196472,13722,10978,2.2330377101898193,0.1,0.5,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,1,MCGC-cw0.5-lp0.25-ln0.25,mcgc,GCN,0.673,0.6615546973167278,0.65,0.4737609329446064,0.41061276058117496,0.4399323181049069,0.19997084973036006,0.6230869889259338,0.679358720779419,13722,10978,2.092616319656372,0.25,0.25,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,1,MCGC-cw1.0-lp0.1-ln0.5,mcgc,GCN,0.646,0.63222398880246,0.636,0.3206997084548105,0.2779532533164877,0.29780033840947545,0.19997084973036006,0.6230869889259338,0.6523956656455994,13722,10978,2.174363613128662,0.1,0.5,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,1,MCGC-cw1.0-lp0.25-ln0.25,mcgc,GCN,0.696,0.6847908625327227,0.654,0.47886297376093295,0.4150347441566646,0.44467005076142135,0.19997084973036006,0.6230869889259338,0.6804518103599548,13722,10978,2.243706226348877,0.25,0.25,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,1,MCGC-cw2.0-lp0.1-ln0.5,mcgc,GCN,0.661,0.6526014067484646,0.638,0.3564139941690962,0.30890713834491473,0.33096446700507615,0.19997084973036006,0.6230869889259338,0.6593186259269714,13722,10978,2.200495719909668,0.1,0.5,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,1,MCGC-cw2.0-lp0.25-ln0.25,mcgc,GCN,0.695,0.6843681390726472,0.67,0.47667638483965014,0.4131396083385976,0.4426395939086295,0.19997084973036006,0.6230869889259338,0.6811805367469788,13722,10978,2.3368334770202637,0.25,0.25,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.662,0.6480071804980342,0.666,0.35714285714285715,0.30953885028427036,0.3316412859560067,0.19997084973036006,0.6230869889259338,0.6620513796806335,13722,10978,2.2194926738739014,0.1,0.5,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,1,MCGC-cw3.0-lp0.25-ln0.25,mcgc,GCN,0.681,0.6687240708154893,0.666,0.44533527696793,0.38597599494630447,0.4135363790186125,0.19997084973036006,0.6230869889259338,0.6764437556266785,13722,10978,2.4007840156555176,0.25,0.25,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,1,Random-Matched,random_matched,GCN,0.658,0.6295870270952639,0.652,0.2434402332361516,0.21099178774478838,0.22605752961082912,0.19997084973036006,0.6230869889259338,0.6257970333099365,13722,10978,0.7493612766265869,,,,,,,,,
Cora,cross_class_oracle,0.3,2,Feature-only,feature_only,GCN,0.672,0.6626431075954505,0.652,0.5145772594752187,0.4459886291850916,0.477834179357022,0.19997084973036006,0.6230869889259338,0.6879212856292725,13722,10978,0.938023567199707,,,,,,,,,
Cora,cross_class_oracle,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.64,0.6242303533740378,0.61,0.3979591836734694,0.344914718888187,0.36954314720812176,0.19997084973036006,0.6230869889259338,0.667152464389801,13722,10978,1.3567814826965332,0.1,0.5,0.3,,,,,,
Cora,cross_class_oracle,0.3,2,FAA-Hybrid-as0.5-lp0.1-ln0.5,faa_hybrid,GCN,0.667,0.6550174939292638,0.644,0.4934402332361516,0.42766898294377764,0.45820642978003384,0.19997084973036006,0.6230869889259338,0.6842776536941528,13722,10978,1.546231746673584,0.1,0.5,0.3,0.5,0.0,0.0,,,
Cora,cross_class_oracle,0.3,2,FAA-Hybrid-as0.5-lp0.25-ln0.25,faa_hybrid,GCN,0.684,0.6724521743090934,0.652,0.5196793002915452,0.4504106127605812,0.48257191201353644,0.19997084973036006,0.6230869889259338,0.6893787384033203,13722,10978,1.709991455078125,0.25,0.25,0.3,0.5,0.0,0.0,,,
Cora,cross_class_oracle,0.3,2,FAA-Hybrid-as1.0-lp0.1-ln0.5,faa_hybrid,GCN,0.655,0.6412222262287198,0.634,0.46938775510204084,0.4068224889450411,0.4358714043993232,0.19997084973036006,0.6230869889259338,0.6808161735534668,13722,10978,1.3502438068389893,0.1,0.5,0.3,1.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,2,FAA-Hybrid-as1.0-lp0.25-ln0.25,faa_hybrid,GCN,0.657,0.6419450416743306,0.642,0.5138483965014577,0.44535691724573595,0.4771573604060914,0.19997084973036006,0.6230869889259338,0.6890143752098083,13722,10978,1.3331019878387451,0.25,0.25,0.3,1.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,2,FAA-Hybrid-as2.0-lp0.1-ln0.5,faa_hybrid,GCN,0.646,0.6331342615578288,0.624,0.4511661807580175,0.3910296904611497,0.4189509306260575,0.19997084973036006,0.6230869889259338,0.6788121461868286,13722,10978,1.3344759941101074,0.1,0.5,0.3,2.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,2,FAA-Hybrid-as2.0-lp0.25-ln0.25,faa_hybrid,GCN,0.667,0.6509073401076277,0.636,0.5131195335276968,0.44472520530638027,0.4764805414551607,0.19997084973036006,0.6230869889259338,0.6897431015968323,13722,10978,1.3324782848358154,0.25,0.25,0.3,2.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,2,FAA-Hybrid-as3.0-lp0.1-ln0.5,faa_hybrid,GCN,0.664,0.6465063997147557,0.638,0.44387755102040816,0.38471257106759316,0.4121827411167513,0.19997084973036006,0.6230869889259338,0.6768081188201904,13722,10978,1.401782751083374,0.1,0.5,0.3,3.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,2,FAA-Hybrid-as3.0-lp0.25-ln0.25,faa_hybrid,GCN,0.665,0.6482394349508355,0.658,0.5225947521865889,0.45293746051800376,0.4852791878172588,0.19997084973036006,0.6230869889259338,0.692293643951416,13722,10978,1.3502333164215088,0.25,0.25,0.3,3.0,0.0,0.0,,,
Cora,cross_class_oracle,0.3,2,MCGC-cw0.5-lp0.1-ln0.5,mcgc,GCN,0.638,0.6238454744205739,0.62,0.35787172011661805,0.31017056222362605,0.33231810490693736,0.19997084973036006,0.6230869889259338,0.6602295637130737,13722,10978,2.3770642280578613,0.1,0.5,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,2,MCGC-cw0.5-lp0.25-ln0.25,mcgc,GCN,0.658,0.6448885977609405,0.634,0.49271137026239065,0.42703727100442196,0.4575296108291032,0.19997084973036006,0.6230869889259338,0.6871925592422485,13722,10978,2.2561957836151123,0.25,0.25,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,2,MCGC-cw1.0-lp0.1-ln0.5,mcgc,GCN,0.623,0.6105080242624875,0.61,0.32653061224489793,0.2830069488313329,0.3032148900169205,0.19997084973036006,0.6230869889259338,0.6553106307983398,13722,10978,2.273707389831543,0.1,0.5,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,2,MCGC-cw1.0-lp0.25-ln0.25,mcgc,GCN,0.658,0.6395205185431507,0.638,0.4934402332361516,0.42766898294377764,0.45820642978003384,0.19997084973036006,0.6230869889259338,0.6870103478431702,13722,10978,2.1553332805633545,0.25,0.25,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,2,MCGC-cw2.0-lp0.1-ln0.5,mcgc,GCN,0.656,0.6479255887267215,0.626,0.3622448979591837,0.3139608338597599,0.3363790186125212,0.19997084973036006,0.6230869889259338,0.6622335314750671,13722,10978,2.585883140563965,0.1,0.5,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,2,MCGC-cw2.0-lp0.25-ln0.25,mcgc,GCN,0.653,0.6363954969725565,0.632,0.48615160349854225,0.4213518635502211,0.45143824027072754,0.19997084973036006,0.6230869889259338,0.6842776536941528,13722,10978,2.15969181060791,0.25,0.25,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.655,0.6457004101920599,0.644,0.3622448979591837,0.3139608338597599,0.3363790186125212,0.19997084973036006,0.6230869889259338,0.6620513796806335,13722,10978,2.3778889179229736,0.1,0.5,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,2,MCGC-cw3.0-lp0.25-ln0.25,mcgc,GCN,0.658,0.6412673656673187,0.652,0.48833819241982507,0.4232469993682881,0.45346869712351945,0.19997084973036006,0.6230869889259338,0.6848241686820984,13722,10978,2.2294723987579346,0.25,0.25,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,cross_class_oracle,0.3,2,Random-Matched,random_matched,GCN,0.611,0.6015182227142085,0.632,0.22813411078717202,0.19772583701831964,0.21184433164128597,0.19997084973036006,0.6230869889259338,0.6236108541488647,13722,10978,1.0849716663360596,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,0.8085308074951172,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.538,0.5221411018400673,0.542,0.10059171597633136,0.08717948717948718,0.09340659340659341,0.19993239817475073,0.5658272504806519,0.5608364939689636,11834,9468,1.4697809219360352,0.1,0.5,0.3,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,FAA-Hybrid-as0.5-lp0.1-ln0.5,faa_hybrid,GCN,0.544,0.5257097232775575,0.546,0.32037193575655115,0.27765567765567767,0.29748822605965464,0.19993239817475073,0.5658272504806519,0.5967469215393066,11834,9468,1.3649952411651611,0.1,0.5,0.3,0.5,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,0,FAA-Hybrid-as0.5-lp0.25-ln0.25,faa_hybrid,GCN,0.551,0.5346128228241156,0.55,0.34911242603550297,0.30256410256410254,0.32417582417582413,0.19993239817475073,0.5658272504806519,0.6016054153442383,11834,9468,1.459547758102417,0.25,0.25,0.3,0.5,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,0,FAA-Hybrid-as1.0-lp0.1-ln0.5,faa_hybrid,GCN,0.541,0.5258508443483644,0.54,0.2958579881656805,0.2564102564102564,0.27472527472527475,0.19993239817475073,0.5658272504806519,0.5929446816444397,11834,9468,1.3297696113586426,0.1,0.5,0.3,1.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,0,FAA-Hybrid-as1.0-lp0.25-ln0.25,faa_hybrid,GCN,0.542,0.5250688631658874,0.546,0.3533389687235841,0.30622710622710625,0.3281004709576138,0.19993239817475073,0.5658272504806519,0.6011829376220703,11834,9468,1.3814921379089355,0.25,0.25,0.3,1.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,0,FAA-Hybrid-as2.0-lp0.1-ln0.5,faa_hybrid,GCN,0.541,0.5229320638444608,0.546,0.23922231614539308,0.20732600732600734,0.22213500784929358,0.19993239817475073,0.5658272504806519,0.5838614106178284,11834,9468,1.4173307418823242,0.1,0.5,0.3,2.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,0,FAA-Hybrid-as2.0-lp0.25-ln0.25,faa_hybrid,GCN,0.557,0.5385176575568192,0.568,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.5994930267333984,11834,9468,1.4159953594207764,0.25,0.25,0.3,2.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,0,FAA-Hybrid-as3.0-lp0.1-ln0.5,faa_hybrid,GCN,0.548,0.5307996757013249,0.55,0.17582417582417584,0.1523809523809524,0.16326530612244897,0.19993239817475073,0.5658272504806519,0.572877049446106,11834,9468,1.478562593460083,0.1,0.5,0.3,3.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,0,FAA-Hybrid-as3.0-lp0.25-ln0.25,faa_hybrid,GCN,0.559,0.5393438948562005,0.544,0.3431952662721893,0.29743589743589743,0.31868131868131866,0.19993239817475073,0.5658272504806519,0.5982255935668945,11834,9468,1.4821350574493408,0.25,0.25,0.3,3.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw0.5-lp0.1-ln0.5,mcgc,GCN,0.552,0.5347781659575047,0.536,0.12256973795435334,0.10622710622710622,0.11381475667189953,0.19993239817475073,0.5658272504806519,0.5640050768852234,11834,9468,2.1664516925811768,0.1,0.5,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw0.5-lp0.25-ln0.25,mcgc,GCN,0.567,0.5479336867597019,0.562,0.31022823330515636,0.26886446886446885,0.28806907378335944,0.19993239817475073,0.5658272504806519,0.5956907272338867,11834,9468,2.1015541553497314,0.25,0.25,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw1.0-lp0.1-ln0.5,mcgc,GCN,0.556,0.5403038530523764,0.544,0.13609467455621302,0.11794871794871795,0.12637362637362637,0.19993239817475073,0.5658272504806519,0.5671736598014832,11834,9468,2.1996207237243652,0.1,0.5,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw1.0-lp0.25-ln0.25,mcgc,GCN,0.563,0.5470073434171961,0.564,0.30177514792899407,0.26153846153846155,0.2802197802197802,0.19993239817475073,0.5658272504806519,0.5942121148109436,11834,9468,2.367065906524658,0.25,0.25,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw2.0-lp0.1-ln0.5,mcgc,GCN,0.551,0.5310208356160797,0.55,0.21301775147928995,0.18461538461538463,0.19780219780219782,0.19993239817475073,0.5658272504806519,0.5777355432510376,11834,9468,2.185364246368408,0.1,0.5,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw2.0-lp0.25-ln0.25,mcgc,GCN,0.561,0.5454192690953988,0.562,0.31952662721893493,0.27692307692307694,0.29670329670329676,0.19993239817475073,0.5658272504806519,0.5978031158447266,11834,9468,2.2579545974731445,0.25,0.25,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.565,0.5449404578441358,0.536,0.2578191039729501,0.22344322344322345,0.23940345368916796,0.19993239817475073,0.5658272504806519,0.5842838883399963,11834,9468,2.119154214859009,0.1,0.5,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.25-ln0.25,mcgc,GCN,0.551,0.534909459324184,0.548,0.30853761622992393,0.2673992673992674,0.28649921507064363,0.19993239817475073,0.5658272504806519,0.5948458313941956,11834,9468,2.168978214263916,0.25,0.25,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.556,0.5375341636822164,0.548,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,0.9988570213317871,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,Feature-only,feature_only,GCN,0.561,0.5416276166305156,0.554,0.3423499577345731,0.2967032967032967,0.3178963893249608,0.19993239817475073,0.5658272504806519,0.6016054153442383,11834,9468,0.9237022399902344,,,,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.55,0.5295591026371904,0.542,0.11496196111580727,0.09963369963369964,0.10675039246467818,0.19993239817475073,0.5658272504806519,0.5644275546073914,11834,9468,1.5163753032684326,0.1,0.5,0.3,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,FAA-Hybrid-as0.5-lp0.1-ln0.5,faa_hybrid,GCN,0.562,0.5447709665884924,0.56,0.31952662721893493,0.27692307692307694,0.29670329670329676,0.19993239817475073,0.5658272504806519,0.5969581604003906,11834,9468,1.5436348915100098,0.1,0.5,0.3,0.5,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,1,FAA-Hybrid-as0.5-lp0.25-ln0.25,faa_hybrid,GCN,0.569,0.5499744875325615,0.556,0.3558748943364328,0.30842490842490844,0.33045525902668765,0.19993239817475073,0.5658272504806519,0.6039290428161621,11834,9468,1.4253034591674805,0.25,0.25,0.3,0.5,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,1,FAA-Hybrid-as1.0-lp0.1-ln0.5,faa_hybrid,GCN,0.565,0.5469471138347394,0.552,0.29501267962806427,0.25567765567765566,0.27394034536891676,0.19993239817475073,0.5658272504806519,0.5929446816444397,11834,9468,1.5471978187561035,0.1,0.5,0.3,1.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,1,FAA-Hybrid-as1.0-lp0.25-ln0.25,faa_hybrid,GCN,0.566,0.5468042767698412,0.566,0.3693998309382925,0.3201465201465201,0.34301412872841447,0.19993239817475073,0.5658272504806519,0.6062526702880859,11834,9468,1.6385912895202637,0.25,0.25,0.3,1.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,1,FAA-Hybrid-as2.0-lp0.1-ln0.5,faa_hybrid,GCN,0.554,0.5374653508358976,0.558,0.25274725274725274,0.21904761904761905,0.23469387755102042,0.19993239817475073,0.5658272504806519,0.5857625603675842,11834,9468,1.5715265274047852,0.1,0.5,0.3,2.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,1,FAA-Hybrid-as2.0-lp0.25-ln0.25,faa_hybrid,GCN,0.567,0.5499306267660157,0.562,0.389687235841082,0.33772893772893775,0.36185243328100475,0.19993239817475073,0.5658272504806519,0.6100549101829529,11834,9468,1.4327023029327393,0.25,0.25,0.3,2.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,1,FAA-Hybrid-as3.0-lp0.1-ln0.5,faa_hybrid,GCN,0.55,0.5321077345954333,0.55,0.2028740490278952,0.17582417582417584,0.18838304552590265,0.19993239817475073,0.5658272504806519,0.5796366930007935,11834,9468,1.4943811893463135,0.1,0.5,0.3,3.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,1,FAA-Hybrid-as3.0-lp0.25-ln0.25,faa_hybrid,GCN,0.566,0.5485632928940424,0.582,0.4091293322062553,0.3545787545787546,0.37990580847723704,0.19993239817475073,0.5658272504806519,0.6136459708213806,11834,9468,1.3798792362213135,0.25,0.25,0.3,3.0,0.0,0.0,,,
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw0.5-lp0.1-ln0.5,mcgc,GCN,0.557,0.5347308011863984,0.554,0.12172442941673711,0.1054945054945055,0.1130298273155416,0.19993239817475073,0.5658272504806519,0.5675961375236511,11834,9468,2.246347188949585,0.1,0.5,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw0.5-lp0.25-ln0.25,mcgc,GCN,0.558,0.5405811042352682,0.564,0.3338968723584108,0.2893772893772894,0.31004709576138145,0.19993239817475073,0.5658272504806519,0.6009716987609863,11834,9468,2.147814989089966,0.25,0.25,0.3,,,,0.5,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw1.0-lp0.1-ln0.5,mcgc,GCN,0.554,0.5333384297025844,0.552,0.1293322062552832,0.11208791208791209,0.12009419152276297,0.19993239817475073,0.5658272504806519,0.5680186152458191,11834,9468,2.1772890090942383,0.1,0.5,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw1.0-lp0.25-ln0.25,mcgc,GCN,0.577,0.5575621816098817,0.56,0.3254437869822485,0.28205128205128205,0.3021978021978022,0.19993239817475073,0.5658272504806519,0.6003379821777344,11834,9468,2.2938828468322754,0.25,0.25,0.3,,,,1.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw2.0-lp0.1-ln0.5,mcgc,GCN,0.561,0.5428261548836887,0.558,0.1952662721893491,0.16923076923076924,0.1813186813186813,0.19993239817475073,0.5658272504806519,0.5800591707229614,11834,9468,2.2567124366760254,0.1,0.5,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw2.0-lp0.25-ln0.25,mcgc,GCN,0.565,0.547341127230469,0.564,0.33136094674556216,0.28717948717948716,0.30769230769230765,0.19993239817475073,0.5658272504806519,0.6005492210388184,11834,9468,2.1746914386749268,0.25,0.25,0.3,,,,2.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.57,0.548818848182513,0.56,0.24344885883347422,0.210989010989011,0.2260596546310832,0.19993239817475073,0.5658272504806519,0.5855513215065002,11834,9468,2.301240921020508,0.1,0.5,0.3,,,,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
