noise_type,dataset,delta_mean,delta_std,p_value,significant,win_rate,n
feature_similar_cross_class,all,0.01483333333333331,0.013197221929886128,0.040159149003663776,True,0.8333333333333334,6
feature_similar_cross_class,Cora,0.025000000000000022,0.004582575694955844,0.01101528483845556,True,1.0,3
feature_similar_cross_class,CiteSeer,0.004666666666666597,0.010214368964029654,0.5116939255093945,False,0.6666666666666666,3
cross_class_oracle,all,-0.02450000000000004,0.02343288287855336,0.050582778150326975,False,0.16666666666666666,6
cross_class_oracle,Cora,-0.008000000000000044,0.01915724406066797,0.5446502305622628,False,0.3333333333333333,3
cross_class_oracle,CiteSeer,-0.041000000000000036,0.013747727084867531,0.03549434025442877,True,0.0,3
